requestedCustomerNum,customerRequestedBillingNumber,customerRequestedLineNumber,customerRequestedServiceNumber,requestTimestamp
665,117,17176,13947,2018-11-26 16:47:47.260
666,117,21393,7815,2018-12-24 15:46:11.330
666,398,128796,9060,2018-03-01 15:30:10.360
666,202,129792,10051,2018-10-29 04:26:52.140
666,292,35675,12194,2018-02-17 14:18:17.960
666,34,53415,14600,2018-01-28 01:29:47.780
667,117,28385,8993,2018-04-19 23:37:58.490
667,403,35692,9971,2018-12-08 17:35:13.760
667,34,63211,10050,2018-11-07 15:15:34.180
667,203,184,12454,2018-02-10 03:46:19.100
667,292,42011,13909,2018-05-12 11:08:01.400
668,34,76749,8327,2018-11-06 17:20:53.430
668,117,35490,9410,2018-08-11 18:47:45.540
668,203,3019,10805,2018-09-17 21:11:06.450
668,292,52402,12214,2018-12-16 02:41:29.160
669,203,6859,7765,2018-02-12 22:15:06.740
669,367,1051,8340,2018-08-26 08:12:22.830
669,34,84211,8809,2018-07-30 00:28:47.140
669,117,42393,12917,2018-09-17 17:18:42.840
670,34,101746,8031,2018-08-26 21:59:36.160
670,203,10335,8685,2018-03-03 02:17:01.260
670,221,2321,10456,2018-10-24 10:28:29.400
670,292,77675,11634,2018-02-26 15:06:02.190
670,117,52360,14682,2018-08-19 01:45:04.990
671,34,105211,10085,2018-02-05 05:28:24.290
671,292,84011,10673,2018-08-06 03:57:33.930
671,117,63393,10865,2018-12-15 01:11:46.400
671,203,14127,12596,2018-07-29 11:27:08.730
672,203,20589,8534,2018-07-31 03:35:26.490
672,292,103637,8761,2018-12-23 22:57:54.990
672,399,34876,13350,2018-04-06 08:38:52.230
672,117,77490,14514,2018-11-11 12:38:56.700
672,34,126211,14595,2018-03-11 00:46:32.640
673,399,52325,7986,2018-08-22 02:37:34.000
673,117,84393,8525,2018-01-24 07:48:15.750
673,203,21184,9556,2018-09-01 09:47:10.160
673,34,127211,12288,2018-08-09 08:21:06.130
673,292,105011,14243,2018-12-18 05:58:20.790
674,34,128211,10386,2018-05-08 07:17:27.830
674,203,27859,10919,2018-08-10 20:49:52.020
674,395,9568,12820,2018-11-14 10:01:33.160
674,117,101176,13129,2018-10-12 09:11:37.390
674,292,126011,14240,2018-07-03 08:58:30.470
675,203,35127,7357,2018-09-21 11:13:15.940
675,292,127011,8831,2018-02-09 00:35:07.160
675,117,105393,9794,2018-06-16 12:33:10.490
675,35,388,9925,2018-10-29 02:10:20.170
675,369,4624,10825,2018-11-03 04:14:21.720
676,117,126393,7648,2018-11-29 23:59:16.430
676,203,42184,8266,2018-05-23 13:42:56.620
676,292,128011,12973,2018-07-19 18:27:05.380
676,35,2773,13845,2018-06-09 22:10:30.550
676,327,14175,14417,2018-04-08 10:53:55.420
677,117,127393,7791,2018-06-18 02:53:42.660
677,35,6909,9487,2018-09-24 12:14:50.630
677,293,3344,10716,2018-04-10 12:28:51.910
677,203,52335,14379,2018-10-13 17:07:27.260
678,293,7759,11837,2018-07-17 14:09:00.990
678,203,63184,12060,2018-06-28 14:44:56.260
678,35,12066,12244,2018-03-20 14:31:53.560
678,117,128393,13749,2018-11-17 02:59:19.540
678,399,128999,14346,2018-09-13 20:53:53.480
679,35,16007,8503,2018-04-22 03:44:23.380
679,118,538,9767,2018-02-28 19:53:07.430
679,400,690,11083,2018-06-21 19:36:59.470
679,203,77127,12501,2018-08-04 11:47:59.220
679,293,10576,12612,2018-10-14 18:10:33.690
680,203,84184,9759,2018-02-07 10:08:55.050
680,400,8046,11626,2018-11-18 22:48:53.910
680,35,18720,13060,2018-08-26 23:25:33.200
680,118,3108,14307,2018-07-23 07:01:01.960
681,293,17386,9072,2018-05-25 01:36:21.590
681,35,21388,10168,2018-05-01 14:24:22.070
681,118,6430,12098,2018-05-20 14:15:06.070
681,203,104589,13406,2018-11-06 07:29:51.920
681,338,27607,13872,2018-11-17 08:52:18.760
682,203,105184,7940,2018-03-10 05:07:00.520
682,118,10021,12246,2018-10-08 03:02:27.490
682,293,21534,13974,2018-05-12 07:45:10.410
682,35,27909,14445,2018-07-09 04:23:20.990
683,203,126184,8384,2018-06-23 03:57:13.990
683,435,35203,8443,2018-02-27 09:34:09.740
683,118,15088,8512,2018-05-08 03:44:03.770
683,293,28759,10821,2018-12-10 21:42:00.880
683,35,37007,12777,2018-09-18 00:40:30.840
684,293,36691,8270,2018-11-12 07:47:32.120
684,203,127184,8382,2018-07-29 08:03:37.870
684,118,17290,9185,2018-07-09 03:44:57.130
684,35,42388,13412,2018-02-20 17:16:45.920
685,118,21538,7933,2018-05-20 18:37:42.890
685,293,42534,8354,2018-07-01 12:25:14.030
685,203,128184,9380,2018-07-01 17:11:42.420
685,35,54066,11454,2018-02-02 20:58:52.250
685,379,86247,11996,2018-10-22 01:03:35.510
686,118,27430,8199,2018-02-15 19:31:55.390
686,293,52576,10103,2018-03-23 14:22:51.620
686,204,1449,11945,2018-12-03 09:41:26.260
686,35,63388,14154,2018-06-10 05:34:48.840
687,35,79007,8064,2018-03-09 22:18:56.010
687,204,2833,9453,2018-07-19 04:29:48.120
687,118,36088,10727,2018-06-28 02:55:15.870
687,293,63534,12845,2018-11-29 00:57:44.110
688,118,42538,10036,2018-03-28 15:14:58.540
688,293,78691,12116,2018-04-04 04:40:45.990
688,204,10349,13706,2018-02-05 03:07:40.350
688,410,434,13991,2018-08-15 00:07:31.610
688,35,84388,14218,2018-08-16 19:00:09.470
689,204,10869,7425,2018-12-22 00:04:50.810
689,35,102720,7851,2018-05-12 01:35:34.890
689,293,84534,10973,2018-10-02 19:42:04.410
689,401,63406,12231,2018-04-10 18:01:13.220
689,118,52021,14273,2018-08-24 11:43:07.020
690,339,128833,7352,2018-03-05 04:36:30.610
690,204,14386,8336,2018-12-02 09:04:47.110
690,35,105388,9383,2018-03-24 22:52:39.960
690,118,63538,9390,2018-12-08 11:58:19.320
690,293,101386,13587,2018-01-30 14:21:42.270
691,118,78088,7997,2018-06-02 23:28:42.110
691,35,126388,8021,2018-08-25 04:31:54.270
691,293,105534,10743,2018-10-13 16:23:47.220
691,401,84406,14174,2018-07-13 19:30:27.510
691,204,17671,14261,2018-05-19 05:27:16.680
692,35,127388,8426,2018-07-24 17:24:48.030
692,293,126534,12422,2018-10-21 20:24:53.630
692,204,22449,12428,2018-09-21 22:48:49.130
692,118,84538,13181,2018-05-15 16:10:20.070
693,118,101290,9420,2018-12-24 23:24:42.610
693,398,105796,10093,2018-07-10 04:47:48.090
693,35,128388,11932,2018-04-13 17:52:01.910
693,204,31349,13115,2018-08-06 16:27:15.330
694,36,1292,7458,2018-03-12 17:47:25.650
694,204,35386,8133,2018-12-24 15:21:06.510
694,376,21562,13259,2018-08-17 01:39:45.320
694,118,105538,13751,2018-09-09 10:06:59.350
695,118,126538,9202,2018-03-23 20:33:13.810
695,294,751,10950,2018-04-14 18:37:42.100
695,36,3763,11886,2018-07-27 00:52:27.500
695,402,141,12287,2018-04-30 16:22:48.530
695,204,43449,12405,2018-06-18 13:24:47.690
696,36,6709,7635,2018-02-08 21:01:08.400
696,405,476,8276,2018-04-14 14:09:57.370
696,204,52869,9080,2018-06-06 01:33:33.810
696,118,127538,12375,2018-05-02 02:02:07.560
696,294,3540,13276,2018-07-23 23:31:17.900
697,118,128538,8820,2018-07-31 09:47:17.310
697,402,14264,8926,2018-03-14 10:20:48.540
697,204,64449,9337,2018-02-03 16:26:09.600
697,36,9952,10467,2018-08-18 16:30:18.230
698,204,77386,8524,2018-12-14 19:32:45.630
698,325,52441,9047,2018-12-01 18:33:45.330
698,36,13829,10720,2018-04-30 11:18:41.560
698,294,14607,12738,2018-12-14 22:33:53.680
698,119,43,14447,2018-06-25 03:57:51.430
699,204,85449,7856,2018-09-16 03:07:09.750
699,119,3862,8548,2018-12-10 12:59:51.540
699,402,27622,9405,2018-07-03 23:56:17.290
699,294,19563,12900,2018-02-27 03:59:23.680
699,36,18144,13077,2018-08-09 06:23:22.800
700,119,6824,7866,2018-03-23 03:17:53.530
700,204,101671,8014,2018-12-06 03:15:05.540
700,36,22292,8849,2018-12-04 15:48:22.450
700,388,14540,11056,2018-02-22 04:52:29.320
700,294,21751,12827,2018-06-17 04:46:21.310
701,294,29071,8837,2018-07-31 20:45:29.010
701,36,27709,9979,2018-10-20 07:20:18.890
701,402,42141,10402,2018-07-15 14:20:40.060
701,119,11834,10622,2018-04-15 14:07:56.520
701,204,106449,10909,2018-10-23 17:57:58.780
702,294,35607,7397,2018-09-03 01:40:03.450
702,119,13812,9987,2018-11-06 04:56:23.620
702,36,34829,10856,2018-03-04 12:48:06.790
702,204,129449,12191,2018-11-27 07:28:43.610
702,394,77779,14410,2018-06-21 07:29:15.660
703,36,43292,10240,2018-01-09 18:43:11.520
703,402,77264,10695,2018-04-17 07:25:02.620
703,119,20096,12192,2018-11-11 12:21:01.420
703,205,1573,12198,2018-05-21 20:09:10.170
703,294,42751,13771,2018-11-19 00:17:23.930
704,119,20755,7375,2018-05-14 09:14:44.570
704,36,51952,8590,2018-04-28 07:27:55.780
704,294,52330,11987,2018-10-13 12:10:45.780
704,322,6527,13576,2018-07-16 15:24:57.250
704,205,3158,13708,2018-02-04 10:05:12.760
705,359,7027,8795,2018-08-23 09:34:02.370
705,36,64292,9546,2018-09-10 02:12:06.820
705,294,63751,10444,2018-09-02 22:17:29.830
705,119,21043,13291,2018-07-18 17:45:36.340
705,205,7820,14506,2018-05-13 23:08:47.330
706,294,77607,8293,2018-07-21 15:54:51.110
706,205,10630,9533,2018-08-17 14:15:36.040
706,298,28726,10595,2018-05-26 12:16:13.040
706,36,76829,13794,2018-04-06 17:41:11.630
706,119,27824,14587,2018-07-21 20:33:29.800
707,205,14298,9636,2018-06-14 10:11:50.270
707,294,84751,9844,2018-09-28 20:56:24.720
707,119,34812,13078,2018-02-08 00:00:25.900
707,36,85292,13219,2018-09-26 13:05:30.240
707,403,12851,14475,2018-06-05 00:14:39.080
708,119,41755,8054,2018-09-07 04:13:45.270
708,205,17884,8509,2018-06-10 12:33:03.480
708,36,102144,9345,2018-02-10 19:35:03.220
708,403,17805,12209,2018-10-18 02:32:58.930
709,205,22573,7611,2018-02-04 23:46:29.550
709,119,42043,7797,2018-05-22 05:26:47.940
709,36,106292,9473,2018-06-10 21:53:13.400
709,294,105751,9488,2018-09-09 14:01:18.430
710,380,105280,8358,2018-03-02 13:41:46.910
710,36,129292,9205,2018-07-24 16:38:46.660
710,205,28820,9634,2018-06-14 10:52:22.740
710,294,126751,12610,2018-10-08 11:01:34.830
710,119,53834,12862,2018-03-04 14:39:50.120
711,294,127751,7612,2018-10-20 11:47:04.270
711,37,386,10014,2018-03-06 06:19:06.740
711,119,62755,10380,2018-04-03 15:48:18.200
711,333,128095,12096,2018-11-25 22:55:13.650
711,205,35298,12758,2018-06-23 01:16:16.690
712,119,63043,8150,2018-12-09 02:09:23.020
712,294,128751,8681,2018-10-28 23:49:38.600
712,205,43573,10757,2018-08-18 13:20:25.210
712,37,3141,14569,2018-06-18 20:35:09.550
713,295,92,8312,2018-07-06 20:25:53.610
713,37,7153,9986,2018-03-17 06:41:14.760
713,205,52630,10231,2018-11-27 02:29:29.600
713,119,76812,10715,2018-09-12 12:50:44.370
713,324,4772,14668,2018-08-07 19:54:44.300
714,205,64573,8544,2018-04-09 17:13:12.250
714,295,2899,9417,2018-11-25 08:22:12.340
714,37,11242,10508,2018-10-28 14:05:25.610
714,119,84043,13206,2018-03-05 07:04:13.590
715,205,77298,8814,2018-09-15 00:14:36.920
715,295,7395,10336,2018-12-21 20:48:46.700
715,119,104096,12840,2018-10-06 01:02:10.150
715,37,14142,14187,2018-08-14 00:23:27.600
716,295,11314,8801,2018-01-27 19:25:41.390
716,37,17425,11491,2018-10-07 10:27:40.070
716,119,105043,11858,2018-06-13 13:18:49.340
716,303,3484,12445,2018-10-25 05:13:37.030
716,205,85573,13675,2018-03-15 10:36:31.060
717,119,125755,7812,2018-07-01 22:40:33.860
717,404,557,11311,2018-11-13 08:25:52.050
717,37,21386,11642,2018-08-09 21:29:23.290
717,205,101884,12662,2018-06-24 20:04:31.550
717,401,126406,13392,2018-04-16 04:22:51.680
718,205,106573,9900,2018-04-25 22:39:09.980
718,295,18794,11049,2018-03-10 19:33:36.010
718,119,126043,11495,2018-04-05 17:43:21.450
718,37,28153,12114,2018-10-31 16:54:54.620
719,37,35142,8697,2018-03-01 23:07:53.790
719,295,21092,10542,2018-01-23 17:46:44.690
719,205,129573,10635,2018-04-15 11:53:56.860
719,119,127043,12452,2018-10-15 10:30:14.790
720,119,128043,7861,2018-01-18 13:09:30.360
720,206,300,8842,2018-02-09 07:41:07.090
720,37,42386,9427,2018-04-04 00:28:16.090
720,404,52260,9956,2018-06-02 21:20:32.970
720,295,28395,11375,2018-10-25 08:34:42.440
721,432,21847,7600,2018-08-02 18:37:34.560
721,206,2907,8331,2018-01-22 09:24:40.270
721,120,307,10594,2018-02-08 18:45:24.780
721,295,35424,11763,2018-05-19 12:40:36.530
721,37,53242,13945,2018-10-25 08:04:34.080
722,37,63386,7996,2018-05-09 11:01:42.830
722,120,4436,9644,2018-07-08 05:09:13.060
722,206,6797,10945,2018-02-27 12:27:43.230
722,295,42092,12389,2018-09-02 10:55:10.920
723,37,77142,8683,2018-04-05 11:48:39.670
723,120,7094,11792,2018-01-12 02:37:47.090
723,206,10955,13085,2018-08-01 10:40:25.150
723,295,53314,14602,2018-04-17 22:24:13.650
723,404,105557,14649,2018-11-29 19:09:21.870
724,37,84386,9167,2018-09-17 14:47:54.420
724,295,63092,9599,2018-04-20 04:36:08.130
724,206,17472,9991,2018-08-03 06:47:56.260
724,120,10823,11740,2018-02-04 12:36:51.000
724,404,128557,12540,2018-09-23 09:40:21.670
725,37,101425,11298,2018-06-27 18:12:25.240
725,404,84557,13726,2018-07-01 05:36:16.590
725,120,14091,13728,2018-06-13 09:45:49.550
725,295,102794,14163,2018-04-11 01:58:09.030
726,405,18872,7796,2018-11-08 00:01:16.750
726,295,105092,9087,2018-12-04 11:52:35.270
726,206,21300,11035,2018-06-01 13:37:22.540
726,120,17647,11117,2018-05-11 03:42:19.300
726,37,105386,13313,2018-04-16 05:34:42.040
727,37,126386,10363,2018-05-24 18:20:41.290
727,393,42843,11402,2018-07-29 20:17:33.150
727,206,27797,12193,2018-10-02 20:35:15.800
727,295,126092,13035,2018-03-04 11:06:40.590
727,120,21307,14065,2018-12-01 19:55:06.300
728,206,40558,8410,2018-01-26 09:04:19.580
728,37,127386,8680,2018-02-26 22:09:15.490
728,295,128092,10706,2018-12-24 22:59:43.330
728,120,28094,12037,2018-02-05 02:47:55.230
729,37,128386,7994,2018-05-20 07:40:31.470
729,405,76875,8937,2018-09-29 05:20:01.590
729,120,35091,9134,2018-11-30 19:36:48.470
729,206,42300,12607,2018-07-08 10:16:59.220
729,296,1491,14027,2018-09-08 20:49:21.740
730,296,3417,7432,2018-06-24 18:58:47.030
730,38,860,9331,2018-04-15 03:35:05.950
730,392,28771,11876,2018-09-06 07:20:22.960
730,206,52955,12495,2018-09-15 16:48:37.720
730,405,84476,12980,2018-07-30 06:35:57.710
731,296,9396,9213,2018-08-20 07:39:58.550
731,38,3175,9282,2018-05-21 17:09:43.060
731,206,63300,10472,2018-03-08 05:25:56.960
731,252,65828,11452,2018-09-06 03:08:40.150
731,120,52823,13024,2018-02-01 07:05:12.580
732,206,82558,10144,2018-09-11 03:15:39.060
732,296,10580,10155,2018-04-12 04:11:26.070
732,38,7484,10626,2018-09-14 23:03:44.650
732,405,128476,11704,2018-11-21 20:22:48.050
732,120,63307,12410,2018-03-13 09:13:46.950
733,197,84763,9389,2018-12-23 18:05:12.870
733,206,84300,10610,2018-06-30 04:45:26.440
733,38,10442,12400,2018-11-02 17:35:27.060
733,120,77091,14009,2018-03-12 13:57:49.220
734,38,14109,9077,2018-11-10 08:20:25.820
734,120,84307,9525,2018-08-29 14:18:09.500
734,296,18241,10060,2018-06-15 18:28:36.090
734,206,101472,11334,2018-05-20 19:33:44.640
735,120,101647,9141,2018-02-20 00:17:07.480
735,406,14536,10037,2018-07-25 13:56:07.170
735,38,17247,11526,2018-09-26 19:02:38.470
735,296,22491,13224,2018-08-20 00:07:13.540
735,206,105300,14352,2018-08-29 17:49:39.610
736,296,30396,8183,2018-04-18 17:34:31.250
736,38,21860,8400,2018-04-13 14:02:10.410
736,120,105307,8432,2018-01-13 10:16:45.200
736,206,126300,9175,2018-12-03 12:33:02.680
736,342,21225,11804,2018-03-29 22:57:26.200
737,405,28234,9290,2018-01-28 20:32:26.630
737,206,127300,10761,2018-06-27 12:44:25.980
737,120,126307,10840,2018-11-01 01:59:26.370
737,360,36604,13323,2018-07-25 18:01:38.490
737,38,28484,14244,2018-12-04 14:19:34.460
738,206,128300,7900,2018-07-03 09:24:52.510
738,120,127307,8163,2018-01-16 14:55:03.780
738,420,10939,8718,2018-09-27 08:25:41.440
738,38,35109,12353,2018-07-07 23:07:30.680
739,120,128307,8275,2018-04-10 16:35:40.310
739,207,5,8970,2018-06-06 14:49:25.970
739,38,42860,9051,2018-12-07 21:59:28.120
739,347,34985,9092,2018-02-05 20:09:12.820
739,421,3122,12072,2018-08-19 05:18:47.600
740,38,52442,7642,2018-03-30 17:25:03.080
740,419,63339,8462,2018-05-09 13:46:04.590
740,207,3668,9711,2018-11-01 23:37:03.530
740,296,52580,11260,2018-05-06 15:09:53.250
740,121,317,13274,2018-01-27 09:07:05.200
741,290,42878,8111,2018-10-04 21:50:42.290
741,207,10769,10889,2018-03-10 12:10:58.260
741,367,52510,11759,2018-08-11 17:59:15.780
741,38,63860,13453,2018-01-27 04:57:03.950
741,121,3379,14053,2018-05-22 11:36:22.670
742,207,14881,8287,2018-04-28 18:16:54.200
742,296,64491,9907,2018-06-08 02:59:19.110
742,38,77109,12430,2018-05-11 04:19:56.110
742,275,85390,13474,2018-10-26 01:33:57.750
742,121,7072,14181,2018-08-11 07:55:30.930
743,207,18870,7361,2018-11-12 18:18:58.160
743,121,13264,8579,2018-07-16 20:45:04.360
743,296,77876,9652,2018-05-18 02:17:02.810
743,38,84860,13712,2018-02-16 08:59:48.570
744,296,85491,10665,2018-12-17 06:33:45.210
744,38,101247,11576,2018-09-05 23:57:36.220
744,207,21005,12119,2018-10-30 05:20:11.380
744,121,14054,13642,2018-09-07 06:22:50.060
745,207,27933,9263,2018-04-25 05:01:39.620
745,296,102241,9841,2018-12-20 11:22:07.910
745,441,4090,10509,2018-10-16 19:15:34.560
745,121,18239,10921,2018-07-08 15:51:53.340
745,38,105860,12634,2018-01-25 18:41:28.200
746,38,126860,9309,2018-08-06 23:32:21.640
746,121,21317,11687,2018-03-29 05:03:02.090
746,296,106491,11888,2018-08-27 13:19:27.660
746,207,35881,14062,2018-11-17 16:19:40.050
747,121,28072,10912,2018-11-11 16:20:53.580
747,38,127860,13428,2018-06-06 06:54:29.930
747,296,125902,13458,2018-09-06 20:45:49.370
747,407,43133,13513,2018-01-22 14:36:51.240
748,38,128860,8206,2018-05-07 01:40:50.860
748,296,129491,11439,2018-06-01 20:29:35.340
748,121,35054,13220,2018-06-12 10:34:46.450
748,207,52769,13290,2018-11-18 15:43:21.330
748,396,18138,14393,2018-11-04 19:02:37.310
749,121,42317,10261,2018-11-07 16:46:05.930
749,207,63005,11051,2018-06-27 12:52:53.620
749,39,2946,11361,2018-03-19 04:04:59.910
749,407,64133,11838,2018-02-16 19:01:04.420
749,297,596,13373,2018-04-27 17:17:34.570
750,286,86045,9566,2018-03-24 02:10:21.890
750,354,626,10292,2018-08-06 16:30:45.060
750,121,55264,12409,2018-08-06 06:32:55.040
750,39,3081,13925,2018-02-09 08:31:36.630
751,297,7416,8250,2018-08-30 00:53:44.080
751,358,3410,8640,2018-04-16 07:06:39.410
751,207,84005,9307,2018-03-20 07:34:25.200
751,39,7448,10822,2018-02-09 16:13:20.680
751,121,63317,12966,2018-03-27 00:06:30.700
752,39,10200,8213,2018-11-18 01:29:37.640
752,297,13654,9054,2018-05-25 21:40:31.800
752,207,102870,10522,2018-06-18 14:08:27.780
752,121,77054,11089,2018-05-08 04:50:01.720
752,408,3241,14106,2018-06-21 23:50:07.030
753,408,4291,9349,2018-07-28 10:57:41.470
753,121,84317,10458,2018-12-25 01:49:19.300
753,39,14980,11208,2018-04-10 06:44:49.480
753,402,63141,11655,2018-01-26 00:12:19.080
753,207,105005,11795,2018-10-23 22:00:07.800
754,379,18387,7804,2018-09-01 00:49:56.450
754,207,126005,8059,2018-01-31 18:21:03.000
754,297,18199,8101,2018-09-11 16:06:08.630
754,39,17477,8517,2018-12-21 03:54:37.220
754,121,102239,11112,2018-03-01 20:37:19.610
755,121,105317,8394,2018-05-19 14:08:23.000
755,207,127005,11088,2018-05-10 09:48:21.460
755,39,24081,12357,2018-12-23 17:48:15.100
756,121,126317,9288,2018-12-17 05:53:40.460
756,297,28416,11297,2018-05-14 17:46:31.760
756,408,36694,12095,2018-10-14 17:54:41.980
756,39,28448,12215,2018-10-02 22:40:14.080
756,207,128005,13497,2018-10-16 08:51:28.980
757,208,1819,10842,2018-03-08 06:46:20.340
757,343,84348,11591,2018-07-07 16:59:50.360
757,408,46291,11667,2018-03-22 09:56:27.280
757,121,127317,11976,2018-04-02 20:14:03.230
757,39,35980,14683,2018-07-25 23:15:26.250
758,208,2881,9361,2018-02-05 23:10:05.440
758,121,128317,12004,2018-08-11 03:32:00.250
758,297,42596,13929,2018-10-05 04:24:01.930
758,39,45081,13984,2018-08-30 09:10:47.590
759,39,52200,7399,2018-10-17 17:53:09.360
759,331,85651,8072,2018-01-29 11:46:15.880
759,297,55654,10787,2018-11-14 02:53:26.330
759,208,6456,12537,2018-03-23 19:53:40.990
759,122,213,14067,2018-05-19 13:47:45.800
760,297,63596,10080,2018-10-10 06:07:09.200
760,122,3214,11825,2018-07-29 15:13:46.810
760,39,66081,12201,2018-11-27 20:05:02.320
760,430,7156,12234,2018-06-20 03:58:07.610
760,208,11177,12508,2018-11-30 01:54:58.720
761,39,77980,7664,2018-11-29 13:02:41.480
761,122,7339,8381,2018-11-08 23:33:09.520
761,297,77527,13136,2018-02-27 01:29:20.560
761,408,132291,13581,2018-10-09 20:26:54.210
761,208,14164,13877,2018-10-30 04:16:50.760
762,122,11056,10180,2018-10-02 23:17:23.330
762,208,17924,11608,2018-10-20 09:32:04.010
762,297,84596,11637,2018-05-08 01:05:35.050
762,39,87081,12826,2018-06-03 19:00:12.480
762,403,42680,13601,2018-06-01 00:08:28.750
763,122,16282,9661,2018-04-21 07:05:05.500
763,297,102199,9699,2018-09-05 07:35:31.840
763,39,101477,10209,2018-12-04 04:19:45.060
763,409,15100,13996,2018-11-15 06:37:48.790
763,208,22819,14341,2018-09-02 12:05:23.790
764,122,18539,9374,2018-10-25 17:13:46.550
764,208,27456,12034,2018-04-15 13:29:32.130
764,39,108081,12598,2018-10-11 22:07:42.190
764,409,19714,13349,2018-03-25 06:32:55.790
764,297,105596,13997,2018-11-29 16:48:55.370
765,208,35164,8353,2018-04-16 08:47:59.400
765,122,21213,8773,2018-06-28 02:29:39.890
765,392,18810,10431,2018-05-12 20:47:35.230
765,39,131081,12328,2018-11-06 08:18:27.340
765,297,126596,13022,2018-07-06 10:53:52.490
766,122,28339,8655,2018-05-01 20:07:51.120
766,297,127596,9428,2018-02-04 05:33:06.690
766,40,1482,11598,2018-03-27 18:35:18.310
766,409,46629,13450,2018-11-23 08:50:55.630
766,208,43819,13468,2018-06-16 05:33:43.680
767,40,3588,7955,2018-07-16 14:20:42.130
767,400,36078,9664,2018-06-23 02:19:14.050
767,122,37282,11354,2018-08-16 17:26:45.730
767,297,128596,13414,2018-11-05 06:47:58.520
767,208,53177,14245,2018-05-03 06:37:57.930
768,40,6589,7529,2018-01-18 12:55:13.650
768,122,42213,10791,2018-11-23 20:13:17.120
768,208,64819,12655,2018-07-06 21:34:25.830
768,298,3613,14591,2018-09-27 07:51:52.420
769,409,88629,9999,2018-08-05 11:48:39.670
769,40,10161,10074,2018-11-17 03:47:29.570
769,298,7726,11622,2018-10-09 20:54:15.940
769,122,53056,13225,2018-03-09 15:35:40.820
769,208,77164,14089,2018-10-22 14:31:01.730
770,40,13887,7784,2018-03-31 06:18:51.730
770,409,103714,9059,2018-09-25 02:22:35.930
770,298,11644,10553,2018-02-03 01:02:42.470
770,208,85819,12679,2018-09-16 21:55:31.610
770,122,63213,14493,2018-03-21 22:18:42.870
771,122,79282,11069,2018-05-13 07:03:13.530
771,40,19257,12104,2018-07-27 09:26:27.860
771,298,16687,13540,2018-07-02 08:22:28.450
771,208,101924,14469,2018-01-21 20:50:38.890
772,40,22482,11548,2018-05-27 02:05:51.890
772,410,8210,11573,2018-11-27 21:10:20.600
772,208,106819,12284,2018-12-15 06:29:19.150
772,122,84213,14128,2018-12-14 06:44:43.380
772,377,11870,14416,2018-08-08 22:28:34.390
773,122,102539,10192,2018-03-29 15:30:29.530
773,208,129819,14248,2018-03-17 13:22:04.240
773,298,21033,14280,2018-09-08 20:42:04.340
773,40,27589,14565,2018-05-06 16:06:21.650
774,209,1509,8030,2018-02-06 13:46:35.450
774,122,105213,10575,2018-01-14 10:20:55.110
774,386,64276,10854,2018-06-08 07:17:02.230
774,40,34887,10891,2018-10-13 02:46:58.160
774,356,2065,12870,2018-10-19 11:56:16.280
775,209,3818,7896,2018-01-13 13:09:23.860
775,40,43482,8285,2018-04-17 13:48:24.320
775,298,37687,12755,2018-09-28 13:52:49.660
775,122,126213,13006,2018-09-15 15:04:35.080
776,122,127213,10596,2018-08-30 03:53:40.080
776,298,42033,12637,2018-07-21 11:41:17.940
776,40,52161,13200,2018-04-27 00:02:51.570
776,325,126196,13748,2018-07-22 19:15:38.140
776,209,9450,13879,2018-10-21 19:53:30.070
777,122,128213,10113,2018-12-06 19:35:48.190
777,298,53644,11515,2018-07-13 19:16:40.860
777,209,10548,12983,2018-11-29 15:22:17.830
777,40,64482,14657,2018-09-15 16:24:53.560
778,40,76887,8319,2018-08-22 01:37:59.960
778,123,316,10687,2018-02-04 03:13:29.270
778,209,15202,13176,2018-03-10 21:19:49.120
778,298,63033,13922,2018-08-16 04:53:52.190
779,209,17339,7976,2018-07-07 06:29:35.680
779,40,85482,9204,2018-08-23 18:47:12.940
779,123,3583,9638,2018-02-26 03:56:28.670
779,371,108794,10816,2018-08-04 15:13:47.200
779,298,79687,10855,2018-10-11 05:05:11.900
780,209,22509,8785,2018-09-16 22:13:36.660
780,123,7982,10327,2018-03-22 12:27:39.930
780,40,103257,12074,2018-11-23 01:47:33.150
780,309,76865,13293,2018-11-03 02:35:57.010
780,298,84033,13670,2018-11-02 02:22:42.350
781,298,101867,9961,2018-03-28 00:55:15.150
781,123,10568,10138,2018-03-05 08:43:11.880
781,40,106482,12889,2018-06-02 17:57:16.360
781,416,78633,13896,2018-09-19 20:32:54.050
781,209,30450,14568,2018-10-15 05:16:02.400
782,40,129482,7561,2018-11-24 10:25:22.120
782,123,13576,7859,2018-01-11 11:26:09.970
782,209,36202,7898,2018-11-13 15:37:27.060
782,298,105033,9459,2018-03-11 03:23:25.360
782,207,42005,14112,2018-04-03 23:48:13.120
783,209,43509,10770,2018-01-09 14:08:13.960
783,123,18207,11638,2018-09-21 03:30:32.230
783,41,424,12360,2018-10-07 17:00:22.940
783,280,17360,14427,2018-07-07 18:37:53.450
784,41,4450,11756,2018-01-09 16:11:52.560
784,209,52548,12461,2018-09-29 16:27:27.100
784,123,21316,13340,2018-09-26 21:46:53.560
784,312,76713,14643,2018-06-05 04:07:45.310
785,123,28982,10804,2018-11-26 13:53:02.400
785,209,64509,11433,2018-11-16 13:15:52.890
785,41,7068,12438,2018-02-27 14:46:15.230
785,298,128033,12940,2018-06-01 21:56:04.530
