performRequestedBillingNumber,performRequestedLineNumber,performRequestedServiceNumber,performRequestedRoomServiceNumber
212,62952,10124,2
201,1529,10125,3
71,76935,10126,3
301,35123,10127,6
129,85667,10128,2
188,5006,10129,7
20,127181,10130,4
76,4729,10131,4
78,101841,10132,3
282,63125,10133,5
281,126131,10134,5
380,127280,10135,6
322,13893,10136,5
189,78370,10137,5
123,10568,10138,3
310,3072,10139,1
48,128978,10140,8
9,575,10141,2
401,42406,10142,4
6,105121,10143,1
206,82558,10144,5
132,22286,10145,1
99,87405,10146,3
407,52295,10147,3
187,128099,10148,7
106,126585,10149,2
178,23094,10150,6
317,13593,10151,8
343,101452,10152,5
240,84374,10153,4
338,77882,10154,6
296,10580,10155,6
50,958,10156,8
202,35353,10157,3
213,86717,10158,6
127,34993,10159,5
46,128502,10160,8
179,126204,10161,7
81,17877,10162,5
251,52059,10163,7
107,128112,10164,3
173,149,10165,6
143,105744,10166,7
373,28538,10167,5
35,21388,10168,6
95,15267,10169,1
180,126401,10170,5
171,127067,10171,4
179,52138,10172,1
89,102065,10173,5
32,34690,10174,6
73,41765,10175,5
79,43057,10176,1
227,54300,10177,5
30,17798,10178,5
420,77231,10179,1
122,11056,10180,5
418,77658,10181,8
70,84816,10182,3
184,106663,10183,1
297,35527,10184,5
339,102683,10185,1
228,43794,10186,1
267,35652,10187,4
158,35222,10188,1
300,42346,10189,6
288,35312,10190,5
267,104534,10191,8
122,102539,10192,4
190,52551,10193,4
334,17530,10194,8
55,28760,10195,6
326,34739,10196,1
322,34893,10197,7
180,42401,10198,1
273,14212,10199,4
269,10241,10200,8
13,126323,10201,3
274,18073,10202,1
183,493,10203,3
183,52323,10204,7
234,2394,10205,3
241,398,10206,3
42,28430,10207,7
182,3115,10208,1
39,101477,10209,7
228,54289,10210,7
150,28176,10211,7
29,45032,10212,5
154,106486,10213,3
303,10205,10214,4
345,2674,10215,7
34,21211,10216,6
260,773,10217,6
138,53132,10218,7
115,126854,10219,5
266,14862,10220,2
393,105843,10221,1
86,8157,10222,8
261,127632,10223,4
199,27646,10224,4
103,101581,10225,1
53,35709,10226,8
177,52445,10227,8
45,102268,10228,7
181,43064,10229,5
14,10851,10230,3
205,52630,10231,6
9,105575,10232,2
43,76462,10233,7
18,105506,10234,3
360,44129,10235,3
387,85434,10236,6
46,15550,10237,8
383,52700,10238,6
11,128929,10239,2
36,43292,10240,6
21,101766,10241,4
382,127038,10242,5
86,21422,10243,3
44,101436,10244,7
385,101919,10245,8
167,52620,10246,7
108,84641,10247,7
309,22708,10248,4
20,52094,10249,4
282,7754,10250,8
78,12064,10251,6
402,35264,10252,3
71,64116,10253,8
259,77466,10254,6
95,101148,10255,7
169,101521,10256,2
406,25456,10257,1
312,6707,10258,3
213,44717,10259,4
176,76880,10260,5
121,42317,10261,3
104,63782,10262,2
368,64142,10263,5
158,84247,10264,4
202,101379,10265,1
274,10,10266,1
98,4710,10267,8
304,42883,10268,5
159,63801,10269,1
16,63312,10270,3
153,35743,10271,1
185,20949,10272,1
156,18536,10273,3
233,44640,10274,3
113,43453,10275,2
312,66021,10276,1
169,36783,10277,4
360,54591,10278,7
308,451,10279,6
193,105297,10280,7
283,86679,10281,6
108,10501,10282,3
342,225,10283,8
387,13790,10284,4
333,127095,10285,4
289,43999,10286,4
6,126121,10287,1
4,108251,10288,1
188,52114,10289,5
32,10122,10290,5
31,14673,10291,5
354,626,10292,8
380,42280,10293,5
85,14028,10294,6
369,128240,10295,2
136,23811,10296,1
319,8450,10297,1
264,14410,10298,3
383,65995,10299,8
74,127598,10300,4
266,101522,10301,1
189,42359,10302,4
197,763,10303,1
136,86811,10304,8
418,4781,10305,2
387,43434,10306,8
187,42099,10307,2
381,1621,10308,7
135,416,10309,1
126,127079,10310,4
70,10003,10311,3
337,15352,10312,6
184,10468,10313,3
111,63252,10314,1
157,23151,10315,1
111,128252,10316,1
111,62936,10317,5
342,105225,10318,2
324,42811,10319,3
339,14006,10320,6
350,8443,10321,2
152,105603,10322,8
270,16361,10323,8
156,7951,10324,5
311,77258,10325,4
177,64184,10326,4
123,7982,10327,8
87,76648,10328,2
243,105219,10329,8
143,10307,10330,3
68,11246,10331,3
343,17452,10332,6
66,53479,10333,4
31,5934,10334,5
27,4315,10335,5
295,7395,10336,1
363,43554,10337,8
174,63761,10338,5
176,399,10339,8
227,43563,10340,4
408,109291,10341,4
323,21568,10342,7
144,576,10343,6
59,129580,10344,1
34,211,10345,6
21,17766,10346,4
267,84775,10347,3
25,129402,10348,4
237,84485,10349,6
352,5526,10350,5
136,44811,10351,1
272,28630,10352,6
146,52490,10353,7
283,107679,10354,2
41,101375,10355,7
235,103231,10356,5
130,28371,10357,5
98,101133,10358,1
139,77279,10359,7
69,42100,10360,3
271,63356,10361,1
77,43737,10362,2
37,126386,10363,6
309,10317,10364,6
93,127677,10365,2
174,42761,10366,5
79,125860,10367,4
386,85276,10368,1
131,20810,10369,2
110,106342,10370,7
157,130151,10371,6
72,53423,10372,2
23,64478,10373,4
125,21716,10374,6
184,64663,10375,5
126,125965,10376,6
278,5408,10377,3
151,77051,10378,7
232,7151,10379,5
119,62755,10380,7
102,42254,10381,1
92,53050,10382,5
144,32043,10383,1
302,84171,10384,7
334,55238,10385,6
34,128211,10386,6
153,52105,10387,6
324,10070,10388,2
20,41760,10389,4
186,43645,10390,5
197,102578,10391,6
253,22281,10392,2
368,10242,10393,1
46,127502,10394,8
385,127468,10395,3
403,28686,10396,1
134,6616,10397,5
221,101949,10398,1
192,101709,10399,7
45,10136,10400,7
166,128719,10401,5
402,42141,10402,2
29,66032,10403,5
297,21596,10404,3
107,14531,10405,3
266,21605,10406,6
86,78036,10407,2
93,15034,10408,7
200,8701,10409,8
308,14501,10410,7
97,129019,10411,3
413,52629,10412,6
211,13674,10413,1
320,42239,10414,6
159,7600,10415,4
22,63662,10416,4
190,27606,10417,1
308,35501,10418,1
367,28250,10419,1
252,34901,10420,5
94,63110,10421,1
172,106309,10422,3
259,84784,10423,2
134,21221,10424,6
376,7157,10425,3
348,106091,10426,2
127,10009,10427,3
78,3220,10428,1
153,2779,10429,7
261,632,10430,3
392,18810,10431,2
287,63096,10432,1
89,65055,10433,5
11,101679,10434,2
373,77206,10435,2
102,254,10436,1
104,101270,10437,6
141,27588,10438,2
234,101249,10439,8
108,20710,10440,5
219,18186,10441,1
256,201,10442,3
395,14329,10443,4
294,63751,10444,5
261,53005,10445,8
193,3357,10446,7
86,36036,10447,3
323,568,10448,3
127,128692,10449,5
279,101989,10450,5
106,79540,10451,4
179,128204,10452,4
310,44816,10453,4
231,84177,10454,2
28,20630,10455,5
221,2321,10456,7
115,20961,10457,2
121,84317,10458,1
152,36787,10459,6
46,78550,10460,8
229,7039,10461,8
164,105755,10462,7
284,126318,10463,7
336,2104,10464,5
97,7301,10465,3
151,51992,10466,1
36,9952,10467,6
115,42854,10468,4
67,126107,10469,5
308,7164,10470,6
222,50,10471,6
206,63300,10472,1
170,85394,10473,4
229,28039,10474,4
365,129045,10475,6
48,2959,10476,8
259,17558,10477,2
218,7404,10478,1
268,35157,10479,4
324,18445,10480,5
113,106453,10481,6
326,105084,10482,7
288,9885,10483,7
11,42929,10484,2
380,128280,10485,7
88,13569,10486,3
83,130989,10487,2
346,64351,10488,8
77,11836,10489,1
133,42202,10490,4
84,101892,10491,1
110,62728,10492,5
51,1807,10493,8
92,13695,10494,6
195,105055,10495,8
213,107717,10496,6
345,86674,10497,6
70,101391,10498,6
247,44611,10499,7
67,63107,10500,7
128,64207,10501,8
264,53471,10502,2
129,1667,10503,7
123,126316,10504,2
177,3000,10505,3
77,7615,10506,4
157,44151,10507,7
37,11242,10508,6
441,4090,10509,6
72,125724,10510,1
225,7044,10511,5
355,43006,10512,8
16,11957,10513,3
257,101395,10514,2
358,18162,10515,2
354,52860,10516,5
403,128680,10517,8
233,130640,10518,7
189,3053,10519,2
363,37173,10520,4
242,13250,10521,5
207,102870,10522,2
23,22478,10523,4
300,105346,10524,7
110,36203,10525,3
212,6792,10526,5
250,36098,10527,5
1,42836,10528,1
134,35072,10529,1
410,126434,10530,7
285,14023,10531,3
218,28404,10532,5
344,7213,10533,8
234,107394,10534,2
302,12871,10535,3
250,128292,10536,7
352,84659,10537,5
272,3849,10538,6
80,24566,10539,6
243,127219,10540,1
317,19796,10541,2
295,21092,10542,6
277,7588,10543,7
290,52669,10544,1
74,52405,10545,7
267,20534,10546,8
42,17326,10547,7
399,63999,10548,6
25,7243,10549,4
233,13678,10550,4
56,84449,10551,2
159,101366,10552,4
298,11644,10553,7
90,84271,10554,4
215,101285,10555,2
257,43335,10556,3
146,128984,10557,7
285,64923,10558,1
331,78812,10559,6
282,128125,10560,8
187,99,10561,2
127,76993,10562,6
305,105338,10563,3
313,63924,10564,3
374,22832,10565,5
162,35502,10566,1
408,25291,10567,7
318,129986,10568,4
183,127493,10569,7
240,10489,10570,6
144,79394,10571,5
80,87566,10572,8
170,34980,10573,5
196,127235,10574,8
122,105213,10575,7
258,42505,10576,2
233,10133,10577,8
287,10597,10578,6
88,105781,10579,6
1,84836,10580,1
96,21570,10581,6
406,77536,10582,1
286,12384,10583,5
172,103058,10584,7
175,101393,10585,1
196,102572,10586,3
178,14098,10587,7
96,63570,10588,1
125,716,10589,4
303,6892,10590,8
382,42038,10591,2
138,84276,10592,8
163,126288,10593,6
120,307,10594,2
298,28726,10595,3
122,127213,10596,1
123,84316,10597,3
381,76919,10598,6
192,22954,10599,2
146,34885,10600,5
7,85195,10601,2
305,42338,10602,1
80,45566,10603,1
50,126958,10604,8
302,128171,10605,5
232,10873,10606,4
325,128196,10607,7
201,101396,10608,5
336,53547,10609,8
206,84300,10610,3
237,76828,10611,7
68,76565,10612,1
259,52980,10613,6
82,17309,10614,2
141,44358,10615,1
238,106786,10616,2
358,78992,10617,5
373,129278,10618,3
305,35125,10619,2
233,107640,10620,7
231,21177,10621,8
119,11834,10622,3
42,15568,10623,7
326,3516,10624,7
362,28179,10625,6
38,7484,10626,6
219,128062,10627,4
328,13823,10628,6
221,35472,10629,5
143,63744,10630,7
138,6691,10631,2
42,494,10632,7
357,7574,10633,6
80,7040,10634,5
205,129573,10635,5
160,10162,10636,7
244,42552,10637,8
109,127527,10638,2
108,2877,10639,7
240,63374,10640,2
359,101960,10641,5
17,11818,10642,3
375,84419,10643,7
154,22486,10644,3
229,127405,10645,7
149,126116,10646,5
303,77924,10647,8
310,2816,10648,2
165,43955,10649,1
59,79563,10650,3
305,6658,10651,6
164,127755,10652,1
247,14634,10653,3
340,64445,10654,4
209,106509,10655,1
353,53930,10656,6
213,2717,10657,8
395,129844,10658,6
418,6847,10659,6
188,101210,10660,1
168,22757,10661,4
281,131,10662,1
26,101635,10663,5
395,85844,10664,4
296,85491,10665,1
137,129155,10666,7
187,52230,10667,7
321,84526,10668,5
386,3525,10669,1
49,17879,10670,8
74,17317,10671,6
33,13623,10672,6
292,84011,10673,3
217,128175,10674,2
215,15710,10675,1
369,9195,10676,6
187,101358,10677,2
333,102097,10678,8
321,526,10679,7
103,17581,10680,2
22,105662,10681,4
311,3828,10682,8
270,27808,10683,3
67,53335,10684,5
154,28114,10685,2
217,17264,10686,4
123,316,10687,4
292,14675,10688,4
31,125663,10689,5
254,43112,10690,5
13,21323,10691,2
179,127204,10692,1
75,127479,10693,3
310,14011,10694,2
402,77264,10695,5
443,101786,10696,3
325,6727,10697,7
132,106286,10698,1
337,8877,10699,4
74,21598,10700,4
329,101416,10701,5
343,3033,10702,3
84,105931,10703,7
93,29884,10704,2
333,21095,10705,8
295,128092,10706,1
165,62840,10707,8
65,21172,10708,1
268,20722,10709,1
147,128049,10710,8
361,15208,10711,4
114,76847,10712,8
158,19458,10713,5
184,129663,10714,7
119,76812,10715,4
293,3344,10716,2
396,43533,10717,8
185,101240,10718,8
66,64119,10719,6
36,13829,10720,6
124,78591,10721,5
338,2954,10722,6
63,84124,10723,1
385,7230,10724,3
263,27696,10725,8
56,127449,10726,6
118,36088,10727,5
100,10721,10728,5
342,42225,10729,6
175,22258,10730,4
197,52342,10731,3
382,126038,10732,3
49,63742,10733,8
97,37127,10734,5
72,76587,10735,2
4,87251,10736,1
236,15140,10737,6
311,35258,10738,7
212,27792,10739,1
190,84081,10740,6
73,7098,10741,2
332,128892,10742,2
293,105534,10743,7
68,18934,10744,2
73,63968,10745,4
270,23116,10746,1
67,127107,10747,3
303,52205,10748,8
346,34879,10749,2
223,4463,10750,1
29,108032,10751,5
43,43444,10752,7
142,52225,10753,2
91,106681,10754,2
111,8661,10755,7
18,41844,10756,3
205,43573,10757,1
1,101171,10758,1
114,102161,10759,3
26,4718,10760,4
206,127300,10761,5
109,13955,10762,6
352,128659,10763,5
2,14614,10764,1
360,2129,10765,2
172,22309,10766,3
224,126792,10767,5
174,16388,10768,1
32,52122,10769,6
209,43509,10770,1
108,63641,10771,6
93,128677,10772,6
24,2631,10773,4
140,23399,10774,7
253,1281,10775,3
185,150,10776,3
266,77862,10777,5
334,85060,10778,5
329,35118,10779,3
18,54684,10780,3
138,3327,10781,2
91,6730,10782,2
181,53484,10783,6
138,105276,10784,6
146,20904,10785,1
213,77440,10786,7
297,55654,10787,5
53,63442,10788,8
10,125811,10789,2
129,101822,10790,4
122,42213,10791,5
186,101656,10792,2
22,9869,10793,4
351,3602,10794,3
338,35882,10795,5
18,128506,10796,3
365,1045,10797,8
7,129195,10798,2
77,34537,10799,7
41,28068,10800,7
62,27781,10801,8
237,20517,10802,4
340,1445,10803,3
123,28982,10804,2
203,3019,10805,3
159,84801,10806,4
102,10678,10807,1
226,105119,10808,3
418,103578,10809,1
134,128221,10810,8
126,79,10811,7
318,85986,10812,6
56,42449,10813,6
113,54403,10814,3
327,85591,10815,5
371,108794,10816,5
239,27984,10817,3
152,28170,10818,2
103,368,10819,5
279,7570,10820,3
293,28759,10821,7
39,7448,10822,7
18,77260,10823,3
47,27960,10824,8
369,4624,10825,2
147,84049,10826,6
124,105400,10827,4
278,129876,10828,4
272,22211,10829,5
329,27639,10830,5
51,35351,10831,8
9,5494,10832,2
105,42139,10833,3
321,15153,10834,5
260,105773,10835,2
383,86995,10836,2
24,27443,10837,4
341,84265,10838,6
107,42112,10839,4
120,126307,10840,7
65,13479,10841,8
208,1819,10842,5
238,64786,10843,5
186,16242,10844,4
158,103458,10845,5
78,21162,10846,7
413,128890,10847,2
77,129737,10848,1
85,6490,10849,8
18,125844,10850,3
100,85141,10851,1
300,102739,10852,8
20,14253,10853,4
386,64276,10854,5
298,79687,10855,8
36,34829,10856,6
268,21616,10857,6
267,3724,10858,7
88,55146,10859,7
185,17240,10860,2
231,8201,10861,3
334,101530,10862,4
76,12147,10863,1
250,42292,10864,5
117,63393,10865,7
125,101812,10866,3
70,27791,10867,4
235,63438,10868,1
57,76737,10869,2
351,126661,10870,1
79,20860,10871,1
151,42178,10872,7
8,10004,10873,2
152,128603,10874,8
60,77597,10875,1
150,52659,10876,7
108,641,10877,4
108,127641,10878,8
157,3076,10879,2
248,77370,10880,5
314,16900,10881,2
43,34462,10882,7
320,126239,10883,2
397,13646,10884,5
94,105110,10885,7
322,129053,10886,4
357,21336,10887,2
154,129486,10888,5
207,10769,10889,7
388,126129,10890,3
40,34887,10891,7
210,43237,10892,6
157,56038,10893,4
13,39634,10894,2
126,101765,10895,7
254,1112,10896,8
187,126099,10897,3
31,102008,10898,5
350,43203,10899,1
149,116,10900,3
273,5007,10901,6
361,42122,10902,6
225,127392,10903,6
364,126658,10904,3
26,64962,10905,5
221,2896,10906,6
50,84958,10907,8
192,6897,10908,5
204,106449,10909,2
13,63323,10910,2
303,27892,10911,5
121,28072,10912,5
125,128716,10913,4
273,18619,10914,1
279,77367,10915,1
159,35909,10916,3
318,43986,10917,8
313,77688,10918,7
203,27859,10919,2
219,10430,10920,4
121,18239,10921,5
276,126656,10922,1
175,1258,10923,7
164,42755,10924,3
280,126666,10925,1
68,106778,10926,7
200,15628,10927,4
166,719,10928,4
139,7024,10929,7
59,17509,10930,8
28,37639,10931,5
5,125668,10932,1
76,125897,10933,3
143,101596,10934,6
2,128244,10935,1
270,103566,10936,7
30,36276,10937,5
24,17307,10938,4
112,63988,10939,8
234,27753,10940,4
285,22923,10941,6
273,25001,10942,2
86,102464,10943,4
242,21258,10944,7
206,6797,10945,7
115,21854,10946,6
354,28359,10947,8
16,27258,10948,3
231,42177,10949,2
294,751,10950,3
356,130065,10951,3
326,126084,10952,6
29,51972,10953,5
259,101558,10954,5
419,77020,10955,2
141,101743,10956,1
342,54142,10957,8
14,128879,10958,3
113,3970,10959,8
279,28570,10960,4
11,2944,10961,2
349,42986,10962,6
3,13626,10963,1
9,28793,10964,2
93,63677,10965,7
89,6714,10966,8
42,42494,10967,7
125,17812,10968,6
303,127971,10969,1
69,100,10970,6
339,29174,10971,7
284,318,10972,5
293,84534,10973,7
149,20712,10974,4
230,52537,10975,5
280,666,10976,7
100,17929,10977,3
100,43141,10978,7
21,21546,10979,4
352,127659,10980,5
315,20,10981,7
266,11555,10982,6
134,63221,10983,7
186,54636,10984,1
348,129091,10985,4
23,54830,10986,4
1,17171,10987,1
51,129807,10988,8
29,87032,10989,5
169,42531,10990,6
102,76752,10991,2
249,125912,10992,7
309,6905,10993,3
348,43091,10994,8
129,4819,10995,4
417,128737,10996,2
194,15138,10997,5
287,14010,10998,5
115,62961,10999,7
407,106133,11000,8
345,28181,11001,4
244,7357,11002,8
105,53210,11003,1
310,23816,11004,7
114,126959,11005,6
260,63773,11006,7
163,53515,11007,8
352,6922,11008,8
156,63164,11009,5
356,53103,11010,5
54,6315,11011,8
28,125630,11012,5
157,65151,11013,3
129,34535,11014,6
218,45827,11015,4
177,1184,11016,4
83,2769,11017,3
395,77329,11018,5
436,21748,11019,3
351,103411,11020,7
137,85155,11021,8
338,14882,11022,5
41,63424,11023,7
73,34530,11024,2
60,62773,11025,8
380,6632,11026,4
274,77252,11027,1
291,34952,11028,3
294,8071,11029,1
340,4371,11030,2
371,45794,11031,8
126,62965,11032,8
83,2989,11033,5
353,128209,11034,4
206,21300,11035,1
127,42692,11036,6
241,14151,11037,8
28,65230,11038,5
278,43876,11039,7
334,30333,11040,5
151,178,11041,6
245,28188,11042,2
429,21921,11043,1
354,84626,11044,7
84,126931,11045,2
174,79388,11046,4
266,605,11047,3
91,85681,11048,2
295,18794,11049,1
281,128131,11050,2
207,63005,11051,6
18,127506,11052,3
152,52210,11053,5
280,7274,11054,8
70,34939,11055,4
388,14540,11056,2
63,63124,11057,1
351,80273,11058,2
108,12150,11059,8
9,52554,11060,2
214,127946,11061,4
70,105816,11062,3
67,107,11063,7
78,41769,11064,5
239,64943,11065,5
339,126833,11066,6
143,35783,11067,2
114,21959,11068,5
122,79282,11069,5
397,105613,11070,1
329,10736,11071,7
164,35734,11072,7
61,51973,11073,4
283,2679,11074,3
210,18834,11075,5
274,35252,11076,5
191,84250,11077,2
230,683,11078,2
349,14358,11079,5
5,76724,11080,1
214,34639,11081,8
302,102816,11082,1
400,690,11083,4
17,126190,11084,3
364,78526,11085,4
62,34498,11086,1
370,1130,11087,6
207,127005,11088,5
121,77054,11089,2
90,20709,11090,1
144,42576,11091,3
197,35776,11092,1
291,63472,11093,5
79,129057,11094,7
27,101792,11095,5
367,106051,11096,3
107,77531,11097,7
416,105412,11098,3
276,42656,11099,3
360,86129,11100,3
180,20888,11101,1
388,63129,11102,3
22,76582,11103,4
202,11051,11104,2
254,85112,11105,5
391,6849,11106,1
337,10889,11107,1
48,14116,11108,8
270,6808,11109,6
11,76514,11110,2
115,2797,11111,3
121,102239,11112,4
340,104575,11113,7
162,4681,11114,1
291,52409,11115,7
163,3221,11116,6
120,17647,11117,7
246,13995,11118,6
268,84616,11119,2
353,21209,11120,1
254,28007,11121,3
290,878,11122,7
160,126381,11123,7
61,28387,11124,8
185,13635,11125,8
93,18288,11126,7
348,3145,11127,3
148,11140,11128,2
5,44186,11129,1
94,77183,11130,3
149,84116,11131,6
389,77852,11132,8
94,52696,11133,5
244,128552,11134,5
7,17602,11135,1
352,21659,11136,4
415,23416,11137,5
88,126781,11138,5
319,1425,11139,1
394,101406,11140,1
32,76690,11141,6
46,36550,11142,8
21,41867,11143,4
56,449,11144,6
345,7181,11145,7
114,125999,11146,5
258,28090,11147,5
397,63613,11148,1
385,3248,11149,8
22,127662,11150,4
186,129645,11151,8
155,1650,11152,7
387,8531,11153,8
324,102445,11154,3
101,84076,11155,6
210,6526,11156,2
133,126202,11157,1
276,656,11158,2
87,126065,11159,5
243,84219,11160,8
133,202,11161,7
316,52248,11162,8
48,63978,11163,8
200,102447,11164,3
255,102635,11165,7
185,76635,11166,4
75,42479,11167,5
23,129478,11168,4
246,778,11169,6
198,43851,11170,2
182,78765,11171,2
257,30125,11172,3
43,13462,11173,7
176,84399,11174,3
314,43065,11175,2
253,53009,11176,2
229,63405,11177,2
350,64203,11178,4
253,27484,11179,6
45,6650,11180,7
260,21773,11181,4
355,52340,11182,1
194,36138,11183,8
257,53419,11184,8
164,14734,11185,6
85,77028,11186,8
247,107611,11187,6
161,17291,11188,1
90,6561,11189,4
325,21196,11190,3
375,28578,11191,7
27,62891,11192,5
188,105031,11193,7
200,36628,11194,6
135,78634,11195,4
381,101422,11196,5
247,35634,11197,6
57,85492,11198,1
100,64141,11199,1
245,63241,11200,6
280,76712,11201,2
351,105661,11202,1
438,87515,11203,8
50,18435,11204,8
44,3181,11205,7
419,128339,11206,7
105,3429,11207,8
39,14980,11208,7
81,127378,11209,6
77,17531,11210,8
379,54387,11211,4
2,126244,11212,1
156,10660,11213,2
270,4507,11214,7
137,76947,11215,3
370,77891,11216,5
343,126348,11217,4
150,10659,11218,5
142,104367,11219,2
143,126744,11220,1
350,37426,11221,2
60,125773,11222,6
347,128426,11223,2
136,103317,11224,7
113,64453,11225,6
140,62869,11226,2
239,34791,11227,5
193,297,11228,5
347,127426,11229,6
185,34635,11230,2
273,102619,11231,8
393,17931,11232,6
265,35364,11233,2
143,127744,11234,4
251,63152,11235,3
248,43201,11236,5
11,126929,11237,2
355,17598,11238,1
429,127921,11239,1
374,85832,11240,7
262,126217,11241,7
139,28024,11242,6
363,129554,11243,1
375,101496,11244,8
129,43667,11245,6
14,41772,11246,3
239,129943,11247,8
398,127796,11248,5
265,63233,11249,5
335,480,11250,8
286,65045,11251,5
277,129627,11252,5
222,102333,11253,2
59,43580,11254,5
132,43286,11255,8
130,63684,11256,6
62,105675,11257,3
171,77846,11258,7
2,77614,11259,1
296,52580,11260,4
74,10405,11261,7
190,35394,11262,7
373,22278,11263,3
269,52241,11264,8
375,7578,11265,5
269,85098,11266,6
206,19558,11267,8
357,336,11268,1
128,7881,11269,6
100,15158,11270,5
286,2045,11271,5
24,21226,11272,4
132,6947,11273,8
216,77377,11274,5
1,27306,11275,1
61,7387,11276,7
320,128239,11277,4
49,14471,11278,8
214,27428,11279,6
379,28429,11280,4
97,10785,11281,1
57,52413,11282,7
76,42685,11283,8
315,105020,11284,5
426,35301,11285,1
56,102160,11286,4
142,77771,11287,4
300,84346,11288,3
135,17756,11289,3
151,3694,11290,2
131,62810,11291,8
282,127125,11292,2
311,103775,11293,1
224,20833,11294,4
131,13608,11295,8
269,129098,11296,5
297,28416,11297,1
37,101425,11298,6
197,42763,11299,4
175,106258,11300,8
199,64147,11301,5
326,76739,11302,6
311,127218,11303,8
55,22154,11304,7
376,11542,11305,6
70,17391,11306,3
213,35440,11307,3
94,101670,11308,5
269,35135,11309,1
363,53429,11310,8
404,557,11311,7
43,20856,11312,7
291,17411,11313,6
5,20668,11314,1
240,52489,11315,5
174,7329,11316,2
47,77322,11317,8
249,52173,11318,6
175,43258,11319,1
109,101683,11320,6
376,105562,11321,7
103,128368,11322,1
258,126505,11323,5
194,22249,11324,8
28,130230,11325,5
335,2957,11326,4
51,106807,11327,8
188,84031,11328,6
133,128202,11329,7
147,27868,11330,2
178,17437,11331,5
114,34847,11332,7
403,105680,11333,3
206,101472,11334,6
176,13880,11335,7
257,9125,11336,7
380,126280,11337,5
139,129294,11338,6
177,77237,11339,4
176,63399,11340,7
158,128247,11341,1
263,77235,11342,3
248,27502,11343,5
226,102018,11344,8
279,3767,11345,7
313,105924,11346,4
428,835,11347,6
133,127202,11348,3
33,7288,11349,6
157,14038,11350,5
210,13881,11351,4
170,8824,11352,7
14,20772,11353,3
122,37282,11354,2
89,38116,11355,1
212,17883,11356,5
223,28324,11357,5
48,6381,11358,8
133,4246,11359,7
187,35167,11360,2
39,2946,11361,6
229,55405,11362,4
152,4423,11363,3
58,128134,11364,3
81,35224,11365,4
186,12636,11366,3
24,128226,11367,4
12,21610,11368,2
78,63162,11369,2
146,76885,11370,8
254,14736,11371,6
155,43650,11372,3
310,7380,11373,8
195,128055,11374,5
295,28395,11375,4
425,15729,11376,8
355,22006,11377,5
64,126155,11378,2
90,127271,11379,4
229,84405,11380,1
52,13699,11381,8
289,129999,11382,4
61,981,11383,5
358,129546,11384,7
218,24827,11385,2
403,7686,11386,3
6,42121,11387,1
341,126265,11388,5
305,338,11389,1
189,127359,11390,6
359,22617,11391,1
72,17859,11392,2
115,101563,11393,1
245,126241,11394,8
140,3088,11395,4
10,27248,11396,2
235,19231,11397,8
52,76699,11398,7
310,52717,11399,4
217,42175,11400,6
202,43792,11401,4
393,42843,11402,1
341,28123,11403,8
255,53965,11404,8
430,3281,11405,4
76,27385,11406,6
433,78005,11407,4
68,13565,11408,2
15,107003,11409,3
109,105527,11410,4
226,29408,11411,1
345,130674,11412,8
323,128568,11413,4
246,29636,11414,4
83,17591,11415,3
16,53957,11416,3
256,7148,11417,2
364,15526,11418,2
155,6435,11419,3
17,41982,11420,3
3,86114,11421,1
302,127171,11422,7
284,101382,11423,8
94,21110,11424,3
124,15591,11425,2
182,27587,11426,1
345,52416,11427,1
149,11377,11428,1
3,27270,11429,1
231,126177,11430,1
323,10433,11431,5
372,3932,11432,4
209,64509,11433,4
78,54064,11434,3
436,63748,11435,6
245,17869,11436,8
277,43627,11437,2
217,10145,11438,2
296,129491,11439,1
304,35841,11440,5
212,101883,11441,4
179,14948,11442,2
255,14145,11443,4
339,127833,11444,3
99,45405,11445,6
235,105438,11446,5
308,52522,11447,3
47,129377,11448,8
232,52873,11449,3
417,6703,11450,3
14,62772,11451,3
252,65828,11452,5
191,14195,11453,2
35,54066,11454,6
317,42670,11455,1
342,63225,11456,1
149,2882,11457,7
270,65116,11458,6
146,10490,11459,4
283,101350,11460,5
265,28047,11461,3
305,10504,11462,3
54,105933,11463,3
262,103849,11464,6
55,16185,11465,2
288,2256,11466,5
110,22342,11467,5
78,162,11468,2
352,101730,11469,8
147,101392,11470,2
312,102970,11471,3
126,76809,11472,6
220,77240,11473,1
26,27763,11474,5
193,127297,11475,6
209,78202,11476,7
300,128346,11477,7
125,105716,11478,8
401,102768,11479,7
98,63227,11480,4
230,105683,11481,7
96,105570,11482,6
112,62825,11483,6
189,126359,11484,1
66,34489,11485,3
22,662,11486,4
14,105879,11487,3
130,14943,11488,7
195,21055,11489,5
335,54070,11490,3
37,17425,11491,6
176,7351,11492,7
188,17210,11493,4
18,6775,11494,3
119,126043,11495,7
260,34864,11496,8
224,52434,11497,1
300,126346,11498,8
358,1546,11499,6
21,20867,11500,4
422,101470,11501,6
112,105988,11502,5
258,128505,11503,8
308,128451,11504,2
399,127999,11505,6
274,105010,11506,6
306,52618,11507,5
370,10446,11508,5
73,20765,11509,2
311,21218,11510,8
127,21692,11511,1
306,22391,11512,1
131,125810,11513,3
109,126527,11514,7
298,53644,11515,3
135,10034,11516,5
321,52771,11517,3
7,6448,11518,1
190,81,11519,5
106,63585,11520,4
220,63070,11521,8
76,63685,11522,5
24,34459,11523,4
