actionFeedbackNumber,actionEmployeeNum,progressStartTime,progressFinishTime
3072,50,2017-04-30 07:49:18.890,2017-05-08 04:13:38.700
3073,21,2018-05-25 06:49:54.840,2018-06-07 20:10:59.220
3074,28,2017-12-17 22:00:32.380,
3075,33,2017-12-10 10:42:07.880,2017-12-27 17:37:06.860
3076,11,2018-05-10 15:31:30.170,2018-06-22 06:07:29.520
3077,14,2018-08-23 04:34:34.640,2018-10-06 05:43:58.550
3078,45,2019-12-11 16:48:06.040,2019-12-27 21:12:14.240
3079,1,2019-08-02 13:04:44.720,2019-08-05 10:45:25.450
3080,22,2019-02-25 20:44:57.940,2019-03-07 21:25:47.030
3081,46,2018-06-25 14:32:02.670,
3082,4,2018-06-02 23:07:16.250,2018-06-03 01:39:48.870
3083,35,2017-02-23 21:58:48.210,2017-03-29 18:33:21.640
3084,41,2017-08-13 03:21:00.670,2017-09-18 04:58:33.420
3085,15,2019-01-13 15:05:03.630,2019-01-18 11:20:59.400
3086,40,2018-11-24 21:51:34.260,2018-12-07 06:20:45.550
3087,23,2018-04-28 23:00:20.790,2018-06-11 15:32:44.360
3088,6,2018-04-01 15:29:46.680,
3089,47,2017-07-24 20:37:38.970,2017-08-16 14:41:13.640
3090,24,2018-05-07 19:27:43.380,
3091,4,2019-07-23 21:22:27.280,2019-08-14 01:59:41.190
3092,4,2018-08-27 18:16:44.520,
3093,34,2017-08-17 17:19:36.510,
3094,9,2018-07-23 00:16:48.330,
3095,10,2017-10-28 17:43:18.130,2017-12-13 05:54:16.450
3096,43,2017-05-14 12:33:20.140,2017-05-17 02:08:46.020
3097,23,2018-06-11 09:13:54.440,2018-06-16 12:47:32.770
3098,15,2017-04-10 12:47:36.390,2017-04-13 19:29:16.980
3099,12,2018-05-24 07:40:44.930,2018-05-25 04:47:57.580
3100,6,2017-02-02 00:39:01.320,
3101,24,2019-06-07 13:14:49.380,2019-06-26 17:45:21.010
3102,7,2019-08-27 22:37:12.370,2019-10-07 11:57:36.510
3103,24,,
3104,17,2018-12-31 09:44:30.920,
3105,3,2018-01-17 21:02:18.110,2018-02-27 03:15:29.640
3106,22,2018-07-26 00:34:50.470,
3107,5,2018-09-17 13:36:33.330,2018-10-21 20:54:53.910
3108,31,2018-07-10 00:30:08.870,2018-08-25 12:21:29.960
3109,37,2018-08-13 00:03:31.430,2018-08-25 14:03:37.560
3110,44,2017-09-14 19:52:35.840,2017-10-13 13:48:18.770
3111,45,2019-08-23 20:31:17.070,
3112,20,2017-03-05 04:58:01.970,2017-03-21 07:22:29.820
3113,36,2018-06-28 13:05:38.270,2018-07-05 17:54:20.530
3114,1,2017-10-28 07:10:50.430,2017-11-04 01:40:34.490
3115,10,2019-06-09 03:36:04.010,2019-07-06 10:15:07.630
3116,14,2017-04-25 03:24:23.120,2017-05-09 08:46:23.500
3117,36,2019-12-04 16:38:01.400,2019-12-31 02:11:39.050
3119,46,2018-11-24 12:33:53.310,2018-12-21 06:56:29.390
3120,29,2017-09-03 16:48:46.790,2017-09-17 08:56:10.030
3121,36,2019-06-10 00:42:47.980,2019-07-26 12:44:04.200
3122,18,2017-05-30 01:32:41.460,2017-06-13 13:07:46.870
3123,28,2019-11-14 07:53:26.540,2019-12-02 03:22:24.690
3124,2,2017-02-04 18:47:25.980,2017-02-16 15:46:45.870
3125,28,2018-11-17 23:23:15.300,2018-11-29 19:44:52.890
3126,38,2017-09-03 18:52:43.990,2017-09-03 23:11:31.720
3127,17,2017-10-11 02:54:00.300,2017-10-20 23:06:45.970
3128,13,2018-06-04 11:55:05.280,2018-06-21 17:07:31.640
3129,18,2018-09-23 04:41:35.610,2018-10-08 20:47:29.580
3130,40,2019-06-04 07:37:40.020,2019-06-15 01:46:46.570
3131,39,2017-12-26 08:10:00.410,2018-01-10 06:11:02.310
3132,50,2018-07-01 00:04:41.330,2018-07-12 14:04:20.360
3133,34,2017-05-26 14:20:42.710,
3134,45,2018-05-17 21:40:39.100,2018-05-30 09:30:16.990
3135,49,2017-10-09 06:47:22.910,2017-10-26 01:24:55.710
3136,39,2019-04-01 01:44:45.750,2019-04-24 07:37:01.790
3137,30,2019-02-01 13:00:19.770,2019-03-12 11:45:39.190
3138,19,2018-02-13 22:12:40.940,
3139,38,2019-08-31 06:57:39.870,2019-10-09 09:38:37.900
3140,43,2017-10-18 11:03:17.630,2017-11-12 03:17:40.780
3141,35,2017-10-26 11:20:54.920,2017-11-20 17:12:04.400
3142,42,2018-04-04 19:05:46.790,2018-04-18 04:41:58.350
3143,19,2019-03-21 06:34:13.270,2019-04-07 08:04:01.740
3144,4,2018-04-08 12:42:49.150,2018-04-13 21:09:50.610
3145,30,2019-07-26 15:01:42.550,2019-08-23 19:26:41.120
3146,35,2019-03-18 14:45:27.750,2019-04-15 08:09:30.920
3147,19,2018-10-19 17:35:14.990,2018-11-03 06:13:58.010
3148,34,2017-04-30 04:26:39.380,2017-06-08 12:11:09.040
3149,50,2017-02-17 21:26:27.740,2017-02-27 00:39:24.000
3150,46,2019-05-22 03:01:15.610,
3151,8,2017-01-31 14:34:29.660,2017-03-14 20:04:56.000
3152,38,2019-09-06 14:23:44.630,2019-09-28 13:37:24.940
3153,19,2018-07-19 02:53:28.220,
3154,33,2018-04-22 16:48:23.640,2018-06-10 06:53:11.730
3155,20,2018-09-27 02:03:08.010,2018-09-29 15:19:02.300
3156,6,2018-06-24 04:40:35.550,2018-07-28 13:13:28.880
3157,29,2018-02-09 23:53:44.640,2018-03-14 06:30:59.830
3158,19,2017-02-20 16:32:05.200,2017-02-23 21:33:26.100
3159,40,2019-04-24 19:11:07.030,
3160,16,2019-05-16 02:06:41.910,2019-06-25 05:33:46.460
3161,6,2018-03-11 19:24:28.360,2018-03-12 21:06:19.760
3162,43,2019-01-18 20:12:31.050,2019-02-21 15:50:21.510
3163,13,2019-03-27 05:07:57.650,2019-05-11 01:26:33.590
3164,47,2019-10-14 23:18:23.220,2019-11-11 14:44:55.690
3165,6,2018-11-08 18:32:10.520,2018-11-14 23:19:26.040
3166,45,2019-09-29 05:59:12.250,
3167,36,2018-12-30 01:49:44.000,2019-01-27 10:09:50.790
3168,42,2017-03-08 18:53:47.610,
3169,2,2017-01-17 16:37:36.090,2017-01-24 16:41:43.210
3170,22,2017-11-03 04:49:43.160,2017-12-07 05:38:50.830
3171,34,2017-10-04 03:27:26.320,2017-10-25 23:11:41.260
3172,18,2018-07-04 16:23:42.280,2018-07-09 00:51:58.000
3173,47,2019-06-24 19:05:52.560,2019-06-29 06:38:17.530
3174,4,2019-10-11 05:38:38.720,2019-11-14 17:26:42.200
3175,44,2017-05-23 08:28:47.190,
3176,45,2017-02-10 19:33:01.270,
3177,49,2019-08-04 17:19:52.570,2019-08-13 03:45:04.300
3178,25,2018-08-19 22:12:44.040,
3179,26,2017-06-08 17:51:09.140,2017-07-17 18:22:27.430
3181,20,2019-01-11 20:04:03.450,2019-01-16 15:19:39.310
3182,33,2017-09-12 05:56:15.450,2017-10-01 18:03:22.700
3183,13,2019-04-07 08:22:52.230,2019-04-29 22:03:43.580
3184,22,2018-05-04 07:51:35.170,
3185,32,2019-03-18 18:21:15.530,2019-04-05 19:04:08.700
3186,1,2017-07-31 17:37:57.070,2017-09-01 01:34:55.610
3187,31,2019-03-19 19:43:19.770,2019-05-04 07:01:59.840
3188,1,2019-05-07 14:37:59.660,2019-06-11 13:17:16.680
3189,25,2017-01-26 06:34:12.760,2017-02-28 12:09:10.280
3190,44,2018-06-19 23:11:19.030,2018-06-20 01:43:06.190
3191,10,2018-10-12 14:11:56.310,2018-11-22 17:35:41.100
3192,12,2019-09-15 11:14:15.660,2019-10-14 22:25:51.810
3193,29,2017-07-14 21:04:23.400,2017-07-25 20:35:35.010
3194,23,2017-02-14 02:46:00.290,2017-02-18 12:30:57.620
3195,38,2017-04-07 12:45:06.960,2017-04-26 12:01:35.190
3196,43,2019-08-29 06:37:46.740,2019-09-04 20:25:00.220
3197,30,2017-10-30 15:24:48.790,
3198,23,2018-05-31 20:30:48.010,2018-06-17 05:13:33.570
3199,48,2017-09-03 17:10:18.560,2017-09-22 02:06:20.810
3200,35,2019-06-02 12:25:40.870,2019-06-19 13:00:16.890
3201,49,2019-10-29 21:02:53.260,2019-11-13 04:47:04.630
3202,28,2019-06-28 11:30:40.190,2019-07-01 10:02:03.250
3203,32,2017-07-30 16:31:55.950,2017-09-01 16:42:19.020
3204,29,2019-04-24 02:43:37.300,
3205,13,2018-07-14 16:31:48.380,2018-07-15 07:17:23.090
3206,41,2019-05-29 16:32:53.850,
3207,42,2017-03-09 06:42:13.630,2017-03-26 23:22:01.180
3208,16,2017-12-27 06:57:32.680,2018-01-19 01:47:28.570
3209,40,2018-10-15 10:55:38.390,2018-10-28 18:30:30.440
3210,26,2018-01-18 11:30:06.480,
3211,7,2018-07-02 16:54:55.740,2018-07-15 17:53:41.950
3212,5,2018-02-07 23:29:02.180,2018-03-29 19:06:36.710
3213,43,2017-02-22 17:14:00.000,2017-03-11 11:47:05.280
3214,47,2019-03-05 04:40:54.930,2019-03-23 13:35:04.950
3215,46,2017-03-26 02:06:39.730,2017-04-22 12:10:38.360
3216,23,2017-03-28 00:39:34.750,2017-04-14 04:53:25.700
3217,31,2018-01-24 11:57:55.040,2018-02-09 00:23:42.900
3218,41,2019-01-16 14:53:13.270,
3219,15,2019-06-19 21:43:09.560,2019-07-31 21:52:09.710
3220,6,2019-08-02 20:43:37.920,2019-08-29 18:34:42.610
3221,14,2018-07-20 15:13:05.990,2018-08-21 00:32:02.550
3222,35,2018-12-04 09:04:33.390,2019-01-01 01:42:50.220
3223,17,2017-06-20 04:25:59.320,2017-07-19 12:40:06.480
3224,9,2018-08-08 08:13:00.610,2018-09-26 20:00:23.300
3225,12,2018-03-07 06:49:44.680,2018-03-08 03:18:47.900
3226,23,2017-05-18 20:36:56.480,2017-07-06 01:52:08.900
3227,39,2017-12-17 09:22:34.490,2017-12-28 18:31:31.740
3228,25,2017-11-27 06:48:17.170,2017-12-01 08:35:56.150
3229,17,2019-11-22 17:47:29.090,2019-12-27 09:23:29.910
3230,2,2017-12-25 23:07:30.390,2017-12-26 16:55:25.850
3231,15,2019-07-09 22:56:28.950,
3232,27,2018-02-11 17:12:08.860,2018-03-18 06:03:34.540
3233,28,2017-09-02 17:30:07.410,2017-10-06 09:15:44.850
3234,42,2018-08-29 19:43:48.490,2018-10-13 02:44:12.060
3235,45,2017-06-28 12:40:26.200,2017-07-18 23:24:44.600
3236,43,2017-01-20 13:36:46.720,2017-02-11 23:50:25.680
3237,1,2019-04-27 15:59:57.880,2019-05-14 12:05:40.850
3238,35,2017-03-19 13:27:44.500,2017-04-27 08:45:38.110
3239,10,2019-05-16 12:26:05.630,
3240,42,2018-05-16 04:47:48.890,2018-06-29 06:20:10.530
3241,10,2019-05-19 23:48:51.060,
3242,16,2019-06-18 09:30:40.740,2019-07-23 18:33:31.100
3243,12,2018-01-23 07:34:43.960,
3244,49,2017-01-21 23:22:05.880,2017-03-05 13:18:01.000
3245,37,2018-07-24 06:08:22.070,2018-07-31 18:25:41.780
3246,6,2017-03-25 12:41:44.670,2017-04-26 02:53:04.690
3247,19,2018-09-26 01:26:26.630,2018-11-05 09:36:08.200
3248,33,2018-01-03 15:03:39.860,2018-02-02 15:21:16.200
3249,27,2018-02-14 02:39:04.350,
3250,15,2018-12-03 06:29:18.320,
3251,12,2018-08-09 05:09:49.030,
3252,39,2019-05-31 13:41:18.050,
3253,8,2018-02-25 21:37:26.000,2018-04-08 22:21:30.140
3254,43,2018-07-30 05:42:56.930,2018-08-08 12:27:38.160
3255,21,2018-10-17 14:51:20.540,2018-10-28 07:37:45.940
3256,15,2019-05-12 19:00:21.640,2019-06-24 15:41:15.770
3257,11,2019-06-06 10:59:45.390,
3258,24,2017-06-16 21:07:15.920,
3259,17,2019-07-09 08:06:14.460,
3260,40,2018-03-02 17:45:43.660,
3261,3,2018-09-11 07:51:35.330,2018-09-19 07:27:00.250
3262,17,2019-06-06 18:25:10.490,2019-06-11 22:23:06.110
3263,49,2018-10-20 01:36:51.180,2018-11-05 06:30:59.320
3264,39,2019-11-09 13:18:55.480,2019-12-05 10:04:48.320
3265,12,2017-06-07 15:35:57.660,2017-06-20 22:06:10.710
3266,31,2019-07-30 11:50:27.680,2019-08-29 12:45:38.290
3267,27,2018-05-04 14:11:16.380,2018-06-12 20:58:50.920
3268,1,2018-12-30 19:23:25.460,
3269,3,2018-07-18 02:10:53.770,2018-09-04 07:52:45.120
3270,4,2019-08-13 16:06:48.250,2019-08-29 20:58:54.040
3271,22,2017-04-23 16:44:13.780,2017-05-06 06:16:21.320
3272,46,2018-07-18 06:52:18.720,2018-08-31 11:22:07.560
3273,31,2017-03-10 23:36:15.840,
3274,24,2018-12-03 05:37:36.990,
3275,47,2018-05-02 23:35:12.880,2018-06-18 02:16:51.470
3276,48,2019-06-10 03:07:07.540,2019-06-11 06:50:44.420
3277,24,2019-07-26 21:55:41.150,
3278,18,2018-08-26 12:58:02.130,2018-08-28 09:32:04.110
3279,22,2019-09-19 00:38:53.460,2019-10-01 03:28:35.710
3280,7,2018-08-08 07:19:09.390,
3281,4,2019-10-28 21:01:21.260,
3282,7,2017-08-15 10:41:41.910,
3283,48,2019-06-24 04:31:40.460,2019-07-18 21:44:50.950
3284,2,2017-06-08 12:32:25.690,2017-07-18 14:17:55.790
3285,40,2018-05-05 10:12:12.430,2018-06-04 20:49:22.630
3286,27,2017-04-03 08:09:19.170,2017-05-22 06:30:35.700
3287,19,2019-07-04 18:40:24.570,
3288,36,2017-08-16 20:33:58.840,2017-09-12 20:37:13.610
3289,22,2018-07-17 16:52:45.080,2018-07-28 05:09:50.100
3290,30,2018-08-16 02:10:49.150,2018-08-22 01:09:25.640
3291,32,2017-09-06 07:13:42.550,
3292,28,2018-02-15 08:01:57.530,2018-03-23 19:33:24.920
3293,19,2017-01-16 20:52:17.940,2017-03-02 19:13:42.900
3294,20,2018-04-17 06:05:13.600,2018-05-04 10:22:28.270
3295,39,2018-12-17 02:42:26.380,2019-01-30 05:34:26.990
3296,43,2018-04-15 09:49:27.900,
3297,17,2019-02-06 19:30:25.340,2019-03-26 21:37:55.440
3298,1,2018-09-17 10:45:40.930,2018-10-20 00:30:13.530
3299,38,2018-12-16 16:38:54.950,
3300,7,2017-10-10 17:13:17.310,2017-11-03 03:44:50.810
3301,29,2019-11-21 17:14:58.550,2020-01-02 13:48:35.590
3302,18,2018-02-01 15:10:29.660,
3303,30,2018-01-18 08:19:34.500,2018-02-27 21:38:39.020
3304,23,2018-05-18 22:12:45.710,
3305,43,2018-07-06 10:13:05.940,
3306,17,2019-11-29 21:00:42.370,2020-01-17 18:13:31.920
3307,8,2017-07-25 16:06:38.410,2017-08-22 08:42:41.750
3308,35,2018-04-07 17:56:18.150,
3309,46,2017-04-01 03:58:45.420,
3310,23,2017-12-07 03:28:56.940,2017-12-25 15:53:27.630
3311,42,2017-07-27 20:29:33.100,2017-08-14 07:17:58.720
3312,43,2019-09-23 14:46:52.330,2019-09-28 13:50:24.580
3313,2,2018-02-28 10:34:39.120,2018-04-17 23:08:22.650
3314,10,2018-10-25 12:01:31.550,2018-10-31 16:35:12.830
3315,37,2018-03-11 13:13:10.490,
3316,47,2018-02-21 17:26:15.860,2018-04-04 20:05:23.580
3317,20,2018-08-10 16:27:25.270,
3318,48,2018-05-31 20:58:19.440,2018-07-10 22:36:58.960
3319,49,2017-10-21 22:20:35.350,2017-11-11 14:25:56.470
3320,35,2019-01-12 04:57:54.840,2019-02-22 04:31:06.570
3321,12,2019-03-09 07:30:39.130,2019-03-30 03:38:23.640
3322,42,2019-07-12 00:58:52.690,2019-08-08 13:33:44.240
3323,30,2017-10-15 14:37:51.660,
3324,23,2019-11-15 08:06:42.010,2019-11-25 23:14:07.640
3325,22,2017-06-16 19:56:33.400,
3326,45,2017-04-04 19:51:54.980,2017-05-11 06:05:46.800
3327,28,2019-11-09 05:27:51.700,2019-12-01 10:34:55.480
3328,12,2017-12-02 18:01:45.280,
3329,36,2018-07-02 13:47:19.310,2018-07-11 01:42:44.830
3330,4,2019-02-11 17:18:05.630,2019-02-17 17:23:44.700
3331,32,2019-08-29 19:21:27.020,2019-09-14 10:14:01.260
3332,50,2019-05-13 18:12:52.540,
3333,31,2018-07-28 07:21:03.920,2018-09-07 12:19:12.390
3334,16,2018-07-04 23:39:59.080,2018-08-03 01:45:32.060
3335,29,2019-02-16 15:27:32.400,2019-02-24 10:53:26.630
3336,36,2019-01-19 22:29:13.580,2019-01-22 17:49:21.600
3337,27,2017-04-14 06:16:17.250,2017-05-11 13:48:55.470
3338,25,2018-12-18 02:41:58.980,
3339,10,2018-03-01 17:13:20.990,
3340,24,2018-09-27 14:32:32.410,2018-09-30 13:32:46.210
3341,19,2018-07-28 10:16:20.520,
3342,35,2018-03-31 08:45:37.620,2018-05-02 06:20:58.220
3343,40,2019-02-12 11:27:57.500,2019-03-28 18:11:57.730
3344,49,2017-02-23 11:26:23.340,2017-03-10 09:51:37.920
3345,39,2018-04-23 09:09:52.600,2018-05-16 01:19:04.600
3346,40,2019-10-04 03:06:01.460,2019-11-15 06:09:36.520
3347,26,2017-08-01 03:58:51.840,2017-08-25 12:23:23.240
3348,10,2019-09-17 00:02:27.000,2019-09-22 12:35:02.280
3349,34,2019-07-12 03:15:38.340,2019-07-13 01:02:24.030
3350,43,2018-12-06 05:18:14.810,2018-12-15 22:34:16.460
3351,24,2019-05-29 13:58:06.030,2019-07-02 13:43:38.580
3352,20,2017-05-02 21:45:28.450,2017-06-01 11:57:17.710
3353,25,2017-05-20 10:50:47.220,
3354,3,2018-11-21 20:06:00.860,2018-11-27 03:57:38.310
3355,46,2017-08-10 05:35:13.340,
3356,38,2017-02-21 11:18:47.550,2017-04-08 15:55:53.970
3357,39,2017-06-09 08:48:10.910,2017-07-04 06:46:54.230
3358,8,2018-01-24 18:48:34.540,
3359,2,,
3360,48,2017-01-25 19:40:25.060,
3361,39,2018-10-27 22:14:53.280,2018-11-15 13:47:52.270
3362,47,2017-03-02 22:41:39.150,2017-03-28 19:14:32.120
3363,49,2017-03-10 04:50:00.510,2017-03-10 20:58:19.450
3364,43,2017-02-03 02:26:19.920,2017-03-24 18:10:49.640
3365,42,2017-05-29 19:13:14.080,2017-07-09 20:47:29.130
3366,42,2018-11-22 06:33:38.540,2018-12-06 00:22:27.420
3367,12,2017-05-08 13:03:45.920,2017-05-09 06:44:14.050
3368,37,2019-07-12 03:20:29.000,
3369,32,2019-10-27 03:29:47.660,2019-11-09 16:25:25.720
3370,2,2019-03-10 03:13:15.990,2019-03-25 23:28:36.650
3371,20,2017-12-16 21:42:47.230,2018-01-22 20:13:17.210
3372,45,2018-01-28 22:04:21.910,2018-02-12 01:54:14.770
3373,2,2019-01-10 04:23:32.120,2019-02-25 20:15:12.890
3374,26,2019-07-10 13:21:52.480,2019-08-01 23:44:45.010
3375,17,2019-01-07 15:57:12.280,2019-02-16 09:20:08.080
3376,27,,
3377,3,2019-04-06 02:01:16.140,2019-05-09 18:37:39.710
3378,32,2018-12-29 23:59:36.050,2019-01-30 18:14:49.040
3379,35,2019-02-09 12:45:03.270,2019-02-21 18:45:13.990
3380,33,2017-06-22 17:56:09.170,2017-07-05 09:44:35.580
3381,19,2018-11-20 08:06:43.680,2018-12-08 00:01:41.090
3382,19,2018-12-09 14:07:59.570,2018-12-30 19:16:56.840
3383,28,2017-05-15 22:43:40.540,
3384,43,2018-08-08 16:49:20.310,
3385,31,2019-05-22 10:30:19.780,2019-07-05 03:10:00.480
3386,12,2019-02-10 16:27:27.340,2019-02-24 17:03:39.820
3387,25,2018-03-23 20:51:17.100,
3388,28,2019-01-27 21:08:30.190,
3389,21,2018-11-21 21:33:51.990,
3390,41,2017-01-22 19:47:26.940,2017-02-06 06:35:02.940
3391,48,2018-03-06 19:38:36.550,2018-03-18 09:32:03.770
3392,20,2018-05-15 15:15:53.110,2018-05-25 09:28:35.120
3393,24,2019-06-26 14:49:46.820,2019-07-07 07:20:57.510
3394,12,2017-09-20 05:10:08.250,2017-10-22 20:04:11.530
3395,35,2018-10-06 00:32:01.770,2018-11-18 12:05:11.650
3396,23,2019-10-21 23:34:29.750,2019-11-13 00:52:37.880
3397,36,2019-11-05 13:46:16.010,2019-11-15 21:05:00.320
3398,48,2019-06-16 18:21:04.560,
3399,7,2017-08-05 22:04:36.100,2017-08-08 11:40:45.060
3400,47,2018-10-07 02:01:18.870,2018-10-23 19:39:35.350
3401,28,2019-07-01 12:16:21.770,2019-07-15 10:14:06.660
3402,40,2019-10-13 00:18:32.010,2019-10-26 13:37:35.710
3403,28,2019-11-11 01:27:50.160,2019-12-06 05:01:17.290
3404,33,2017-10-27 07:19:32.000,2017-11-15 14:49:22.570
3405,23,2017-09-11 22:32:43.670,2017-10-05 11:13:37.400
3406,30,2018-11-10 01:35:49.430,2018-11-22 12:21:51.120
3407,33,2018-10-16 12:12:26.830,2018-11-24 12:44:21.560
3408,50,2018-09-22 10:07:56.340,2018-09-26 17:23:20.800
3409,37,2019-07-23 14:52:49.360,2019-08-23 06:10:00.710
3410,20,2017-06-14 14:03:06.590,2017-07-17 16:27:47.220
3411,36,2018-03-03 03:26:59.160,2018-04-10 13:33:51.550
3412,7,2018-05-13 09:33:13.020,
3413,23,2019-07-06 02:27:07.890,2019-08-13 11:21:50.410
3414,19,2018-02-03 22:07:59.040,2018-02-23 10:24:27.430
3415,29,2017-09-27 01:29:27.730,2017-10-17 15:58:46.910
3416,21,2019-07-17 23:09:34.800,
3417,19,2017-05-25 08:59:38.100,2017-06-27 20:40:42.160
3418,7,2018-05-02 21:27:24.920,2018-05-19 00:31:50.070
3419,12,2019-06-20 11:30:56.860,2019-07-31 22:26:09.680
3420,31,2017-12-03 12:40:04.080,
3421,17,2017-11-18 01:34:12.130,2017-12-19 06:06:04.000
3422,35,2017-05-17 19:55:51.930,2017-06-19 05:06:11.720
3423,16,2018-03-16 14:42:51.460,2018-03-17 10:23:22.740
3424,41,2019-10-04 23:00:31.600,2019-10-09 16:44:21.260
3425,4,2018-06-19 18:08:58.790,2018-07-28 23:30:48.250
3426,1,2018-01-31 05:12:46.740,2018-02-17 02:33:06.070
3427,21,2019-03-19 12:08:07.050,2019-04-02 23:08:57.370
3428,27,2017-11-10 19:21:13.130,2017-12-09 20:00:09.910
3429,42,2017-04-23 23:07:26.420,2017-05-13 13:22:53.430
3430,45,2019-08-27 06:12:39.470,2019-09-09 13:09:55.130
3431,41,2018-07-12 16:17:20.560,
3432,6,2019-06-27 22:05:41.370,2019-07-04 15:15:55.180
3433,25,2018-11-19 20:42:59.710,2018-11-28 21:24:44.350
3434,38,2019-08-18 13:18:05.940,2019-09-28 16:43:24.120
3435,5,2018-06-08 02:19:28.260,2018-06-23 11:01:01.880
3436,30,2017-02-24 15:02:46.680,2017-03-14 09:52:10.940
3437,41,2019-11-09 17:58:12.760,2019-12-08 16:15:55.330
3438,46,2018-12-17 01:03:03.040,2019-01-08 04:09:21.280
3439,21,2017-07-28 19:39:30.000,
3440,2,2019-01-13 23:42:24.190,
3441,30,2019-08-04 07:56:27.470,2019-09-17 11:01:02.380
3442,26,2019-08-24 18:03:28.580,2019-09-08 21:27:26.610
3443,42,2018-06-05 22:29:20.280,2018-06-09 19:28:49.620
3444,1,2018-09-30 01:50:23.220,2018-10-06 04:34:14.780
3445,6,2017-11-08 16:26:46.260,2017-11-28 02:42:37.840
3446,41,2019-08-03 16:24:26.050,2019-09-18 14:51:55.050
3447,47,2018-08-03 15:33:01.100,
3448,5,2017-03-14 20:14:21.050,2017-03-29 18:48:59.380
3449,33,2019-10-28 14:45:13.110,2019-10-31 00:20:51.320
3450,14,2019-09-07 14:40:19.760,2019-09-28 14:11:55.890
3451,4,2017-06-25 08:35:24.680,
3452,30,2017-07-12 22:51:04.690,2017-07-30 09:50:46.450
3453,36,2018-01-20 17:08:32.990,2018-03-01 09:54:26.350
3454,27,2018-02-28 22:56:02.620,2018-04-15 22:06:16.730
3455,30,2017-04-22 07:34:05.320,2017-06-02 10:19:56.880
3456,44,2017-02-18 00:36:17.880,2017-02-27 04:44:08.240
3457,24,2019-05-26 02:28:46.250,2019-06-18 04:36:00.750
3458,38,2018-10-29 05:43:14.460,2018-12-15 04:46:31.490
3459,29,2017-04-20 02:21:20.650,2017-06-06 22:54:11.290
3460,22,2019-06-17 03:56:26.700,2019-07-27 17:37:03.980
3461,9,2018-03-15 11:15:21.270,2018-04-27 09:32:16.530
3462,7,2017-10-06 17:16:41.580,2017-10-08 09:28:43.350
3463,9,2018-01-16 14:00:34.020,2018-03-01 06:37:07.460
3464,42,2019-12-03 21:32:39.600,2019-12-13 12:14:20.500
3465,30,2019-09-22 16:33:44.820,2019-10-22 11:21:48.390
3466,30,2018-10-16 18:32:26.160,2018-10-20 04:35:28.720
3467,33,2019-10-16 06:29:17.080,2019-11-07 23:32:00.060
3468,35,2019-02-03 17:01:46.290,2019-02-25 06:43:16.420
3469,14,2017-02-03 18:03:54.830,2017-03-12 15:52:12.480
3470,50,2017-04-15 10:19:49.410,2017-05-13 11:05:02.900
3471,31,2018-12-18 11:47:58.250,2019-01-23 16:45:47.810
3472,23,2017-12-11 01:20:56.670,2018-01-26 22:45:38.020
3473,37,2019-03-27 03:58:21.420,
3474,10,2019-10-29 15:11:11.110,2019-11-07 19:45:29.700
3476,42,2017-02-13 19:12:32.960,
3477,43,2017-02-19 03:52:57.450,2017-03-11 10:53:55.560
3478,16,2018-01-22 09:45:13.100,2018-02-16 21:36:10.850
3479,35,2017-04-26 12:26:59.070,2017-06-02 03:06:14.040
3480,13,2017-08-12 14:46:14.690,
3481,4,2017-10-22 07:58:16.890,2017-11-16 07:05:18.600
3482,16,2017-12-13 14:38:33.080,2017-12-30 06:02:50.030
3483,44,2017-07-30 21:08:04.790,2017-08-24 14:50:55.240
3484,28,2017-01-17 14:37:54.600,2017-02-07 18:28:54.660
3485,41,2017-04-06 01:23:28.840,2017-04-20 09:10:26.010
3486,11,2017-08-11 21:33:21.930,2017-08-17 13:06:02.230
3487,20,2019-01-19 21:24:22.410,2019-03-06 19:44:19.320
3488,48,,
3489,9,2017-08-30 04:53:20.230,2017-10-14 01:36:52.540
3490,12,2017-09-16 17:39:06.590,
3491,6,2017-05-31 13:39:48.010,
3492,4,2017-10-08 17:18:19.420,2017-11-17 13:20:29.970
3493,18,2017-04-06 04:48:26.040,2017-04-16 07:14:49.660
3494,49,2017-03-31 06:08:44.150,2017-05-14 18:18:48.580
3495,44,2019-04-12 14:52:46.490,2019-05-12 00:25:03.660
3496,23,2018-06-20 07:08:21.900,2018-07-21 10:09:01.910
3497,18,2019-06-19 04:24:23.040,2019-07-05 08:58:32.220
3498,1,2019-10-10 02:13:56.070,
3499,22,2018-08-06 01:55:58.170,2018-08-12 18:38:16.010
3500,26,2019-02-17 15:29:48.390,2019-04-04 08:44:50.880
3501,9,2019-01-29 05:37:00.740,2019-02-14 06:34:45.210
3502,13,2017-07-10 04:22:48.300,2017-07-16 13:33:17.430
3503,41,2018-12-15 12:07:37.780,2019-01-09 06:31:27.320
3504,34,2019-08-19 06:11:41.280,2019-09-09 07:26:28.030
3505,34,2017-06-21 00:31:58.190,
3506,31,2019-06-16 23:34:25.180,
3507,44,2017-02-08 18:42:14.990,2017-03-03 14:08:24.370
3508,26,2017-10-27 12:54:35.610,2017-11-23 02:12:23.270
3509,26,2017-04-20 09:43:09.100,2017-05-04 15:17:35.880
3510,39,2017-06-24 06:51:58.420,2017-07-23 10:51:06.780
3511,2,2018-08-22 18:50:24.400,2018-10-01 14:44:18.170
3512,9,2019-01-25 09:11:33.430,2019-03-12 01:03:48.070
