requestedBillingNumber,requestedLineNumber,requestedServiceChargeAmount,requestedServiceNumber
196,13736,1873.4601,12678
196,18572,2541.2556,12325
196,21235,2591.0852,12927
196,29724,2593.5796,12907
196,34736,3244.3150,13729
196,42235,2326.5658,13154
196,52757,689.7825,11743
196,63235,4325.1884,12424
196,76736,638.7135,8299
196,84235,3458.9556,9105
196,102572,3913.8381,10586
196,105235,3309.2458,13083
196,126235,2114.3954,14653
196,127235,4541.5573,10574
196,128235,4379.9795,8476
197,763,2709.0139,10303
197,3199,3706.7406,8610
197,6670,4658.0622,11739
197,10342,4217.6698,8488
197,14776,1342.1243,12297
197,18578,1209.5820,8589
197,21763,4012.0179,8591
197,27670,1458.1153,13069
197,35776,1162.4331,11092
197,42763,2283.8155,11299
197,52342,871.1384,10731
197,63763,685.2010,9456
197,77776,1180.4334,14100
197,84763,639.4509,9389
197,102578,1448.2447,10391
197,105763,3508.9939,12463
197,126763,209.7479,12473
197,127763,1272.3561,12773
197,128763,4444.2994,9178
198,1851,2362.0678,12853
198,4302,4324.2164,13245
198,7128,2620.3581,12690
198,11933,4176.8893,9836
198,17992,1371.3349,13476
198,22851,2004.1190,9168
198,28128,1726.8589,13731
198,39430,1742.9067,14353
198,43851,1639.4227,11170
198,53933,1802.3183,14676
198,64851,2591.4707,8171
198,81430,2352.4248,12919
198,85851,4679.3902,7942
198,101992,2223.4729,7537
198,106851,2151.7216,8144
198,129851,2286.8193,11937
199,1147,379.2532,13952
199,3054,2902.2438,9067
199,6646,4926.3065,8660
199,10692,4519.3685,12453
199,15251,3093.5825,7808
199,17544,1637.3976,9378
199,22147,1450.6570,7380
199,27646,2493.5211,10224
199,36251,4480.3012,9010
199,43147,1027.5670,12894
199,52692,4525.4946,7828
199,64147,2133.1440,11301
199,78251,829.6953,9867
199,85147,376.0954,11998
199,101544,2544.7274,7941
199,106147,479.1783,13617
199,129147,3574.7651,11532
200,840,2552.6626,14457
200,3103,1281.2897,9149
200,8701,1234.4934,10409
200,11201,1556.2399,8568
200,15628,4053.9769,10927
200,18447,4589.0631,12494
200,29701,3702.7233,9551
200,36628,1273.4692,11194
200,42840,361.4738,7799
200,53201,4044.6870,12544
200,63840,2897.1183,14466
200,78628,2417.7199,8984
200,84840,2696.0092,14390
200,102447,3520.3380,11164
200,105840,753.7179,13089
200,126840,3483.5665,9100
200,127840,1693.9190,13100
200,128840,2577.8500,13184
201,1529,2930.6932,10125
201,2990,4527.5446,14454
201,7037,4117.0690,8468
201,11705,3142.0060,12883
201,14150,347.5277,14329
201,17396,1172.7709,13903
201,22529,2570.4289,8716
201,28037,3622.3985,8345
201,35150,715.2565,13315
201,43529,3979.6951,12559
201,53705,3263.5114,14670
201,64529,1696.6718,9615
201,77150,2678.5960,11863
201,85529,2031.6719,13515
201,101396,4703.7487,10608
201,106529,3012.2844,13705
201,129529,3450.2350,12139
202,1792,3943.8967,13713
202,3205,4357.6394,8997
202,8226,4985.1934,14449
202,11051,3886.5799,11104
202,14353,236.3075,9169
202,17379,899.4832,13212
202,22792,4872.8435,10062
202,29226,4602.1104,13752
202,35353,388.0167,10157
202,43792,4443.9614,11401
202,53051,3466.7278,9721
202,64792,4301.9742,12182
202,77353,436.0334,13321
202,85792,922.7496,12922
202,101379,4178.3974,10265
202,106792,257.7071,9846
202,129792,2564.7082,10051
203,184,3084.4403,12454
203,3019,3053.5046,10805
203,6859,3834.0282,7765
203,10335,2636.3796,8685
203,14127,2049.8555,12596
203,20589,1466.0437,8534
203,21184,2181.4698,9556
203,27859,4616.2838,10919
203,35127,3791.2400,7357
203,42184,2058.6618,8266
203,52335,286.4224,14379
203,63184,3632.6928,12060
203,77127,721.8083,12501
203,84184,4125.4942,9759
203,104589,307.1853,13406
203,105184,4355.2786,7940
203,126184,4672.6250,8384
203,127184,809.6134,8382
203,128184,2819.7618,9380
204,1449,2895.0863,11945
204,2833,2818.0579,9453
204,10349,4253.5249,13706
204,10869,721.7530,7425
204,14386,469.4084,8336
204,17671,2555.6054,14261
204,22449,1440.7129,12428
204,31349,1740.5744,13115
204,35386,3706.8652,8133
204,43449,2633.8018,12405
204,52869,4034.9195,9080
204,64449,4009.2072,9337
204,77386,2823.2689,8524
204,85449,1256.5871,7856
204,101671,1614.2592,8014
204,106449,3821.8897,10909
204,129449,2490.8567,12191
205,1573,482.4495,12198
205,3158,3220.7185,13708
205,7820,3114.1252,14506
205,10630,3936.1975,9533
205,14298,3341.2625,9636
205,17884,645.9141,8509
205,22573,1254.9451,7611
205,28820,4009.6395,9634
205,35298,4781.0422,12758
205,43573,2955.9713,10757
205,52630,3238.9029,10231
205,64573,4471.3135,8544
205,77298,2149.3638,8814
205,85573,318.2681,13675
205,101884,4034.1593,12662
205,106573,1615.4928,9900
205,129573,1184.2122,10635
206,300,1686.2083,8842
206,2907,1567.0840,8331
206,6797,305.0868,10945
206,10955,312.3062,13085
206,17472,3451.8315,9991
206,19558,4669.3935,11267
206,21300,2324.1314,11035
206,27797,4623.5526,12193
206,40558,737.4724,8410
206,42300,2152.1922,12607
206,52955,1520.3860,12495
206,63300,2524.2248,10472
206,82558,747.6776,10144
206,84300,3704.3599,10610
206,101472,1235.6276,11334
206,105300,4496.1665,14352
206,126300,3098.4661,9175
206,127300,1481.9758,10761
206,128300,1004.5523,7900
207,5,3314.1496,8970
207,3668,3673.9255,9711
207,10769,3239.0567,10889
207,14881,2994.1600,8287
207,18870,3989.8966,7361
207,21005,2018.3459,12119
207,27933,1869.1808,9263
207,35881,3521.4865,14062
207,42005,2454.7704,14112
207,52769,3593.6635,13290
207,63005,3307.0961,11051
207,77881,4875.1608,9392
207,84005,3958.7129,9307
207,102870,2556.1823,10522
207,105005,3015.2345,11795
207,126005,4219.8869,8059
207,127005,1663.6273,11088
207,128005,2796.8099,13497
208,1819,1195.0812,10842
208,2881,819.3728,9361
208,6456,3663.8268,12537
208,11177,3536.2469,12508
208,14164,4160.3959,13877
208,17924,1757.7284,11608
208,22819,4485.2129,14341
208,27456,3215.0654,12034
208,35164,697.6776,8353
208,43819,1661.2287,13468
208,53177,832.4383,14245
208,64819,249.8829,12655
208,77164,4554.3618,14089
208,85819,3492.5053,12679
208,101924,1453.7589,14469
208,106819,1569.1952,12284
208,129819,2368.4865,14248
209,1509,3329.4364,8030
209,3818,2194.3575,7896
209,9450,1991.3503,13879
209,10548,2563.9506,12983
209,15202,4762.4784,13176
209,17339,3004.8409,7976
209,22509,4157.2237,8785
209,30450,1174.9086,14568
209,36202,2349.6964,7898
209,43509,1898.3688,10770
209,52548,2116.6470,12461
209,64509,273.7109,11433
209,78202,707.1763,11476
209,85509,3885.1117,12493
209,101339,1731.0858,7427
209,106509,2366.1092,10655
209,129509,1069.3941,12042
210,1237,942.2607,12771
210,5994,4200.1822,11661
210,6526,3119.0916,11156
210,10390,587.2084,7790
210,13881,2087.7793,11351
210,18834,1843.0054,11075
210,22237,490.6568,13836
210,27526,3675.4266,9413
210,34881,3938.0770,13271
210,43237,4119.1953,10892
210,52390,1862.8274,12899
210,64237,3690.7947,11832
210,76881,2844.5141,8322
210,85237,4014.7054,8372
210,102834,1703.1869,12272
210,106237,1586.9265,14317
210,129237,3370.4197,7417
211,1618,634.7333,12303
211,3119,3376.7453,12061
211,6842,3356.1470,14108
211,10024,4560.4938,9562
211,13674,802.6868,10413
211,22618,2303.4552,13850
211,27842,3945.4621,13579
211,34674,3254.9704,14320
211,43618,3389.9043,14652
211,52024,4951.3296,8539
211,64618,997.5523,12577
211,76674,4384.9865,12296
211,85618,4103.1011,7507
211,101895,4908.3672,8341
211,106618,1902.7905,11770
211,129618,4157.0831,14007
212,1813,4514.0006,14287
212,3162,1524.7432,14616
212,6792,3978.2931,10526
212,11952,3551.7829,13402
212,14133,736.8366,13263
212,17883,1036.4080,11356
212,20952,1676.0710,8638
212,22813,4119.8853,12226
212,27792,4789.2029,10739
212,35133,2610.3375,7879
212,41952,2576.7664,11708
212,43813,3805.6025,7885
212,53952,4820.0858,14367
212,62952,4350.1279,10124
212,64813,3065.8025,13237
212,77133,1865.7370,11872
212,85813,4316.3585,13188
212,101883,4861.5127,11441
212,106813,2351.6100,13230
212,125952,1385.8355,13009
212,129813,3349.3892,13311
213,2717,1600.8062,10657
213,3496,2683.1903,13479
213,6517,1921.2289,13241
213,10028,1950.9612,13063
213,14440,1785.1669,9056
213,18099,332.9922,13884
213,23717,3163.8569,13216
213,27517,246.3153,8465
213,35440,4577.6761,11307
213,44717,4611.4312,10259
213,52028,1557.1069,8020
213,65717,1560.8374,9611
213,77440,3583.4120,10786
213,86717,537.8622,10158
213,102099,3644.6527,14645
213,107717,722.8454,10496
213,130717,3897.5469,12831
214,946,1826.2465,8214
214,3530,3878.3788,8129
214,6428,1769.7055,12442
214,10286,2130.9094,10083
214,18455,4744.7682,11745
214,21946,2106.7063,14423
214,27428,2634.5663,11279
214,34639,4826.3748,11081
214,42946,3116.7283,9465
214,52286,3540.1292,9237
214,63946,4084.2161,13822
214,76639,1157.9676,11897
214,84946,3033.4256,9150
214,102455,4577.2205,14482
214,105946,1577.0294,14200
214,127946,4288.9391,11061
214,128946,2478.0791,12476
215,798,4671.2161,12658
215,2818,4690.9891,9002
215,6534,597.6804,8423
215,11315,4968.7838,13346
215,15710,990.7374,10675
215,17285,4830.7607,8781
215,21798,1774.4729,13595
215,27534,4261.3915,12672
215,36710,2218.1449,12882
215,42798,2356.2685,7410
215,53315,3512.3020,12668
215,63798,3380.5098,12560
215,78710,1824.8876,7673
215,84798,3401.1365,12491
215,101285,1441.5357,10555
215,105798,3076.9011,7609
215,126798,4009.8407,9294
215,127798,3259.8975,13278
215,128798,3468.2376,9009
216,962,645.1962,7969
216,3950,3519.1131,14621
216,8806,2271.4754,12468
216,10068,1707.1831,8657
216,14377,1880.8835,8694
216,17486,4597.7579,9669
216,21962,387.8076,12952
216,29806,1757.8873,14611
216,35377,1867.6635,12555
216,42962,2400.1324,9114
216,52068,3844.7415,8451
216,63962,3530.0273,14409
216,77377,3463.9349,11274
216,84962,2142.0873,13949
216,101486,623.1761,8925
216,105962,4698.8363,11848
216,126962,1840.3193,12623
216,127962,3947.9810,9918
216,128962,223.6874,8904
217,175,2334.7515,14458
217,6793,4709.3655,7485
217,10145,2609.6220,11438
217,13720,1833.0374,10041
217,17264,2153.5872,10686
217,21175,1422.9236,12406
217,28002,2250.8785,14503
217,34720,881.2666,7954
217,42175,4014.3121,11400
217,52145,946.4974,8561
217,63175,4835.5587,14132
217,76720,1102.6836,12929
217,84175,2373.0922,9915
217,101264,584.9200,13926
217,105175,4174.2751,8958
217,126175,2370.1016,9709
217,127175,628.1369,11559
217,128175,2928.4726,10674
218,3827,2028.1154,9139
218,6297,2720.3382,8570
218,7404,3892.4265,10478
218,11096,869.2807,7567
218,14457,1366.0771,13696
218,18483,2692.3195,11592
218,24827,1266.6588,11385
218,28404,433.9519,10532
218,35457,394.3748,8263
218,45827,3474.6764,11015
218,53096,2380.8250,7618
218,66827,1535.1927,7613
218,77457,3145.0345,12003
218,87827,3883.4127,9144
218,102483,3212.8645,12741
218,108827,1984.0388,9129
218,131827,3813.9622,7538
219,62,3922.5432,8085
219,4283,1297.3570,8134
219,6423,1677.9962,13192
219,10430,2274.4434,10920
219,13734,305.9087,13354
219,18186,3642.1423,10441
219,21062,2363.8931,8360
219,27423,2881.2279,8960
219,34734,3835.4772,13990
219,42062,2018.9010,7963
219,52430,1387.5961,9228
219,63062,2508.5583,12525
219,76734,3744.7663,9994
219,84062,3686.7971,9612
219,102186,2337.6449,13721
219,105062,2079.5764,11685
219,126062,1428.2175,13010
219,127062,2198.6456,7527
219,128062,2694.8983,10627
220,70,3347.1304,12079
220,3302,4508.9805,12374
220,6702,668.5906,11913
220,10101,888.3450,9457
220,14240,2983.3373,9887
220,18415,1509.9221,14508
220,21070,4902.7460,13789
220,27702,3677.0946,9741
220,35240,2230.2283,13853
220,42070,4967.2855,7393
220,52101,2168.7586,12326
220,63070,4288.9200,11521
220,77240,4107.7170,11473
220,84070,4837.2667,9625
220,102415,4486.8900,13645
220,105070,4210.5967,9235
220,127070,1295.7329,12513
220,128070,4621.4938,12337
221,2321,3253.5535,10456
221,2896,953.9627,10906
221,10076,3313.0614,9234
221,11513,4502.7821,11774
221,14472,2968.7432,9480
221,17949,4602.1831,8911
221,23321,3257.8072,13676
221,31076,725.0216,12354
221,35472,4924.0745,10629
221,44321,876.1837,14020
221,53513,2638.9446,13478
221,65321,1561.1045,7418
221,77472,1053.5844,11551
221,86321,2456.2875,11566
221,101949,3473.6388,10398
221,107321,2969.0430,9678
221,130321,1969.5296,8135
222,50,591.4030,10471
222,2967,4498.3009,9550
222,7143,4202.1324,12691
222,12777,2280.6525,14460
222,13631,1835.5897,12479
222,18333,2738.7811,11605
222,21050,4198.6261,14259
222,28143,2551.4986,13377
222,34631,4087.5960,7513
222,42050,2785.3185,9483
222,54777,357.6463,14480
222,63050,3429.9735,9394
222,76631,1713.7084,7968
222,84050,1793.2553,11783
222,102333,3268.9421,11253
222,105050,3355.2016,13837
222,126050,1818.5443,8087
222,127050,275.8582,8257
222,128050,1571.0451,14354
223,98,2715.8348,14699
223,4463,589.2765,10750
223,7324,3337.5194,9822
223,10125,3102.2034,13755
223,13882,3481.6141,12462
223,17782,2568.6326,14426
223,21098,373.7350,8456
223,28324,1210.0366,11357
223,34882,4281.3891,12689
223,42098,3585.4879,12860
223,52125,2279.5740,12233
223,63098,2311.9429,11890
223,76882,3211.1058,13422
223,84098,3147.6819,9157
223,101782,426.9350,12803
223,126098,474.6079,13473
223,127098,4107.5181,7786
223,128098,4162.1200,9860
224,792,4016.1456,10023
224,3620,1219.6000,11684
224,6806,3242.7173,8675
224,10434,1042.7587,11716
224,14778,3740.7367,9179
224,19531,3308.9316,12350
224,20833,715.4128,11294
224,21792,4255.7716,9073
224,35778,1509.6886,8242
224,41833,937.3587,14036
224,42792,1397.8694,8594
224,52434,3063.0785,11497
224,62833,291.7500,8493
224,63792,3670.9727,8349
224,77778,1753.9197,8626
224,84792,1348.1049,8998
224,103531,4600.1714,7552
224,105792,3382.3834,8740
224,125833,3532.8324,14097
224,126792,1066.1700,10767
224,127792,3180.4212,12963
224,128792,2996.8278,8017
225,392,769.3119,13460
225,3064,2450.7304,8371
225,7044,4979.1456,10511
225,11113,2140.9803,10026
225,18350,858.0944,12361
225,21392,1672.8913,10007
225,28044,4247.7061,8823
225,39350,2796.3940,8362
225,42392,4957.1542,8756
225,53113,2553.8590,13765
225,81350,2974.0035,14628
225,84392,3915.4667,12782
225,102037,4269.3159,9950
225,105392,1897.2237,14374
225,126392,4276.0388,8944
225,127392,2632.3178,10903
225,128392,1111.8200,8924
226,119,1556.0651,9191
226,7592,3275.2096,7639
226,8408,2517.9492,9264
226,10959,4744.5589,14356
226,13760,1103.8936,13568
226,18018,1862.4634,14126
226,21119,3879.8598,14069
226,29408,298.5928,11411
226,34760,4392.1273,9430
226,42119,4414.0923,7484
226,52959,3773.0344,8458
226,63119,271.2082,9630
226,76760,3190.5274,13026
226,84119,1264.7525,14380
226,102018,4330.0260,11344
226,105119,4943.5153,10808
226,126119,447.1000,8982
226,127119,3233.2404,8658
226,128119,662.5946,7959
227,1563,3435.1385,12774
227,5160,1627.7729,8922
227,12300,274.6429,14510
227,13765,1623.7450,8546
227,17942,577.0766,7743
227,22563,3931.6963,14242
227,29172,1952.2533,13611
227,34765,3500.0449,13857
227,43563,701.1080,10340
227,54300,820.2953,10177
227,64563,3599.3675,8301
227,76765,1720.8318,14010
227,85563,1177.7057,7870
227,101942,3879.1158,12223
227,106563,400.0178,7431
227,129563,2384.9159,12283
228,1794,2442.2079,7816
228,3109,3750.8728,14241
228,6761,2036.5260,14527
228,12289,4085.4114,9061
228,15743,653.3486,8583
228,19512,1632.0177,9220
228,22794,552.9555,8137
228,27761,1763.2887,11629
228,36743,4667.3920,8160
228,43794,2993.0584,10186
228,54289,1106.5657,10210
228,64794,4304.1558,8472
228,78743,4070.3160,9121
228,85794,2842.7402,13800
228,103512,279.6517,10088
228,106794,4128.3490,12790
228,129794,4130.5309,11623
229,405,3478.3090,9312
229,3131,3684.6568,13382
229,7039,596.2762,10461
229,13405,2307.3349,13307
229,13784,1924.4406,12776
229,19567,4073.5395,13638
229,21405,4047.0421,12314
229,28039,1368.2945,10474
229,34784,4550.6269,8768
229,42405,2008.5931,12620
229,55405,1618.1219,11362
229,63405,1677.0568,11177
229,76784,1422.4635,8103
229,84405,743.8771,11380
229,103567,4269.7319,7962
229,105405,1558.3510,12117
229,126405,2329.8053,13826
229,127405,1820.9511,10645
229,128405,3515.7072,12606
230,683,1205.4189,11078
230,2841,1784.8122,12543
230,6971,4934.5258,12397
230,10537,1033.3692,9560
230,13824,4173.3881,7748
230,17770,635.4868,11530
230,21683,891.4420,8176
230,27971,3084.4926,8406
230,34824,1515.4358,9974
230,42683,2233.6859,8648
230,52537,682.8416,10975
230,63683,1281.0891,12076
230,76824,1486.8299,9618
230,84683,1564.9677,7637
230,101770,4197.7644,12833
230,105683,1693.3085,11481
230,126683,2751.9345,14534
230,128683,1534.0255,7482
231,177,1750.9707,8104
231,4107,2679.0726,8700
231,8201,1049.2712,10861
231,10166,3192.9489,9396
231,17115,976.5795,13607
231,18551,3379.6559,12965
231,21177,1688.7970,10621
231,29201,3783.6084,9341
231,38115,1285.4840,14238
231,42177,3672.2817,10949
231,52166,4757.9929,13187
231,63177,845.2721,9165
231,80115,2427.4643,14113
231,84177,3365.8000,10454
231,102551,966.7101,8906
231,105177,4313.1182,13573
231,126177,2630.0731,11430
231,127177,330.2102,8151
231,128177,2914.8470,12458
232,2742,3022.8907,10013
232,3230,4942.6871,13342
232,7151,3643.9380,10379
232,10873,563.0622,10606
232,14049,1017.1521,13543
232,17365,2887.1278,12600
232,23742,3417.1913,8600
232,28151,1955.1790,9541
232,35049,1940.0197,7756
232,44742,1924.8649,13972
232,52873,1589.5017,11449
232,65742,3239.6995,7581
232,77049,3621.1886,11901
232,86742,464.3604,8770
232,101365,1415.5286,12735
232,107742,817.4158,14685
232,130742,2384.8511,7409
233,2640,4335.5497,7533
233,3414,1706.8111,8679
233,8700,519.3074,12530
233,10133,2490.5398,10577
233,13678,3083.0190,10550
233,18352,2519.6546,14152
233,23640,2526.1897,11615
233,29700,1315.2441,7647
233,34678,4182.4950,10028
233,44640,3019.9185,10274
233,52133,913.7853,14109
233,65640,4989.4342,8729
233,76678,2116.2571,7585
233,86640,319.5839,9782
233,102352,2873.5314,14590
233,107640,2696.7978,10620
233,130640,813.7604,10518
234,2394,1085.7369,10205
234,3078,704.3684,8625
234,6753,1571.9510,13961
234,10104,1111.7490,7926
234,14865,4816.7715,10033
234,17249,908.8795,12876
234,23394,4886.5910,13390
234,27753,1189.1425,10940
234,35865,1399.0205,13549
234,44394,4415.7703,12825
234,52104,4046.8751,12444
234,65394,2617.5637,9674
234,77865,1718.9124,9318
234,86394,2014.0570,13928
234,101249,377.8974,10439
234,107394,1103.8380,10534
234,130394,1183.2018,12906
235,438,4749.1676,9336
235,6950,4567.8485,8934
235,10037,3041.0664,7709
235,13916,3092.5083,9147
235,19231,3741.6908,11397
235,21438,2532.3100,10097
235,27950,2626.2166,12408
235,34916,4623.2858,9628
235,42438,1355.1267,7516
235,52037,3599.8551,8555
235,63438,2361.8345,10868
235,76916,2598.6787,8847
235,84438,676.3291,12378
235,103231,472.0673,10356
235,105438,1713.5428,11446
235,126438,2583.3708,7823
235,127438,3489.3244,12341
235,128438,2215.6827,11973
236,3101,3314.5416,9355
236,3378,2034.9043,8373
236,6512,4772.8411,13920
236,10716,2356.7054,13571
236,15140,773.5838,10737
236,18556,2989.6942,13240
236,24378,2294.8462,9641
236,27512,2077.1354,7917
236,36140,3975.2871,8057
236,45378,861.8350,12834
236,52716,313.7792,13493
236,66378,4801.9245,11632
236,78140,1382.9028,9433
236,87378,1265.4891,10016
236,102556,3444.8874,7689
236,108378,2844.8073,12243
236,131378,977.1470,9274
237,485,1278.5908,14094
237,4106,4098.3296,8821
237,8657,1193.0700,12238
237,12699,3788.9625,13852
237,13828,4143.4619,8378
237,20517,2384.5654,10802
237,21485,4450.4982,11997
237,29657,2421.5174,8949
237,34828,3467.7413,13804
237,42485,4491.2042,14270
237,54699,519.2735,14689
237,63485,2377.1543,14574
237,76828,1482.6396,10611
237,84485,1251.9442,10349
237,104517,3260.4029,14419
237,105485,739.3990,9790
237,126485,3798.5430,11854
237,127485,1554.9933,7448
237,128485,1534.4685,11982
238,1786,1792.7009,14581
238,4766,2871.8218,8669
238,6510,1010.2525,11536
238,12573,687.0428,8029
238,14365,4363.3751,9224
238,17373,619.5481,9046
238,22786,2015.9372,12842
238,27510,3620.5380,11674
238,35365,1816.9626,12613
238,43786,209.2361,11766
238,54573,3655.9982,8602
238,64786,2608.3585,10843
238,77365,807.4063,11752
238,85786,3163.5339,12398
238,101373,3341.2141,13487
238,106786,2182.7832,10616
238,129786,1450.1873,7820
239,1943,4855.9308,8286
239,6984,2426.6319,14316
239,11130,4479.6864,7948
239,13791,4888.7865,14118
239,17368,4341.3073,7800
239,20884,2062.7324,12216
239,22943,4560.0296,13011
239,27984,337.4364,10817
239,34791,2403.5063,11227
239,43943,423.8618,13943
239,53130,911.8855,8634
239,62884,1729.1085,8506
239,64943,2471.3107,11065
239,76791,1331.4526,9848
239,85943,854.3954,9739
239,101368,1750.2805,9251
239,106943,1558.8272,13333
239,125884,834.0203,13072
239,129943,4014.9231,11247
240,374,1465.6081,11603
240,4180,4374.4340,10044
240,7455,4153.5822,12078
240,10489,3037.2024,10570
240,13840,2509.7794,8992
240,18233,1903.2542,13964
240,21374,4323.8339,11954
240,28455,1552.4830,12974
240,34840,713.3685,12261
240,42374,3970.6189,8128
240,52489,1893.5102,11315
240,63374,3644.3407,10640
240,76840,1217.5425,13854
240,84374,1595.4917,10153
240,102233,901.0985,12169
240,105374,1444.4277,14056
240,126374,2246.0180,11593
240,127374,1306.3738,8573
240,128374,1561.6054,8209
241,398,1464.7502,10206
241,2885,749.4170,8971
241,8978,4035.5804,8983
241,10316,577.3303,12684
241,14151,4382.8188,11037
241,17367,1353.5624,9616
241,21398,1172.1650,14291
241,29978,3082.0363,8598
241,35151,4587.7523,12712
241,42398,4250.1672,14266
241,52316,2342.9265,12716
241,63398,3374.7335,9811
241,77151,3941.8883,7735
241,101367,285.8700,9242
241,105398,3022.5552,8022
241,126398,3425.5471,11733
241,127398,3835.2131,13956
241,128398,1862.7410,7729
242,258,3407.7911,10022
242,3695,1518.9140,12127
242,6513,1287.5379,14323
242,13250,3726.9767,10521
242,13944,822.5315,13560
242,17444,2853.0438,12153
242,21258,2792.5165,10944
242,27513,4897.3154,8743
242,42258,3945.3644,12152
242,55250,4987.0582,13780
242,63258,3028.9561,14576
242,76944,4342.9912,11547
242,84258,3592.7827,12850
242,101444,1209.0363,9499
242,105258,3904.9053,8194
242,126258,2202.8087,12065
242,127258,3543.9782,9793
242,128258,3857.4541,14357
243,4931,2109.1860,12031
243,7270,4823.6405,7404
243,12668,4271.1796,12631
243,14331,3155.8074,9013
243,17779,2038.6549,7638
243,20908,2214.4234,9880
243,21219,3465.0558,9210
243,28270,4199.2143,13155
243,41908,4137.7743,13299
243,42219,3583.9472,12205
243,54668,369.9575,13383
243,62908,3006.8976,11585
243,77331,3497.9226,8166
243,84219,3928.5830,11160
243,101779,2514.9449,9733
243,105219,4787.8793,10329
243,125908,4583.9811,14312
243,126219,3916.7647,9742
243,127219,3485.0288,10540
243,128219,1485.0468,14298
244,552,3171.1288,8521
244,4758,3522.5284,12585
244,7357,837.9258,11002
244,11458,3715.6459,9501
244,15884,3580.5376,7455
244,18214,2948.3477,10054
244,21552,3566.5417,14299
244,28357,1454.3542,13946
244,36884,1289.2626,7598
244,42552,3742.9660,10637
244,53458,2348.6272,12370
244,63552,3079.1373,11879
244,78884,2111.2049,12026
244,84552,4626.4751,13229
244,102214,1508.1050,12692
244,105552,3551.6142,12936
244,126552,4486.7080,11560
244,127552,1839.4390,7676
244,128552,3206.0211,11134
245,241,462.5168,10123
245,4534,4223.5030,8080
245,7188,3297.7592,13612
245,10270,3588.9279,14220
245,13871,1139.1739,9273
245,17869,3010.7231,11436
245,21241,2387.7766,7998
245,28188,4197.8075,11042
245,34871,4801.2613,14334
245,42241,3539.2664,9085
245,52270,1809.8478,13363
245,63241,1331.0186,11200
245,76871,1214.1212,12084
245,84241,4035.0821,12293
245,101869,2291.8640,9891
245,105241,2072.7731,13289
245,126241,3529.3610,11394
245,127241,3760.3283,8184
245,128241,3037.2627,9832
246,778,4721.2200,11169
246,3245,236.4205,7695
246,8636,3946.0463,10040
246,13995,4115.7525,11118
246,14290,3454.3037,13502
246,18111,749.5947,12081
246,21778,1646.7791,12601
246,29636,3754.9447,11414
246,34995,4570.7913,8728
246,42778,2038.1691,9360
246,56290,3800.4884,7674
246,63778,2627.1179,14256
246,76995,1964.7339,7710
246,84778,3182.7817,11711
246,102111,3250.1004,13498
246,105778,2574.5587,12332
246,126778,3978.4807,12810
246,127778,2244.0455,14153
246,128778,1001.9342,13979
247,2611,1342.2207,14433
247,2919,1109.9130,9984
247,6953,1478.5648,9789
247,10152,4672.5833,14459
247,14634,854.7041,10653
247,18216,2685.7528,8314
247,23611,3565.7635,8386
247,27953,3568.1608,12292
247,35634,3635.3183,11197
247,44611,3328.0279,10499
247,52152,3186.0105,12171
247,65611,3109.4893,8969
247,77634,1360.0456,14079
247,86611,4271.4823,14507
247,102216,994.5542,14583
247,107611,2586.8307,11187
247,130611,4301.5914,9845
248,1201,3085.7941,9718
248,2943,3907.6864,12455
248,6502,563.5770,11961
248,11355,3138.7663,14396
248,14370,1801.2461,14349
248,17675,3420.6399,11659
248,22201,675.1981,12657
248,27502,3873.3355,11343
248,35370,2479.3570,9447
248,43201,2401.9919,11236
248,53355,787.1870,9564
248,64201,3044.9756,13572
248,77370,4191.9069,10880
248,85201,4597.9792,7389
248,101675,4927.0697,9304
248,106201,1551.4404,8883
248,129201,3495.7870,13628
249,912,3804.8732,8188
249,2972,3191.0912,7722
249,6771,1019.5929,14205
249,10173,2278.1767,13930
249,14249,3359.0159,8015
249,19038,1260.3898,12338
249,20912,852.7763,12344
249,21912,4761.2130,8805
249,27771,520.1082,11936
249,35249,2199.1645,7863
249,41912,4209.0420,9408
249,42912,1272.5287,13019
249,52173,1438.0354,11318
249,62912,811.0462,8069
249,63912,2963.8498,13827
249,77249,1410.8782,12163
249,84912,4749.0409,8822
249,105912,2177.5884,8040
249,125912,1549.2333,10992
249,126912,2877.0585,12058
249,127912,434.4181,7466
249,128912,1666.4936,12274
250,292,3509.7561,7471
250,3488,4349.5543,14592
250,6926,4655.4491,11753
250,10647,1397.2236,9513
250,15098,2482.9617,9558
250,17466,2868.9247,14438
250,21292,3782.4363,13875
250,27926,1915.7426,11699
250,36098,742.4243,10527
250,42292,2603.3613,10864
250,52647,4471.5790,12478
250,63292,1941.5427,7493
250,78098,4837.5517,7711
250,84292,1185.8018,13370
250,101466,4471.4052,14679
250,105292,767.2031,14594
250,126292,2600.0240,14550
250,127292,2858.9695,13582
250,128292,3924.3176,10536
251,152,3213.5162,14281
251,3787,4481.4840,12128
251,8861,2135.1955,12971
251,10059,4510.8493,11597
251,17848,3813.9247,8989
251,21152,4044.4804,13744
251,29861,3451.5734,12343
251,34742,588.6321,12597
251,42152,3598.1044,8707
251,52059,4795.7432,10163
251,63152,3534.8811,11235
251,76742,4152.5588,8704
251,84152,2243.0590,9929
251,101848,3362.6400,12006
251,105152,2421.0433,14501
251,126152,1684.2926,8392
251,127152,4809.4973,9627
251,128152,477.2065,11816
252,2828,3797.9150,13381
252,3231,322.2414,8485
