rentalNumber,rentalType,rentalDeposit,rentalStartingTime,rentalEndingTime,rentalBranchNumber,rentalRoomNumber,rentalBookingCustomerNum,rentalReservationNumber
617,M,3000,2019-04-29 10:51:59.120,2019-08-02 07:45:37.390,9,301,690,690
618,M,3000,2019-02-23 18:11:14.800,2019-05-24 04:38:43.610,10,305,797,797
619,M,3000,2019-06-06 20:25:49.740,2019-11-20 20:38:28.960,7,304,542,542
620,M,3000,2019-06-14 03:34:59.040,2019-10-23 20:43:41.480,4,202,252,252
621,M,3000,2019-04-22 00:32:08.060,2019-09-21 06:44:20.790,9,105,654,654
622,M,3000,2019-03-25 19:19:58.630,2019-08-31 11:48:38.010,9,204,679,679
623,M,3000,2019-06-13 01:13:53.300,2019-08-15 20:49:11.370,10,304,794,794
624,M,3000,2019-04-25 15:32:43.110,2019-07-03 21:00:51.890,1,202,27,27
625,M,3000,2019-06-23 00:55:22.850,2019-08-14 09:33:48.110,8,103,560,560
626,M,3000,2019-05-03 19:22:37.280,2019-10-18 08:09:23.470,6,104,422,422
627,M,3000,2019-02-14 14:20:47.020,2019-07-17 23:35:03.610,10,202,748,748
628,M,3000,2019-03-04 21:38:01.160,2019-06-11 14:52:13.270,8,102,551,551
629,M,3000,2019-03-06 01:16:24.590,2019-07-31 21:02:21.020,6,203,438,438
630,M,3000,2019-03-23 22:17:43.280,2019-09-15 01:16:10.820,1,302,65,65
631,M,3000,2019-05-28 06:28:49.880,2019-09-14 02:40:26.780,2,303,150,150
632,M,3000,2019-05-10 15:07:50.890,2019-07-07 23:13:09.360,5,205,363,363
633,M,3000,2019-05-20 17:30:05.440,2019-09-08 21:33:16.040,4,103,238,238
634,M,3000,2019-03-15 22:47:32.980,2019-06-05 02:24:19.520,10,304,791,791
635,M,3000,2019-04-15 05:44:05.140,2019-06-12 17:05:58.210,7,204,515,515
636,M,3000,2019-05-07 21:28:28.130,2019-09-26 01:51:51.590,8,205,611,611
637,M,3000,2019-04-13 02:16:24.140,2019-06-01 23:45:02.580,1,202,25,25
638,M,3000,2019-05-26 02:09:15.220,2019-07-14 06:13:39.120,4,305,305,305
639,M,3000,2019-06-26 11:03:36.680,2019-09-12 18:04:51.210,4,205,275,275
640,M,3000,2019-04-08 19:42:23.610,2019-08-05 14:15:52.760,10,205,766,766
641,M,3000,2019-04-19 01:42:26.860,2019-05-26 13:14:14.700,6,101,405,405
642,M,3000,2019-05-20 03:03:24.250,2019-07-31 15:23:46.370,8,105,573,573
643,M,3000,2019-02-14 10:56:35.940,2019-04-20 16:24:48.200,2,101,96,96
644,M,3000,2019-06-20 02:43:56.260,2019-08-13 02:31:08.950,3,205,219,219
645,M,3000,2019-03-01 03:56:47.490,2019-05-06 18:34:46.550,10,102,726,726
646,M,3000,2019-05-12 19:55:28.070,2019-08-17 07:15:35.140,9,102,636,636
647,M,3000,2019-04-07 16:39:10.090,2019-05-25 16:01:53.910,4,205,270,270
648,M,3000,2019-02-22 02:35:42.050,2019-04-18 22:06:57.790,5,206,366,366
649,M,3000,2019-06-20 22:01:16.230,2019-08-10 00:01:43.140,2,201,118,118
650,M,3000,2019-06-20 14:41:30.600,2019-08-19 22:21:06.950,3,103,178,178
651,M,3000,2019-04-16 17:38:10.940,2019-09-05 10:46:17.770,5,102,329,329
652,M,3000,2019-03-09 23:54:53.400,2019-05-01 06:26:04.240,8,106,575,575
653,M,3000,2019-04-30 06:28:47.210,2019-06-05 17:43:55.610,7,201,496,496
654,M,3000,2019-02-22 01:36:31.560,2019-06-15 09:14:08.780,5,304,391,391
655,M,3000,2019-02-26 13:52:31.000,2019-06-23 11:08:49.710,2,304,156,156
656,M,3000,2019-04-20 02:31:54.920,2019-05-31 12:34:05.650,9,303,703,703
657,M,3000,2019-05-28 19:06:11.040,2019-07-02 06:43:42.230,9,201,661,661
658,M,3000,2019-02-15 07:22:14.080,2019-07-16 07:46:19.110,8,201,589,589
659,M,3000,2019-03-19 01:59:18.290,2019-07-09 02:34:34.760,9,301,687,687
660,M,3000,2019-04-14 10:50:43.040,2019-05-29 14:35:37.440,8,101,544,544
661,M,3000,2019-02-13 01:06:16.620,2019-03-31 01:43:30.560,7,201,500,500
662,M,3000,2019-05-06 18:50:02.530,2019-07-20 01:40:59.150,3,103,175,175
663,M,3000,2019-06-30 03:25:35.840,2019-10-06 19:30:03.790,9,305,717,717
664,M,3000,2019-05-25 21:41:21.810,2019-08-24 18:15:31.950,10,101,718,718
665,M,3000,2019-02-08 15:17:05.860,2019-03-17 16:10:04.930,1,303,70,70
666,M,3000,2019-06-17 16:07:48.250,2019-11-26 08:40:12.400,9,203,671,671
667,M,3000,2019-05-16 02:49:13.590,2019-08-23 08:13:55.010,2,204,137,137
668,M,3000,2019-04-10 13:31:40.940,2019-09-07 01:39:59.690,7,204,516,516
669,M,3000,2019-04-10 15:49:39.370,2019-09-09 22:11:44.570,9,201,662,662
670,M,3000,2019-04-19 19:30:57.670,2019-09-24 01:43:05.470,3,103,176,176
671,M,3000,2019-03-17 20:58:56.450,2019-08-30 23:03:25.330,10,305,800,800
672,M,3000,2019-06-03 19:42:43.900,2019-08-18 12:31:58.270,5,303,386,386
673,M,3000,2019-02-27 18:07:38.120,2019-04-09 21:33:52.400,7,301,522,522
674,M,3000,2019-04-01 16:43:26.130,2019-06-18 22:22:36.190,8,106,576,576
675,M,3000,2019-03-29 17:52:32.170,2019-07-31 23:29:26.770,9,104,648,648
676,M,3000,2019-06-02 08:28:43.810,2019-09-20 02:20:34.410,1,305,81,81
677,M,3000,2019-03-13 00:23:22.690,2019-07-14 11:23:49.810,8,107,584,584
678,M,3000,2019-06-23 09:29:57.050,2019-08-02 05:18:02.420,8,106,575,575
679,M,3000,2019-03-29 03:35:55.620,2019-04-30 18:26:05.340,2,102,101,101
680,M,3000,2019-03-14 20:59:54.770,2019-07-31 18:18:12.960,10,102,725,725
681,M,3000,2019-02-27 18:43:27.180,2019-07-27 08:07:29.540,2,303,152,152
682,M,3000,2019-06-22 22:45:04.970,2019-10-28 12:28:05.810,5,302,382,382
683,M,3000,2019-03-14 10:36:44.940,2019-06-01 01:50:30.130,6,202,433,433
684,M,3000,2019-03-15 21:34:54.000,2019-07-11 09:41:14.080,4,203,261,261
685,M,3000,2019-06-06 15:39:32.350,2019-08-09 01:29:53.060,7,303,537,537
686,M,3000,2019-04-21 22:33:56.480,2019-07-17 12:14:22.530,5,301,375,375
687,M,3000,2019-02-12 00:39:03.680,2019-04-04 21:29:13.750,9,202,667,667
688,M,3000,2019-04-30 07:53:33.870,2019-10-28 04:19:07.250,9,104,648,648
689,M,3000,2019-02-19 00:55:01.980,2019-07-16 07:15:29.820,9,102,635,635
690,M,3000,2019-06-25 14:12:10.220,2019-08-11 15:31:52.560,8,205,612,612
691,M,3000,2019-06-09 13:22:17.100,2019-10-24 06:08:09.370,10,202,751,751
692,M,3000,2019-03-30 10:54:10.060,2019-06-20 07:58:43.480,4,103,236,236
693,M,3000,2019-04-10 16:09:56.930,2019-08-08 19:39:04.370,6,104,419,419
694,M,3000,2019-04-15 16:12:53.630,2019-06-17 19:29:13.750,7,302,531,531
695,M,3000,2019-03-28 10:36:06.990,2019-07-09 04:32:22.190,4,204,267,267
696,M,3000,2019-06-12 17:52:24.330,2019-11-05 22:33:15.560,4,102,230,230
697,M,3000,2019-05-20 10:37:48.420,2019-10-24 06:53:42.590,9,105,657,657
698,M,3000,2019-03-22 00:15:14.140,2019-08-26 09:09:16.260,3,103,179,179
699,M,3000,2019-06-13 03:26:50.390,2019-07-30 02:21:04.010,2,303,150,150
700,M,3000,2019-03-13 22:48:59.240,2019-06-09 20:54:34.150,1,301,55,55
701,M,3000,2019-06-27 04:06:14.490,2019-12-24 10:01:40.150,7,201,500,500
702,M,3000,2019-06-27 14:07:29.150,2019-09-17 01:21:54.230,8,102,555,555
703,M,3000,2019-05-13 21:46:02.690,2019-08-08 10:55:13.230,7,202,505,505
704,M,3000,2019-04-04 18:30:18.550,2019-06-19 14:18:37.670,10,201,743,743
705,M,3000,2019-05-07 09:42:34.140,2019-07-23 15:17:41.610,3,103,178,178
706,M,3000,2019-05-13 08:55:27.040,2019-08-17 09:14:19.500,10,201,743,743
707,M,3000,2019-02-11 21:47:15.270,2019-03-25 00:52:11.830,1,206,54,54
708,M,3000,2019-03-02 05:45:21.070,2019-07-21 11:21:19.410,10,101,721,721
709,M,3000,2019-05-25 18:43:59.390,2019-11-13 20:44:42.020,7,304,543,543
710,M,3000,2019-03-26 16:23:47.190,2019-05-02 19:48:15.290,1,304,76,76
711,M,3000,2019-03-11 18:08:32.230,2019-06-20 17:10:15.850,2,201,120,120
712,M,3000,2019-06-04 20:36:14.000,2019-11-29 12:25:39.820,1,306,86,86
713,M,3000,2019-05-19 14:46:18.470,2019-10-15 00:20:13.770,7,103,488,488
714,M,3000,2019-02-05 20:59:23.510,2019-07-12 00:16:21.800,10,204,763,763
715,M,3000,2019-03-19 08:07:15.860,2019-06-05 22:28:07.910,5,304,393,393
716,M,3000,2019-02-20 13:21:11.650,2019-06-02 00:15:24.760,2,201,119,119
717,M,3000,2019-03-27 00:13:17.590,2019-09-21 15:50:29.020,7,304,543,543
718,M,3000,2019-05-18 21:50:41.840,2019-10-30 01:48:49.720,6,302,456,456
719,M,3000,2019-06-18 17:01:49.460,2019-08-15 03:45:38.890,3,104,181,181
720,M,3000,2019-04-19 03:43:09.390,2019-08-30 14:55:42.410,7,104,495,495
721,M,3000,2019-06-07 07:28:44.560,2019-10-25 03:10:58.640,1,101,5,5
722,M,3000,2019-02-17 10:55:39.710,2019-05-29 19:54:47.750,4,302,289,289
723,M,3000,2019-03-24 04:36:38.960,2019-04-25 10:24:29.870,9,204,681,681
724,M,3000,2019-04-15 12:37:29.160,2019-08-28 17:39:52.020,1,206,50,50
725,M,3000,2019-05-10 17:08:40.570,2019-06-30 06:34:56.090,4,101,226,226
726,M,3000,2019-06-17 21:04:46.400,2019-10-10 02:04:41.860,8,104,564,564
727,M,3000,2019-03-27 19:32:46.970,2019-08-13 08:52:53.900,10,205,767,767
728,M,3000,2019-05-14 12:54:44.500,2019-10-22 13:04:38.660,10,304,792,792
729,M,3000,2019-02-05 22:07:19.140,2019-07-14 09:50:14.000,4,305,310,310
730,M,3000,2019-04-16 11:00:07.840,2019-09-24 11:56:11.220,6,104,419,419
731,M,3000,2019-02-14 13:50:55.380,2019-06-30 11:26:51.820,4,101,225,225
732,M,3000,2019-06-21 11:08:08.550,2019-11-17 13:14:33.550,6,101,406,406
733,M,3000,2019-02-11 22:03:06.650,2019-08-06 18:56:58.410,6,201,426,426
734,M,3000,2019-02-16 20:46:56.370,2019-06-24 13:31:31.180,1,205,46,46
735,M,3000,2019-03-18 03:53:40.290,2019-08-06 19:16:32.820,4,101,225,225
736,M,3000,2019-03-02 15:35:58.040,2019-06-08 17:45:35.320,5,305,397,397
737,M,3000,2019-03-13 16:59:02.280,2019-05-23 17:32:52.580,9,204,678,678
738,M,3000,2019-06-09 03:06:26.390,2019-07-11 22:31:52.460,7,104,491,491
739,M,3000,2019-05-08 22:52:19.860,2019-07-18 05:23:32.470,1,305,84,84
740,M,3000,2019-02-25 22:44:05.300,2019-07-26 08:15:33.560,8,202,594,594
741,M,3000,2019-04-11 16:46:41.210,2019-06-26 03:22:10.690,5,101,322,322
742,M,3000,2019-06-12 05:53:42.620,2019-09-13 21:07:54.350,10,202,747,747
743,M,3000,2019-06-05 00:09:34.490,2019-07-13 18:34:25.230,2,103,105,105
744,M,3000,2019-05-25 19:31:14.790,2019-10-12 22:27:14.520,8,103,560,560
745,M,3000,2019-05-18 12:03:37.980,2019-09-24 14:21:36.700,7,104,493,493
746,M,3000,2019-02-06 08:46:03.100,2019-06-28 09:42:29.560,9,202,665,665
747,M,3000,2019-05-11 07:07:51.590,2019-09-04 18:38:29.720,8,101,549,549
748,M,3000,2019-04-06 11:10:33.410,2019-08-31 11:22:42.560,6,302,456,456
749,M,3000,2019-03-01 00:05:37.770,2019-08-15 13:01:05.850,2,301,139,139
750,M,3000,2019-03-09 13:14:55.340,2019-04-09 20:16:57.430,2,302,148,148
751,M,3000,2019-04-20 09:39:06.740,2019-09-17 22:42:46.550,7,103,488,488
752,M,3000,2019-02-03 04:47:06.580,2019-07-28 21:04:52.880,3,202,201,201
753,M,3000,2019-04-02 18:13:24.680,2019-08-10 16:23:37.370,10,305,798,798
754,M,3000,2019-03-28 15:43:41.000,2019-07-03 03:25:21.600,6,302,455,455
755,M,3000,2019-04-06 02:20:14.690,2019-08-15 04:43:35.530,1,206,51,51
756,M,3000,2019-06-11 09:10:34.770,2019-09-28 06:06:52.380,3,204,211,211
757,M,3000,2019-05-08 01:30:50.190,2019-07-26 06:57:24.360,9,203,675,675
758,M,3000,2019-03-02 01:08:33.530,2019-07-14 09:15:21.210,6,302,455,455
759,M,3000,2019-05-25 12:21:37.980,2019-07-19 18:43:41.580,7,204,517,517
760,M,3000,2019-05-19 23:37:47.750,2019-10-13 00:12:59.770,6,103,414,414
761,M,3000,2019-03-20 05:22:40.060,2019-08-07 16:21:25.590,10,301,777,777
762,M,3000,2019-03-30 19:52:30.770,2019-06-01 22:47:33.170,1,302,63,63
763,M,3000,2019-02-25 23:38:01.930,2019-08-10 17:31:05.420,6,102,411,411
764,M,3000,2019-03-12 23:43:51.540,2019-04-23 00:48:30.790,2,202,125,125
765,M,3000,2019-03-13 18:32:51.800,2019-06-06 00:21:23.470,9,105,651,651
766,M,3000,2019-03-20 18:00:23.680,2019-08-02 14:55:42.300,7,204,515,515
767,M,3000,2019-05-25 14:33:07.340,2019-06-26 09:28:41.390,6,303,461,461
768,M,3000,2019-05-04 09:59:22.090,2019-06-24 02:48:42.570,6,204,443,443
769,M,3000,2019-05-21 04:05:43.230,2019-07-04 15:59:48.980,7,304,538,538
770,M,3000,2019-02-18 08:31:17.810,2019-07-31 20:42:32.580,10,305,796,796
771,M,3000,2019-06-09 07:22:09.370,2019-08-08 17:42:32.170,4,104,242,242
772,M,3000,2019-04-17 08:06:51.200,2019-10-10 04:18:36.550,1,206,52,52
773,M,3000,2019-02-11 14:58:21.980,2019-06-15 12:25:17.250,5,301,373,373
774,M,3000,2019-05-25 10:17:44.160,2019-08-23 11:30:05.340,5,303,387,387
775,M,3000,2019-02-09 02:56:28.180,2019-05-08 03:33:31.720,3,102,174,174
776,M,3000,2019-06-25 12:35:01.950,2019-09-09 17:03:04.290,1,301,58,58
777,M,3000,2019-03-14 21:46:05.230,2019-06-15 12:20:22.530,3,104,185,185
778,M,3000,2019-04-28 20:05:24.170,2019-07-12 22:57:15.360,2,202,121,121
779,M,3000,2019-05-28 11:33:51.180,2019-07-03 14:18:15.320,5,204,358,358
780,M,3000,2019-05-06 00:22:37.470,2019-08-05 12:52:26.530,5,205,361,361
781,M,3000,2019-03-11 05:56:54.800,2019-09-07 23:26:12.140,1,103,16,16
782,M,3000,2019-06-20 19:22:13.570,2019-12-12 08:30:11.360,4,306,312,312
783,M,3000,2019-04-17 04:49:06.730,2019-10-10 16:03:32.820,9,105,653,653
784,M,3000,2019-05-29 19:52:23.810,2019-11-03 00:33:16.570,3,101,163,163
785,M,3000,2019-06-26 12:21:01.110,2019-08-06 00:13:24.680,10,103,731,731
786,M,3000,2019-02-13 01:03:48.800,2019-07-06 06:21:58.950,1,201,24,24
787,M,3000,2019-04-22 08:54:43.870,2019-06-10 12:50:56.180,6,102,408,408
788,M,3000,2019-05-16 17:19:25.660,2019-09-03 02:31:36.810,10,301,771,771
789,M,3000,2019-05-13 05:26:41.690,2019-11-08 19:47:55.670,10,305,795,795
790,M,3000,2019-04-06 05:43:05.520,2019-06-08 00:09:40.440,1,103,14,14
791,M,3000,2019-04-25 01:05:07.850,2019-06-12 21:48:10.960,7,301,523,523
792,M,3000,2019-02-13 07:50:28.750,2019-06-13 00:17:31.370,4,101,223,223
793,M,3000,2019-02-16 06:44:48.400,2019-07-26 19:48:10.880,10,301,774,774
794,M,3000,2019-06-19 10:14:32.120,2019-10-04 16:10:32.710,6,304,471,471
795,M,3000,2019-06-08 04:21:25.240,2019-07-18 02:54:07.960,8,206,618,618
796,M,3000,2019-02-13 12:54:10.430,2019-03-27 20:34:37.500,4,203,260,260
797,M,3000,2019-05-18 22:15:40.680,2019-09-06 19:36:48.930,5,201,337,337
798,M,3000,2019-04-26 16:25:42.940,2019-10-24 09:45:54.440,10,302,780,780
799,M,3000,2019-04-15 16:58:22.990,2019-07-10 14:05:51.040,9,304,709,709
800,M,3000,2019-04-01 10:03:14.290,2019-09-25 15:25:54.400,10,302,779,779
801,M,3000,2018-06-11 05:51:53.560,2018-11-28 08:22:43.670,8,107,727,727
802,M,3000,2018-05-11 09:20:04.330,2018-07-18 16:32:53.590,9,105,818,818
803,M,3000,2018-05-09 06:54:57.200,2018-06-15 12:47:11.000,8,205,769,769
804,M,3000,2018-03-11 15:54:41.140,2018-07-24 01:08:22.880,6,204,559,559
805,M,3000,2018-02-15 19:13:20.320,2018-08-17 11:45:00.920,3,101,207,207
806,M,3000,2018-02-25 23:27:03.640,2018-08-14 09:18:34.170,6,204,4,4
807,M,3000,2018-06-07 00:28:03.700,2018-10-28 00:33:12.430,10,102,907,907
808,M,3000,2018-03-05 17:42:00.430,2018-05-08 05:32:24.810,5,204,443,443
809,M,3000,2018-02-16 08:59:05.080,2018-05-10 08:31:42.760,10,302,978,978
810,M,3000,2018-06-04 05:45:55.750,2018-09-28 02:50:31.720,3,205,274,274
811,M,3000,2018-04-27 20:15:39.140,2018-06-03 20:53:21.750,4,103,292,292
812,M,3000,2018-04-05 09:19:19.020,2018-10-02 18:47:11.040,5,301,468,468
813,M,3000,2018-05-22 20:19:13.920,2018-07-09 12:04:19.210,7,202,633,633
814,M,3000,2018-06-22 05:33:44.510,2018-12-19 23:17:42.790,5,301,470,470
815,M,3000,2018-02-25 05:59:25.800,2018-06-20 16:34:57.060,10,303,983,983
816,M,3000,2018-05-27 07:15:20.600,2018-06-29 06:48:27.920,1,202,31,31
817,M,3000,2018-04-29 10:51:59.120,2018-08-02 07:45:37.390,9,301,863,863
818,M,3000,2018-02-23 18:11:14.800,2018-05-24 04:38:43.610,10,305,996,996
819,M,3000,2018-06-06 20:25:49.740,2018-11-20 20:38:28.960,7,304,678,678
820,M,3000,2018-06-14 03:34:59.040,2018-10-23 20:43:41.480,4,202,315,315
821,M,3000,2018-04-22 00:32:08.060,2018-09-21 06:44:20.790,9,105,817,817
822,M,3000,2018-03-25 19:19:58.630,2018-08-31 11:48:38.010,9,204,849,849
823,M,3000,2018-06-13 01:13:53.300,2018-08-15 20:49:11.370,10,304,992,992
824,M,3000,2018-04-25 15:32:43.110,2018-07-03 21:00:51.890,1,202,33,33
825,M,3000,2018-06-23 00:55:22.850,2018-08-14 09:33:48.110,8,103,700,700
826,M,3000,2018-05-03 19:22:37.280,2018-10-18 08:09:23.470,6,104,527,527
827,M,3000,2018-02-14 14:20:47.020,2018-07-17 23:35:03.610,10,202,935,935
828,M,3000,2018-03-04 21:38:01.160,2018-06-11 14:52:13.270,8,102,688,688
829,M,3000,2018-03-06 01:16:24.590,2018-07-31 21:02:21.020,6,203,547,547
830,M,3000,2018-03-23 22:17:43.280,2018-09-15 01:16:10.820,1,302,82,82
831,M,3000,2018-05-28 06:28:49.880,2018-09-14 02:40:26.780,2,303,188,188
832,M,3000,2018-05-10 15:07:50.890,2018-07-07 23:13:09.360,5,205,454,454
833,M,3000,2018-05-20 17:30:05.440,2018-09-08 21:33:16.040,4,103,298,298
834,M,3000,2018-03-15 22:47:32.980,2018-06-05 02:24:19.520,10,304,989,989
835,M,3000,2018-04-15 05:44:05.140,2018-06-12 17:05:58.210,7,204,643,643
836,M,3000,2018-05-07 21:28:28.130,2018-09-26 01:51:51.590,8,205,763,763
837,M,3000,2018-04-13 02:16:24.140,2018-06-01 23:45:02.580,1,202,16,16
838,M,3000,2018-05-26 02:09:15.220,2018-07-14 06:13:39.120,4,305,382,382
839,M,3000,2018-06-26 11:03:36.680,2018-09-12 18:04:51.210,4,205,344,344
840,M,3000,2018-04-08 19:42:23.610,2018-08-05 14:15:52.760,10,205,958,958
841,M,3000,2018-04-19 01:42:26.860,2018-05-26 13:14:14.700,6,101,506,506
842,M,3000,2018-05-20 03:03:24.250,2018-07-31 15:23:46.370,8,105,716,716
843,M,3000,2018-02-14 10:56:35.940,2018-04-20 16:24:48.200,2,101,119,119
844,M,3000,2018-06-20 02:43:56.260,2018-08-13 02:31:08.950,3,205,10,10
845,M,3000,2018-03-01 03:56:47.490,2018-05-06 18:34:46.550,10,102,908,908
846,M,3000,2018-05-12 19:55:28.070,2018-08-17 07:15:35.140,9,102,795,795
847,M,3000,2018-04-07 16:39:10.090,2018-05-25 16:01:53.910,4,205,338,338
848,M,3000,2018-02-22 02:35:42.050,2018-04-18 22:06:57.790,5,206,458,458
849,M,3000,2018-06-20 22:01:16.230,2018-08-10 00:01:43.140,2,201,147,147
850,M,3000,2018-06-20 14:41:30.600,2018-08-19 22:21:06.950,3,103,222,222
851,M,3000,2018-04-16 17:38:10.940,2018-09-05 10:46:17.770,5,102,411,411
852,M,3000,2018-03-09 23:54:53.400,2018-05-01 06:26:04.240,8,106,719,719
853,M,3000,2018-04-30 06:28:47.210,2018-06-05 17:43:55.610,7,201,620,620
854,M,3000,2018-02-22 01:36:31.560,2018-06-15 09:14:08.780,5,304,488,488
855,M,3000,2018-02-26 13:52:31.000,2018-06-23 11:08:49.710,2,304,195,195
856,M,3000,2018-04-20 02:31:54.920,2018-05-31 12:34:05.650,9,303,879,879
857,M,3000,2018-05-28 19:06:11.040,2018-07-02 06:43:42.230,9,201,826,826
858,M,3000,2018-02-15 07:22:14.080,2018-07-16 07:46:19.110,8,201,736,736
859,M,3000,2018-03-19 01:59:18.290,2018-07-09 02:34:34.760,9,301,859,859
860,M,3000,2018-04-14 10:50:43.040,2018-05-29 14:35:37.440,8,101,680,680
861,M,3000,2018-02-13 01:06:16.620,2018-03-31 01:43:30.560,7,201,625,625
862,M,3000,2018-05-06 18:50:02.530,2018-07-20 01:40:59.150,3,103,219,219
863,M,3000,2018-06-30 03:25:35.840,2018-10-06 19:30:03.790,9,305,896,896
864,M,3000,2018-05-25 21:41:21.810,2018-08-24 18:15:31.950,10,101,897,897
865,M,3000,2018-02-08 15:17:05.860,2018-03-17 16:10:04.930,1,303,87,87
866,M,3000,2018-06-17 16:07:48.250,2018-11-26 08:40:12.400,9,203,839,839
867,M,3000,2018-05-16 02:49:13.590,2018-08-23 08:13:55.010,2,204,171,171
868,M,3000,2018-04-10 13:31:40.940,2018-09-07 01:39:59.690,7,204,645,645
869,M,3000,2018-04-10 15:49:39.370,2018-09-09 22:11:44.570,9,201,827,827
870,M,3000,2018-04-19 19:30:57.670,2018-09-24 01:43:05.470,3,103,220,220
871,M,3000,2018-03-17 20:58:56.450,2018-08-30 23:03:25.330,10,305,1000,1000
872,M,3000,2018-06-03 19:42:43.900,2018-08-18 12:31:58.270,5,303,482,482
873,M,3000,2018-02-27 18:07:38.120,2018-04-09 21:33:52.400,7,301,653,653
874,M,3000,2018-04-01 16:43:26.130,2018-06-18 22:22:36.190,8,106,720,720
875,M,3000,2018-03-29 17:52:32.170,2018-07-31 23:29:26.770,9,104,810,810
876,M,3000,2018-06-02 08:28:43.810,2018-09-20 02:20:34.410,1,305,101,101
877,M,3000,2018-03-13 00:23:22.690,2018-07-14 11:23:49.810,8,107,730,730
878,M,3000,2018-06-23 09:29:57.050,2018-08-02 05:18:02.420,8,106,52,52
879,M,3000,2018-03-29 03:35:55.620,2018-04-30 18:26:05.340,2,102,126,126
880,M,3000,2018-03-14 20:59:54.770,2018-07-31 18:18:12.960,10,102,906,906
881,M,3000,2018-02-27 18:43:27.180,2018-07-27 08:07:29.540,2,303,190,190
882,M,3000,2018-06-22 22:45:04.970,2018-10-28 12:28:05.810,5,302,477,477
883,M,3000,2018-03-14 10:36:44.940,2018-06-01 01:50:30.130,6,202,541,541
884,M,3000,2018-03-15 21:34:54.000,2018-07-11 09:41:14.080,4,203,326,326
885,M,3000,2018-06-06 15:39:32.350,2018-08-09 01:29:53.060,7,303,672,672
886,M,3000,2018-04-21 22:33:56.480,2018-07-17 12:14:22.530,5,301,469,469
887,M,3000,2018-02-12 00:39:03.680,2018-04-04 21:29:13.750,9,202,834,834
888,M,3000,2018-04-30 07:53:33.870,2018-10-28 04:19:07.250,9,104,75,75
889,M,3000,2018-02-19 00:55:01.980,2018-07-16 07:15:29.820,9,102,794,794
890,M,3000,2018-06-25 14:12:10.220,2018-08-11 15:31:52.560,8,205,765,765
891,M,3000,2018-06-09 13:22:17.100,2018-10-24 06:08:09.370,10,202,938,938
892,M,3000,2018-03-30 10:54:10.060,2018-06-20 07:58:43.480,4,103,295,295
893,M,3000,2018-04-10 16:09:56.930,2018-08-08 19:39:04.370,6,104,523,523
894,M,3000,2018-04-15 16:12:53.630,2018-06-17 19:29:13.750,7,302,664,664
895,M,3000,2018-03-28 10:36:06.990,2018-07-09 04:32:22.190,4,204,333,333
896,M,3000,2018-06-12 17:52:24.330,2018-11-05 22:33:15.560,4,102,287,287
897,M,3000,2018-05-20 10:37:48.420,2018-10-24 06:53:42.590,9,105,821,821
898,M,3000,2018-03-22 00:15:14.140,2018-08-26 09:09:16.260,3,103,223,223
899,M,3000,2018-06-13 03:26:50.390,2018-07-30 02:21:04.010,2,303,187,187
900,M,3000,2018-03-13 22:48:59.240,2018-06-09 20:54:34.150,1,301,69,69
901,M,3000,2018-06-27 04:06:14.490,2018-12-24 10:01:40.150,7,201,61,61
902,M,3000,2018-06-27 14:07:29.150,2018-09-17 01:21:54.230,8,102,694,694
903,M,3000,2018-05-13 21:46:02.690,2018-08-08 10:55:13.230,7,202,631,631
904,M,3000,2018-04-04 18:30:18.550,2018-06-19 14:18:37.670,10,201,928,928
905,M,3000,2018-05-07 09:42:34.140,2018-07-23 15:17:41.610,3,103,50,50
906,M,3000,2018-05-13 08:55:27.040,2018-08-17 09:14:19.500,10,201,929,929
907,M,3000,2018-02-11 21:47:15.270,2018-03-25 00:52:11.830,1,206,67,67
908,M,3000,2018-03-02 05:45:21.070,2018-07-21 11:21:19.410,10,101,901,901
909,M,3000,2018-05-25 18:43:59.390,2018-11-13 20:44:42.020,7,304,679,679
910,M,3000,2018-03-26 16:23:47.190,2018-05-02 19:48:15.290,1,304,94,94
911,M,3000,2018-03-11 18:08:32.230,2018-06-20 17:10:15.850,2,201,150,150
912,M,3000,2018-06-04 20:36:14.000,2018-11-29 12:25:39.820,1,306,107,107
913,M,3000,2018-05-19 14:46:18.470,2018-10-15 00:20:13.770,7,103,610,610
914,M,3000,2018-02-05 20:59:23.510,2018-07-12 00:16:21.800,10,204,954,954
915,M,3000,2018-03-19 08:07:15.860,2018-06-05 22:28:07.910,5,304,491,491
916,M,3000,2018-02-20 13:21:11.650,2018-06-02 00:15:24.760,2,201,149,149
917,M,3000,2018-03-27 00:13:17.590,2018-09-21 15:50:29.020,7,304,19,19
918,M,3000,2018-05-18 21:50:41.840,2018-10-30 01:48:49.720,6,302,570,570
919,M,3000,2018-06-18 17:01:49.460,2018-08-15 03:45:38.890,3,104,226,226
920,M,3000,2018-04-19 03:43:09.390,2018-08-30 14:55:42.410,7,104,619,619
921,M,3000,2018-06-07 07:28:44.560,2018-10-25 03:10:58.640,1,101,6,6
922,M,3000,2018-02-17 10:55:39.710,2018-05-29 19:54:47.750,4,302,361,361
923,M,3000,2018-03-24 04:36:38.960,2018-04-25 10:24:29.870,9,204,851,851
924,M,3000,2018-04-15 12:37:29.160,2018-08-28 17:39:52.020,1,206,63,63
925,M,3000,2018-05-10 17:08:40.570,2018-06-30 06:34:56.090,4,101,282,282
