recordInventoryEntryNumber,recordEmployeeNum,entryRecordTimestamp
21211,11,2019-01-14 00:34:31.540
21212,2,2019-06-08 04:23:32.710
21213,38,2019-10-11 06:21:17.620
21214,32,2017-12-22 00:44:43.570
21215,47,2017-09-28 12:35:18.440
21216,37,2018-02-15 11:29:27.880
21217,30,2018-04-20 15:55:36.500
21218,17,2019-02-16 01:40:31.350
21219,13,2019-05-10 16:28:28.070
21220,10,2018-11-28 04:09:48.600
21221,21,2019-09-23 08:21:33.650
21222,10,2018-08-23 13:52:58.320
21223,10,2017-10-26 12:03:44.950
21224,16,2019-08-09 20:29:45.610
21225,32,2019-02-02 19:52:12.170
21226,39,2018-04-04 12:42:34.180
21227,45,2017-12-30 01:57:26.010
21228,3,2017-04-19 08:57:22.820
21229,39,2017-12-15 14:29:06.980
21230,22,2018-03-29 06:20:57.130
21231,37,2019-12-04 22:33:12.560
21232,17,2019-12-16 03:43:00.730
21233,28,2019-03-07 11:28:25.000
21234,31,2017-07-21 22:32:27.490
21235,33,2019-02-02 16:30:13.680
21236,7,2017-06-30 01:53:06.220
21237,26,2017-10-19 18:08:26.130
21238,46,2017-09-23 06:32:53.130
21239,12,2019-09-30 00:14:52.350
21240,35,2017-02-20 18:15:31.810
21241,29,2019-09-07 21:49:08.880
21242,8,2017-08-06 06:39:49.610
21243,37,2019-09-03 10:24:53.200
21244,20,2018-11-22 20:40:55.030
21245,36,2018-06-23 21:13:04.130
21246,35,2017-06-10 15:14:25.620
21247,10,2019-07-01 23:37:49.370
21248,16,2017-10-20 14:59:20.050
21249,45,2019-10-28 10:38:18.720
21250,40,2019-12-19 10:38:39.130
21251,43,2019-07-03 19:51:48.800
21252,10,2017-08-30 20:42:35.220
21253,43,2018-01-03 07:50:30.180
21254,3,2017-05-04 04:03:09.800
21255,11,2019-06-18 04:34:37.060
21256,31,2018-12-03 22:29:49.140
21257,42,2018-11-02 07:36:29.350
21258,18,2018-10-31 01:20:02.110
21259,11,2017-10-22 05:54:01.130
21260,26,2019-05-28 14:43:42.370
21261,3,2019-09-28 15:11:32.590
21262,17,2017-08-11 13:39:12.430
21263,6,2019-09-18 03:27:28.150
21264,37,2018-03-12 10:58:01.560
21265,15,2019-06-04 17:04:42.130
21266,44,2017-02-19 14:04:02.840
21267,25,2018-10-03 16:08:04.120
21268,7,2017-08-24 00:30:56.950
21269,49,2017-04-18 17:25:34.710
21270,40,2019-03-28 14:17:46.720
21271,11,2018-07-05 16:09:49.370
21272,34,2017-03-21 02:48:58.450
21273,5,2018-02-17 22:57:35.280
21274,29,2017-09-25 19:06:48.380
21275,31,2018-09-22 17:26:24.480
21276,14,2017-09-04 07:38:44.770
21277,24,2019-03-20 23:56:19.680
21278,41,2018-05-14 01:31:54.160
21279,31,2019-10-27 09:06:35.240
21280,48,2019-12-16 07:16:02.060
21281,30,2018-03-19 17:41:06.120
21282,30,2019-06-06 19:58:57.810
21283,9,2018-09-06 01:14:10.700
21284,50,2017-10-22 07:26:19.060
21285,30,2019-06-06 13:40:16.190
21286,27,2019-02-27 16:10:41.880
21287,24,2019-04-26 21:36:53.510
21288,26,2017-09-25 06:56:28.540
21289,21,2019-12-17 06:23:29.770
21290,3,2019-10-13 19:18:59.050
21291,16,2019-01-23 20:10:54.680
21292,8,2018-03-13 02:55:26.660
21293,36,2017-06-05 22:17:24.600
21294,37,2019-09-21 00:42:19.590
21295,32,2019-12-17 13:17:52.220
21296,13,2017-01-27 21:49:51.980
21297,2,2018-04-16 17:36:07.610
21298,1,2017-04-16 13:21:35.340
21299,6,2018-10-09 12:43:25.690
21300,42,2017-09-22 06:27:06.050
21301,11,2017-03-23 02:28:10.890
21302,4,2019-08-07 04:16:19.780
21303,17,2019-01-10 18:52:58.060
21304,5,2017-03-14 02:30:45.990
21305,29,2018-07-29 23:25:18.450
21306,9,2018-06-21 17:59:08.460
21307,5,2017-01-06 06:31:09.070
21308,15,2017-08-19 02:08:51.110
21309,22,2018-11-03 19:27:33.980
21310,48,2019-05-17 20:56:34.410
21311,8,2019-03-23 23:34:11.920
21312,2,2017-07-22 03:09:46.230
21313,38,2017-08-14 10:28:47.500
21314,14,2017-07-21 22:38:30.150
21315,46,2018-09-14 21:18:34.020
21316,24,2019-04-15 21:55:21.380
21317,8,2018-09-11 09:32:29.410
21318,7,2019-08-23 03:19:43.000
21319,8,2017-10-01 06:41:13.940
21320,38,2019-05-12 09:07:52.600
21321,21,2017-05-27 00:22:02.510
21322,50,2017-01-26 01:33:16.940
21323,37,2018-11-06 05:16:00.660
21324,47,2017-06-12 02:05:49.260
21325,25,2017-09-11 11:45:18.600
21326,4,2019-10-14 05:16:30.400
21327,49,2018-01-19 13:21:29.630
21328,19,2018-09-02 17:05:27.520
21329,47,2018-12-20 04:18:18.310
21330,19,2019-11-12 20:45:03.490
21331,12,2017-09-12 19:45:45.960
21332,23,2019-01-24 10:04:38.010
21333,35,2018-01-18 11:01:25.190
21334,39,2019-07-31 11:02:03.680
21335,37,2019-06-08 16:57:07.500
21336,26,2018-12-27 14:49:29.010
21337,14,2018-03-17 04:18:54.850
21338,5,2019-02-14 00:11:02.730
21339,21,2019-03-06 17:43:47.560
21340,21,2017-04-30 12:53:17.740
21341,22,2018-10-03 08:51:37.320
21342,10,2018-12-11 19:16:25.200
21343,4,2017-12-21 06:37:14.700
21344,23,2018-02-12 06:02:30.160
21345,45,2019-03-23 14:31:40.150
21346,15,2019-08-21 08:30:55.140
21347,21,2018-07-03 02:53:42.210
21348,22,2017-03-31 03:36:05.030
21349,41,2017-06-18 12:49:53.260
21350,9,2019-11-04 09:29:23.760
21351,5,2019-03-17 12:30:06.650
21352,46,2017-10-05 07:51:51.870
21353,44,2018-11-06 14:58:37.950
21354,18,2019-09-10 03:01:23.150
21355,21,2017-05-05 11:51:37.610
21356,11,2018-08-23 16:50:31.420
21357,18,2018-05-04 23:14:33.580
21358,21,2018-02-12 06:51:56.440
21359,31,2019-09-13 15:24:02.270
21360,26,2019-10-03 16:04:03.030
21361,10,2019-06-04 02:22:48.860
21362,37,2018-03-16 07:13:02.090
21363,18,2018-12-19 08:02:23.360
21364,3,2018-01-21 22:19:13.530
21365,37,2019-05-14 15:00:52.490
21366,35,2018-05-14 05:23:54.510
21367,17,2019-10-08 00:06:21.190
21368,49,2018-04-21 12:51:44.330
21369,27,2018-02-12 13:51:06.750
21370,20,2017-01-24 23:24:34.730
21371,11,2019-02-07 14:16:49.310
21372,4,2017-07-20 20:46:25.220
21373,36,2018-11-22 19:16:36.530
21374,37,2017-02-02 14:53:59.950
21375,16,2019-06-20 12:07:32.190
21376,12,2019-12-09 22:48:41.420
21377,46,2019-11-02 02:22:10.660
21378,14,2018-10-03 08:35:29.250
21379,2,2018-03-17 08:06:19.020
21380,11,2018-08-11 04:03:35.790
21381,33,2018-09-09 11:54:20.780
21382,28,2018-12-16 17:13:11.640
21383,29,2019-07-06 10:05:37.110
21384,39,2018-10-05 06:14:19.070
21385,14,2018-10-15 17:11:43.980
21386,17,2019-10-11 08:58:16.500
21387,30,2019-07-19 02:53:15.080
21388,18,2017-05-01 11:50:45.520
21389,18,2017-08-23 21:01:34.380
21390,26,2017-08-23 10:07:02.020
21391,9,2017-06-17 22:56:04.320
21392,43,2018-10-31 22:21:01.800
21393,24,2019-02-27 03:53:13.750
21394,46,2019-05-03 17:43:07.430
21395,11,2018-11-27 12:06:38.260
21396,36,2019-02-09 05:42:10.850
21397,42,2019-12-19 03:15:48.130
21398,1,2018-01-16 19:31:54.040
21399,37,2017-09-24 10:41:41.110
21400,11,2018-05-09 13:07:43.140
21401,48,2019-11-19 09:35:31.960
21402,22,2017-09-02 23:00:19.190
21403,46,2018-11-27 04:13:13.250
21404,21,2019-11-08 04:10:21.610
21405,49,2019-02-27 19:59:52.370
21406,2,2018-01-14 11:27:47.960
21407,10,2019-06-07 02:24:44.380
21408,7,2017-03-13 15:31:56.120
21409,2,2019-10-08 04:36:36.470
21410,10,2017-03-14 23:10:47.950
21411,16,2019-10-07 18:45:57.560
21412,5,2018-11-24 04:20:02.470
21413,19,2018-01-24 20:28:49.730
21414,21,2018-02-27 08:38:10.060
21415,43,2019-07-25 14:21:31.530
21416,33,2017-01-16 01:38:11.500
21417,9,2018-04-18 18:46:48.440
21418,30,2017-02-03 23:12:46.770
21419,40,2019-04-24 19:55:22.570
21420,21,2018-01-02 04:37:43.280
21421,5,2019-05-20 09:31:02.790
21422,49,2017-08-06 19:21:57.080
21423,32,2019-11-28 19:03:14.900
21424,1,2019-07-25 02:44:30.420
21425,12,2017-02-22 20:38:55.710
21426,18,2019-11-14 07:04:28.570
21427,30,2018-02-15 11:00:08.170
21428,40,2019-02-26 05:56:52.590
21429,27,2019-02-04 00:33:35.280
21430,31,2019-09-13 07:42:13.740
21431,21,2018-07-17 09:20:02.890
21432,46,2017-08-06 18:59:54.730
21433,27,2019-09-01 04:33:36.310
21434,42,2018-08-18 17:47:59.580
21435,13,2019-01-12 09:15:32.660
21436,12,2019-05-31 15:39:12.910
21437,32,2018-12-19 17:41:49.210
21438,8,2018-04-07 04:36:29.800
21439,41,2017-12-27 12:25:52.580
21440,13,2019-01-27 01:14:37.800
21441,7,2017-11-21 01:14:09.690
21442,24,2019-03-21 06:41:06.670
21443,16,2017-03-22 15:52:33.910
21444,9,2018-03-14 02:36:23.950
21445,11,2018-08-08 02:45:33.610
21446,5,2017-06-08 09:03:49.630
21447,25,2018-06-13 16:18:32.790
21448,4,2018-11-29 19:19:07.380
21449,4,2019-05-20 18:24:07.970
21450,28,2018-10-01 09:38:12.530
21451,28,2017-03-26 18:13:36.360
21452,12,2019-07-14 02:38:34.820
21453,12,2017-02-21 17:20:03.140
21454,17,2019-09-14 22:40:26.440
21455,6,2017-08-24 07:24:30.180
21456,49,2019-09-21 07:54:00.910
21457,41,2019-07-05 23:23:56.650
21458,45,2017-03-19 14:48:29.910
21459,10,2018-04-19 07:06:36.070
21460,31,2019-04-25 23:34:36.410
21461,22,2019-03-08 16:02:59.450
21462,21,2019-08-01 14:12:10.410
21463,30,2019-04-23 12:30:40.760
21464,22,2017-10-26 14:50:56.980
21465,40,2019-07-12 05:46:44.240
21466,20,2017-07-20 00:38:25.180
21467,28,2018-06-09 07:24:46.500
21468,28,2017-05-11 13:42:53.940
21469,8,2018-11-10 03:34:01.020
21470,32,2017-09-03 12:20:04.250
21471,1,2019-12-12 21:48:32.980
21472,1,2019-01-03 09:29:04.050
21473,40,2019-10-31 21:22:26.130
21474,27,2017-12-30 00:31:20.560
21475,15,2018-06-18 16:14:44.380
21476,32,2017-03-07 15:37:30.520
21477,34,2019-09-27 17:27:31.920
21478,23,2019-06-10 11:41:42.820
21479,40,2019-01-05 21:21:18.030
21480,7,2017-07-04 01:50:13.880
21481,44,2018-06-27 19:33:54.440
21482,27,2019-06-10 04:56:28.140
21483,37,2017-10-12 00:53:33.320
21484,49,2019-04-15 14:45:38.070
21485,3,2019-09-27 21:22:16.550
21486,9,2017-01-18 13:08:31.560
21487,34,2018-03-18 03:37:11.370
21488,11,2019-05-20 08:46:24.590
21489,36,2017-12-31 23:54:34.580
21490,14,2019-11-05 13:54:31.040
21491,21,2019-08-21 12:15:25.450
21492,38,2019-09-16 05:07:59.770
21493,49,2019-01-28 04:38:25.520
21494,10,2019-07-14 13:01:21.140
21495,41,2019-03-17 09:43:15.370
21496,37,2019-07-17 01:55:11.130
21497,44,2019-03-11 06:34:12.680
21498,45,2017-11-29 11:24:34.190
21499,19,2017-04-14 13:53:07.670
21500,41,2018-10-27 12:00:21.670
21501,28,2019-03-12 21:21:19.380
21502,47,2019-11-18 13:52:55.890
21503,46,2019-11-01 13:45:50.150
21504,22,2018-09-07 00:47:46.240
21505,27,2017-01-06 13:58:19.460
21506,28,2017-11-17 20:03:59.260
21507,23,2019-03-19 14:17:05.720
21508,35,2018-03-17 11:43:41.880
21509,3,2019-05-20 02:15:25.380
21510,25,2019-01-11 14:21:08.190
21511,16,2018-02-28 10:05:36.000
21512,18,2017-02-10 18:56:23.380
21513,5,2019-01-06 05:45:00.910
21514,3,2019-09-27 20:49:34.050
21515,38,2017-10-26 07:04:47.740
21516,46,2019-01-01 20:30:21.760
21517,34,2018-04-18 22:10:17.220
21518,32,2017-11-09 13:31:01.100
21519,20,2017-07-28 10:40:32.270
21520,31,2019-01-30 13:56:19.980
21521,37,2018-02-05 23:38:43.530
21522,17,2019-06-22 04:15:22.920
21523,43,2018-04-20 14:43:01.330
21524,45,2019-01-30 20:00:44.960
21525,11,2019-07-01 16:53:37.730
21526,14,2018-06-30 16:06:59.860
21527,2,2017-11-04 10:18:27.960
21528,31,2018-05-07 13:17:28.740
21529,37,2017-02-08 06:50:56.410
21530,28,2019-05-26 03:49:35.820
21531,39,2019-01-02 22:56:30.000
21532,40,2019-11-12 18:53:35.400
21533,5,2018-04-27 08:06:29.330
21534,49,2017-10-27 14:11:52.780
21535,30,2018-10-24 09:15:09.470
21536,48,2019-06-16 23:52:56.440
21537,31,2018-01-08 10:51:21.300
21538,15,2018-08-09 06:30:44.930
21539,23,2018-08-15 15:09:48.600
21540,26,2018-11-13 03:33:33.670
21541,37,2017-02-26 12:29:22.990
21542,49,2018-07-26 21:57:56.430
21543,9,2017-12-19 00:47:27.570
21544,12,2017-10-10 06:58:21.300
21545,48,2019-02-26 03:31:12.510
21546,4,2019-07-05 20:19:29.260
21547,34,2017-08-01 02:19:39.830
21548,47,2017-06-20 18:40:30.140
21549,23,2018-06-05 09:12:37.950
21550,45,2019-02-11 07:41:26.860
21551,3,2017-07-15 03:41:42.200
21552,13,2019-03-30 03:19:26.710
21553,25,2017-05-07 02:11:48.050
21554,39,2017-10-01 00:46:59.510
21555,5,2017-12-01 18:01:11.130
21556,11,2019-07-19 11:10:45.570
21557,4,2018-12-14 03:01:25.640
21558,2,2019-02-26 05:08:29.880
21559,11,2018-03-03 11:33:27.580
21560,14,2017-01-10 21:00:54.730
21561,26,2019-10-16 18:23:46.070
21562,43,2019-11-13 09:41:25.840
21563,49,2017-12-06 00:53:40.670
21564,25,2017-03-19 22:54:12.600
21565,37,2019-02-20 01:08:40.980
21566,27,2018-01-30 13:43:27.160
21567,14,2019-06-04 21:15:34.220
21568,6,2017-04-03 10:49:36.300
21569,23,2019-03-11 07:27:08.560
21570,41,2017-03-31 02:33:23.300
21571,16,2019-04-21 10:16:56.750
21572,19,2019-05-24 16:41:40.390
21573,9,2019-08-01 11:14:01.430
21574,44,2017-09-08 07:20:38.140
21575,45,2017-11-02 18:49:34.500
21576,38,2019-09-11 14:27:22.990
21577,9,2018-09-23 06:27:24.610
21578,32,2017-06-04 07:24:47.970
21579,47,2017-11-17 19:28:42.310
21580,8,2019-10-27 07:33:42.490
21581,31,2017-07-18 05:49:32.190
21582,5,2018-05-28 05:36:38.140
21583,8,2018-01-12 04:55:14.230
21584,42,2018-01-04 10:44:14.020
21585,26,2018-12-15 07:12:21.760
21586,26,2018-02-21 11:29:01.600
21587,15,2018-07-18 23:54:05.070
21588,16,2019-04-20 17:15:48.950
21589,45,2018-11-20 18:58:04.330
21590,19,2018-10-09 14:02:26.980
21591,44,2018-11-17 03:32:23.720
21592,30,2017-02-03 19:45:10.540
21593,5,2018-02-28 11:06:09.540
21594,10,2019-08-21 01:01:02.880
21595,50,2018-06-02 03:01:15.640
21596,45,2018-03-28 17:44:43.460
21597,1,2019-09-14 05:02:34.070
21598,34,2019-05-27 02:24:25.990
21599,26,2017-01-16 10:45:02.830
21600,22,2019-12-17 04:19:06.370
21601,40,2017-02-09 12:46:36.330
21602,28,2019-09-05 02:25:42.320
21603,24,2019-10-28 18:59:33.950
21604,32,2017-12-04 22:38:23.520
21605,30,2019-10-03 09:27:43.810
21606,34,2019-09-12 10:16:49.620
21607,4,2019-08-04 15:32:29.320
21608,32,2017-02-19 23:02:30.660
21609,44,2019-04-20 08:21:19.370
21610,18,2017-05-18 08:46:18.370
21611,2,2019-12-31 10:11:10.110
21612,23,2018-05-17 10:35:33.330
21613,5,2017-05-20 07:10:36.400
21614,3,2017-09-07 07:25:20.910
21615,33,2019-06-30 11:53:42.710
21616,21,2017-07-09 00:35:11.460
21617,35,2019-07-28 06:24:46.320
21618,8,2017-07-03 09:19:05.130
21619,50,2018-04-01 07:58:18.860
21620,11,2019-04-05 13:51:56.820
21621,13,2019-05-05 07:32:23.560
21622,48,2017-08-03 00:27:07.190
21623,12,2018-03-05 22:32:03.390
21624,4,2017-04-22 21:38:17.050
21625,48,2018-06-09 07:30:08.350
21626,36,2017-02-08 03:31:07.500
21627,15,2018-03-17 05:29:48.120
21628,50,2018-04-30 03:50:33.130
21629,45,2018-04-05 04:04:14.340
21630,50,2017-07-04 17:48:17.450
21631,37,2017-02-23 13:55:09.070
21632,26,2018-06-19 18:11:17.340
21633,7,2017-08-09 11:41:27.880
21634,25,2019-01-19 08:39:58.010
21635,19,2017-06-23 03:20:07.960
21636,3,2017-01-23 03:47:02.750
21637,32,2018-01-17 14:37:02.570
21638,26,2017-02-16 15:22:01.550
21639,12,2018-10-27 10:11:00.580
21640,42,2018-08-27 02:34:45.410
21641,23,2019-02-08 03:50:01.580
21642,33,2017-10-30 23:54:22.010
21643,22,2017-06-08 18:50:32.000
21644,27,2018-07-01 02:40:26.910
21645,18,2019-03-29 09:21:16.410
21646,21,2019-10-27 16:32:01.620
21647,25,2017-08-18 12:01:33.560
21648,2,2019-01-31 01:56:39.280
21649,27,2019-09-30 11:14:34.940
21650,29,2018-10-24 21:38:46.830
21651,11,2019-03-04 15:25:15.560
21652,43,2019-11-17 04:57:30.340
21653,35,2017-06-25 00:34:34.190
21654,15,2019-10-16 06:38:53.030
21655,10,2018-04-22 20:40:48.240
21656,43,2018-02-28 12:53:12.100
21657,17,2018-05-06 18:50:37.690
21658,20,2018-10-08 13:16:19.690
21659,35,2017-01-28 16:37:35.180
21660,45,2018-03-11 11:10:09.240
21661,20,2017-09-19 05:26:17.520
21662,4,2019-01-24 23:24:19.830
21663,37,2017-03-01 13:49:29.360
21664,45,2019-10-22 12:31:53.410
21665,31,2017-11-05 10:44:46.180
21666,27,2019-11-15 10:44:50.150
21667,17,2017-06-08 02:25:24.150
21668,30,2018-05-21 06:23:14.180
21669,35,2019-06-01 10:16:16.660
21670,31,2018-06-05 20:17:27.790
21671,40,2019-06-24 17:30:30.810
21672,9,2017-05-23 23:00:56.880
21673,47,2019-07-30 04:54:25.510
21674,9,2019-10-27 06:09:14.560
21675,39,2018-09-30 14:09:03.700
21676,30,2019-10-21 15:49:28.050
21677,26,2018-05-12 02:21:02.030
21678,35,2019-10-28 01:17:41.450
21679,37,2018-12-06 20:41:34.840
21680,27,2018-05-21 03:31:44.080
21681,11,2018-08-19 06:47:24.820
21682,14,2017-10-30 07:24:01.080
21683,24,2019-01-30 18:27:00.040
21684,16,2018-04-23 17:24:46.820
21685,40,2017-02-10 10:14:02.880
21686,45,2018-01-25 18:05:49.630
21687,41,2018-07-17 04:33:36.780
21688,42,2017-05-22 05:22:16.310
21689,16,2018-06-28 15:20:03.410
21690,27,2017-04-02 06:56:30.860
21691,37,2019-05-02 06:22:50.940
21692,12,2018-07-10 21:09:02.030
21693,41,2018-09-11 04:25:13.600
21694,17,2018-05-11 09:45:19.320
21695,22,2019-04-19 05:22:59.910
21696,19,2019-03-02 05:28:02.120
21697,47,2019-09-28 11:35:50.050
21698,28,2017-03-05 17:45:31.440
21699,46,2018-05-18 09:58:58.450
21700,41,2018-02-10 17:05:31.140
21701,4,2019-03-20 08:28:02.170
21702,45,2018-04-08 06:07:05.590
21703,17,2018-04-06 02:01:32.960
21704,47,2019-05-02 22:17:04.690
21705,39,2019-08-29 12:42:13.580
21706,3,2017-03-08 21:51:23.100
21707,46,2018-05-04 07:03:23.860
21708,27,2017-07-26 00:50:34.610
21709,27,2019-08-23 03:31:18.820
21710,30,2019-01-06 15:04:18.210
21711,17,2018-02-18 05:14:00.080
21712,32,2019-09-04 04:55:58.240
21713,34,2019-09-07 22:24:47.950
21714,9,2017-02-03 05:05:41.760
21715,34,2018-11-02 03:48:22.420
21716,6,2017-09-04 09:00:03.760
21717,31,2018-04-02 19:59:41.280
21718,22,2018-01-24 23:31:47.840
21719,5,2017-01-13 03:43:31.430
21720,37,2017-10-10 03:59:40.340
21721,36,2017-08-02 03:54:08.690
21722,26,2018-10-24 00:14:21.800
21723,15,2017-12-05 21:12:29.520
21724,9,2018-05-18 09:19:52.290
21725,44,2018-10-04 01:49:30.430
21726,29,2017-01-28 15:23:41.230
21727,18,2019-06-06 04:07:51.640
21728,30,2017-10-29 18:37:01.980
21729,37,2018-12-22 04:02:40.620
21730,20,2019-12-05 10:26:30.200
21731,34,2018-03-12 00:15:57.450
21732,48,2017-05-07 13:32:21.530
21733,40,2018-03-09 22:24:12.930
21734,46,2017-02-03 10:44:14.310
21735,24,2018-10-02 14:53:43.510
21736,17,2019-03-14 22:50:27.560
21737,47,2019-07-06 17:26:23.090
21738,28,2019-12-16 12:58:17.110
21739,27,2017-12-06 22:38:09.600
21740,38,2019-01-21 03:10:31.730
21741,50,2017-10-05 12:09:07.490
21742,15,2019-02-23 22:32:52.780
21743,16,2018-04-02 12:06:29.380
21744,36,2017-03-17 10:06:20.080
21745,10,2017-06-26 07:38:27.520
21746,5,2019-04-20 13:43:10.860
21747,29,2019-12-06 13:48:39.170
21748,33,2018-01-08 06:18:47.090
21749,34,2017-05-07 20:08:44.130
21750,17,2019-06-15 14:01:44.240
21751,39,2018-04-30 05:16:48.350
21752,25,2019-06-16 15:19:19.420
21753,23,2018-04-27 22:21:09.460
21754,10,2018-03-16 00:36:26.060
21755,5,2018-01-10 10:21:27.760
21756,29,2019-10-09 16:37:06.640
21757,31,2019-05-07 00:37:20.910
21758,9,2019-03-16 11:13:39.560
21759,3,2017-10-22 22:35:03.280
21760,11,2019-03-04 04:04:06.110
21761,35,2019-02-25 10:40:02.060
21762,16,2019-09-14 17:35:11.090
21763,41,2017-10-09 06:33:43.890
21764,7,2018-07-25 23:28:34.570
21765,47,2018-07-21 03:24:24.600
21766,19,2017-02-13 01:06:58.720
21767,43,2018-12-12 05:29:31.680
21768,38,2019-03-15 23:35:21.770
21769,35,2017-10-23 21:51:47.450
21770,18,2019-03-10 03:35:11.550
21771,9,2018-02-18 21:20:37.470
21772,3,2019-09-25 16:38:37.370
21773,45,2018-11-30 19:23:19.960
21774,18,2018-03-06 19:56:56.620
21775,38,2017-05-05 12:29:38.900
21776,22,2018-08-06 16:57:18.070
21777,11,2018-06-16 17:28:59.450
21778,29,2019-01-17 02:33:08.940
21779,49,2019-06-14 06:55:38.300
21780,39,2017-04-09 21:05:23.510
21781,1,2017-07-03 06:53:59.710
21782,35,2018-11-14 07:03:17.240
21783,47,2018-05-21 17:28:36.960
21784,21,2019-02-25 15:47:46.340
21785,32,2019-12-15 19:10:30.420
21786,9,2017-01-05 12:37:07.460
21787,25,2017-11-26 02:44:52.740
21788,30,2017-12-16 17:25:49.050
21789,42,2017-06-13 22:52:53.830
21790,46,2018-01-02 05:43:42.810
21791,36,2018-10-04 21:14:59.880
21792,39,2018-06-20 19:29:43.570
21793,26,2019-02-15 18:59:51.770
21794,17,2018-05-24 18:27:29.720
21795,3,2018-01-04 09:14:22.130
21796,34,2017-10-23 05:02:25.390
21797,25,2017-08-06 14:04:06.150
21798,9,2019-10-05 14:41:41.390
21799,39,2019-04-03 09:34:24.010
21800,42,2018-04-15 20:43:21.170
21801,13,2018-02-28 03:52:00.740
21802,41,2018-07-04 12:18:08.420
21803,48,2018-07-13 15:00:06.550
21804,17,2018-02-18 01:04:50.550
21805,8,2018-01-25 04:22:41.550
21806,36,2019-12-20 09:58:40.580
21807,31,2019-02-24 16:34:39.390
21808,6,2017-06-14 00:43:46.250
21809,23,2019-12-12 19:29:01.480
21810,34,2017-05-26 12:31:41.000
21811,18,2018-05-11 04:00:48.550
21812,2,2017-08-21 12:21:03.040
21813,10,2018-11-12 02:38:25.980
21814,14,2018-08-07 22:32:48.040
21815,11,2017-02-11 01:27:23.780
21816,1,2017-08-14 16:48:32.380
21817,19,2019-01-29 14:40:48.670
21818,21,2019-04-06 21:34:56.050
21819,25,2017-05-20 01:29:10.830
21820,39,2018-11-21 19:11:43.990
21821,44,2019-06-09 00:14:01.380
21822,13,2017-05-03 22:38:55.340
21823,47,2018-10-03 16:45:39.790
21824,40,2019-12-20 02:14:30.440
21825,32,2019-04-23 13:58:52.110
21826,21,2019-06-05 05:19:42.770
21827,28,2018-02-05 12:05:09.260
21828,28,2019-10-19 14:45:54.090
21829,16,2017-12-15 03:46:17.200
21830,4,2017-10-12 21:23:37.850
21831,48,2019-07-25 02:15:24.980
21832,2,2018-06-16 15:02:48.620
21833,40,2019-01-01 01:33:16.790
21834,8,2018-09-30 00:22:59.930
21835,27,2018-05-11 02:57:21.020
21836,10,2019-09-18 14:44:22.330
21837,37,2018-11-12 03:02:43.520
21838,31,2019-02-16 15:37:15.850
21839,13,2019-09-02 13:41:36.910
21840,47,2018-07-22 19:11:11.330
21841,29,2017-12-20 05:02:58.650
21842,20,2017-01-09 01:04:40.050
21843,7,2018-09-08 18:58:12.200
21844,8,2019-03-30 19:07:07.060
21845,28,2018-07-13 22:01:12.140
21846,34,2019-06-30 20:38:23.760
21847,29,2017-10-08 21:39:01.240
21848,12,2018-08-23 11:22:38.020
21849,7,2018-03-04 00:21:16.560
21850,3,2017-10-15 14:16:24.760
21851,15,2018-03-09 22:02:55.770
21852,5,2017-12-12 04:21:21.990
21853,35,2017-06-26 04:17:31.320
21854,1,2019-07-22 20:58:10.040
21855,48,2018-09-16 17:52:33.320
21856,50,2018-05-30 22:56:53.020
21857,45,2017-02-14 20:36:28.200
21858,9,2019-03-10 00:57:37.130
21859,35,2018-03-15 17:00:27.070
21860,37,2019-02-01 20:01:52.940
21861,8,2017-08-21 01:56:15.920
21862,3,2019-11-19 23:45:55.290
21863,41,2019-05-11 23:36:50.880
21864,20,2017-10-30 01:33:28.130
21865,36,2017-08-16 08:24:54.440
21866,17,2018-04-12 14:20:34.130
21867,13,2018-10-29 14:30:37.050
21868,3,2017-01-13 06:36:53.860
21869,38,2017-03-29 07:22:22.530
21870,2,2018-02-06 17:35:16.360
21871,14,2018-03-24 06:43:42.770
21872,39,2017-05-26 09:57:15.960
21873,8,2018-11-20 07:54:57.970
21874,28,2018-12-08 00:28:13.330
21875,11,2017-08-06 21:36:47.780
21876,25,2017-04-29 03:00:18.720
21877,6,2019-12-25 17:46:32.210
21878,39,2019-05-09 15:01:56.570
21879,13,2017-12-20 22:04:02.420
21880,48,2018-05-17 09:59:25.400
21881,43,2018-10-27 09:34:10.800
21882,17,2018-02-21 18:27:59.050
21883,22,2019-12-15 07:39:22.100
21884,13,2017-07-26 19:13:05.530
21885,40,2017-04-09 11:07:59.220
21886,44,2017-09-30 05:51:51.180
21887,17,2018-02-04 20:50:50.320
21888,39,2018-09-15 02:28:57.670
21889,10,2019-02-22 06:29:32.230
21890,27,2017-12-10 01:45:51.470
21891,15,2017-01-19 22:13:45.010
21892,29,2017-05-14 09:57:41.580
21893,46,2017-01-26 21:36:06.570
21894,27,2019-02-09 03:27:38.260
21895,40,2018-01-21 07:30:17.590
21896,26,2018-09-03 18:04:29.900
21897,30,2019-02-04 08:10:32.530
21898,38,2018-04-03 03:42:33.630
21899,22,2018-04-28 03:48:32.940
21900,12,2019-05-22 06:30:31.530
21901,22,2017-03-24 18:16:31.500
21902,26,2018-09-29 20:06:35.150
21903,25,2017-05-01 06:39:40.330
21904,5,2019-04-27 21:44:08.670
21905,39,2018-11-26 13:48:40.640
21906,27,2018-10-20 21:04:04.910
21907,47,2019-04-16 13:19:58.710
21908,7,2017-09-23 16:46:19.030
