rentalPeriodRentalNumber,rentalPeriodStartingTime,rentalPeriodEndingTime,periodCategory,rentalFee,rentalPeriodBillingNumber,rentalPeriodLineNumber
1018,2017-07-06 20:00:27.470,2017-10-10 09:09:44.420,M,6000.0000,254,7007
1018,2017-07-16 09:28:10.240,2017-08-30 19:49:59.070,M,6000.0000,670,36995
1018,2017-11-08 10:56:10.100,2018-01-26 22:55:11.200,M,8000.0000,151,84178
1018,2017-11-13 21:02:09.010,2018-04-05 07:56:08.660,M,6000.0000,53,35709
1018,2018-10-01 22:23:45.750,2019-03-31 00:31:01.050,M,6000.0000,463,3247
1018,2019-01-28 10:17:23.440,2019-03-08 03:06:28.780,M,6000.0000,566,77384
1018,2019-05-21 19:18:08.440,2019-08-03 11:22:43.440,M,6000.0000,357,84336
1019,2018-02-02 17:14:58.640,2018-03-24 05:06:35.070,M,6000.0000,670,43846
1019,2018-03-11 23:41:39.930,2018-05-04 03:46:51.250,M,8000.0000,463,8337
1019,2018-09-10 13:47:30.300,2019-02-16 12:27:30.510,M,6000.0000,357,103453
1019,2018-12-08 20:08:46.960,2019-01-18 01:43:17.160,M,6000.0000,53,41930
1019,2019-03-26 22:14:45.080,2019-07-15 17:47:36.250,M,6000.0000,254,13128
1019,2019-06-12 20:32:10.950,2019-08-31 10:39:47.470,M,6000.0000,566,85287
1019,2019-07-12 20:08:54.920,2019-10-22 20:28:32.860,M,6000.0000,151,101172
1020,2017-12-18 23:39:33.720,2018-04-22 04:08:17.490,M,6000.0000,463,12275
1020,2018-02-16 02:25:44.820,2018-05-11 15:23:40.410,M,8000.0000,566,102673
1020,2018-04-19 13:03:05.880,2018-08-05 17:34:52.460,M,6000.0000,357,105336
1020,2018-11-24 13:14:05.810,2019-04-12 03:25:28.510,M,6000.0000,53,42442
1020,2019-02-02 12:45:09.070,2019-05-03 10:12:11.910,M,6000.0000,254,14736
1020,2019-02-13 01:51:19.300,2019-05-01 12:56:26.010,M,6000.0000,670,53076
1020,2019-07-02 11:29:21.560,2019-11-12 01:25:52.320,M,6000.0000,151,105178
1021,2017-04-12 05:34:22.220,2017-09-17 03:55:05.640,M,6000.0000,463,14516
1021,2017-09-15 09:26:00.520,2018-01-03 06:11:41.760,M,8000.0000,53,51865
1021,2017-11-17 10:20:56.080,2018-01-02 19:19:57.660,M,8000.0000,357,126336
1021,2017-12-03 08:33:22.150,2018-05-21 02:42:19.750,M,6000.0000,566,106287
1021,2018-02-12 15:48:12.440,2018-05-31 12:58:41.850,M,6000.0000,254,17990
1021,2019-08-06 10:15:32.690,2019-09-11 23:52:24.130,M,6000.0000,670,64846
1021,2019-08-31 08:51:37.700,2019-12-16 22:26:26.300,M,6000.0000,151,126178
1022,2017-08-21 11:00:51.070,2017-12-03 20:02:08.340,M,6000.0000,670,78995
1022,2017-09-30 01:45:06.210,2018-02-15 16:51:00.160,M,6000.0000,53,62930
1022,2018-02-03 01:51:13.130,2018-04-07 17:48:46.100,M,6000.0000,151,127178
1022,2018-02-17 21:39:19.130,2018-04-27 12:00:45.170,M,8000.0000,463,17858
1022,2018-06-30 16:19:29.030,2018-12-28 12:36:54.420,M,6000.0000,254,22112
1022,2019-04-06 17:00:11.220,2019-05-28 09:11:23.950,M,6000.0000,566,129287
1022,2019-04-10 07:18:28.470,2019-06-14 12:02:40.240,M,6000.0000,357,127336
1023,2017-05-25 09:49:12.090,2017-07-31 05:31:05.550,M,6000.0000,357,128336
1023,2017-09-24 00:30:32.800,2017-11-07 08:40:44.790,M,6000.0000,151,128178
1023,2017-10-13 06:03:00.000,2017-11-24 00:57:26.150,M,8000.0000,254,28007
1023,2018-04-22 07:44:39.340,2018-09-28 01:21:23.990,M,6000.0000,53,63442
1023,2018-04-25 14:16:18.900,2018-07-03 14:56:14.270,M,6000.0000,670,85846
1023,2018-10-21 16:43:58.660,2019-01-03 17:40:50.780,M,6000.0000,463,21753
1023,2019-06-29 02:47:06.960,2019-09-22 18:03:16.430,M,6000.0000,567,539
1024,2017-07-19 21:03:53.680,2017-08-31 16:23:21.980,M,6000.0000,53,77709
1024,2017-12-21 08:18:18.540,2018-05-15 17:54:34.940,M,6000.0000,567,3498
1024,2018-07-19 17:30:08.630,2019-01-01 19:20:01.310,M,8000.0000,152,603
1024,2018-08-12 13:42:44.050,2018-12-16 18:44:52.770,M,6000.0000,254,35736
1024,2018-09-12 19:54:19.190,2019-03-11 01:47:55.690,M,8000.0000,358,1546
1024,2018-10-11 10:56:02.680,2019-02-04 08:05:22.230,M,6000.0000,463,29337
1024,2018-12-27 12:58:05.100,2019-05-31 20:29:31.590,M,6000.0000,670,102313
1025,2017-01-08 13:39:23.950,2017-04-15 12:03:59.130,M,8000.0000,463,35516
1025,2017-01-24 16:25:25.670,2017-07-25 10:20:45.970,M,6000.0000,567,7797
1025,2017-04-26 23:50:30.560,2017-06-06 08:13:23.990,M,8000.0000,152,4423
1025,2017-09-25 01:32:04.840,2018-01-15 23:46:27.200,M,6000.0000,53,84442
1025,2018-12-26 20:26:48.490,2019-02-27 13:07:43.960,M,6000.0000,254,43112
1025,2019-07-10 15:02:19.730,2019-11-14 14:26:16.560,M,6000.0000,670,106846
1025,2019-07-26 15:45:42.960,2019-09-13 06:23:08.610,M,6000.0000,358,3410
1026,2017-12-11 08:54:25.780,2018-02-23 04:24:13.930,M,8000.0000,358,8586
1026,2019-01-23 13:36:20.050,2019-06-09 10:23:08.820,M,6000.0000,567,10718
1026,2019-02-12 04:36:15.090,2019-06-30 11:37:54.650,M,6000.0000,53,101549
1026,2019-03-02 13:38:47.810,2019-07-19 14:14:28.740,M,6000.0000,254,55128
1026,2019-05-31 10:28:37.550,2019-09-18 08:24:28.560,M,6000.0000,463,42753
1026,2019-06-11 17:41:39.130,2019-11-16 10:05:09.240,M,8000.0000,152,7170
1026,2019-08-20 06:24:55.680,2019-12-13 14:45:28.650,M,6000.0000,670,129846
1027,2017-12-21 04:28:51.030,2018-06-03 07:52:10.390,M,6000.0000,567,14657
1027,2018-06-17 21:51:55.250,2018-10-22 19:46:09.000,M,6000.0000,53,105442
1027,2018-06-21 04:41:54.300,2018-11-24 02:19:12.110,M,6000.0000,463,54275
1027,2018-08-08 02:26:00.730,2018-10-03 04:22:19.010,M,8000.0000,671,1196
1027,2018-09-21 03:08:55.580,2019-02-13 06:48:35.660,M,8000.0000,254,64112
1027,2018-10-11 09:41:44.170,2018-12-07 06:15:23.390,M,8000.0000,358,11613
1027,2019-02-22 17:36:28.610,2019-07-05 15:01:19.240,M,6000.0000,152,10210
1028,2017-09-28 00:27:46.890,2017-11-28 04:50:23.980,M,6000.0000,567,18224
1028,2017-10-15 04:42:20.670,2018-01-28 19:00:16.160,M,6000.0000,152,15787
1028,2017-11-15 22:43:30.550,2018-05-08 19:48:28.780,M,6000.0000,53,125930
1028,2018-06-05 18:34:28.390,2018-11-30 16:19:54.460,M,6000.0000,358,15992
1028,2018-06-24 07:19:09.200,2018-07-27 05:47:05.680,M,6000.0000,254,77736
1028,2018-06-27 01:55:43.730,2018-11-13 18:42:00.400,M,6000.0000,463,63753
1028,2019-05-22 15:38:56.230,2019-08-03 17:58:26.080,M,6000.0000,671,4676
1029,2017-01-04 04:06:56.540,2017-06-06 12:11:16.510,M,6000.0000,358,18162
1029,2017-05-24 22:10:16.470,2017-11-13 16:10:55.240,M,6000.0000,567,21539
1029,2017-08-22 23:04:37.370,2017-10-27 10:57:19.690,M,6000.0000,53,126442
1029,2018-06-18 06:36:20.240,2018-07-23 23:49:59.930,M,6000.0000,671,11064
1029,2018-11-17 06:08:16.320,2018-12-27 06:40:09.160,M,8000.0000,152,17202
1029,2018-12-30 14:18:12.030,2019-04-11 09:07:53.960,M,6000.0000,463,77516
1029,2019-02-02 00:02:42.060,2019-07-07 23:29:17.810,M,8000.0000,254,85112
1030,2017-06-27 03:38:22.700,2017-12-06 13:00:22.590,M,6000.0000,53,127442
1030,2017-12-11 14:40:01.280,2018-01-17 05:32:18.040,M,6000.0000,254,101990
1030,2018-02-02 22:42:35.770,2018-04-09 03:32:23.930,M,6000.0000,463,84753
1030,2018-08-23 12:41:12.070,2019-02-09 04:26:14.610,M,6000.0000,671,11375
1030,2018-09-03 14:43:24.590,2018-12-12 22:34:41.990,M,6000.0000,358,22546
1030,2019-05-29 00:11:09.130,2019-11-20 15:28:15.040,M,8000.0000,567,28797
1030,2019-07-24 09:28:43.100,2019-12-24 13:51:57.370,M,6000.0000,152,21603
1031,2017-04-19 16:56:06.040,2017-08-12 15:40:08.180,M,6000.0000,671,15133
1031,2017-04-26 21:08:33.970,2017-09-03 08:10:40.530,M,6000.0000,254,106112
1031,2017-05-11 17:06:27.030,2017-11-03 10:47:55.130,M,6000.0000,53,128442
1031,2018-11-02 23:05:23.560,2019-03-05 23:23:19.240,M,6000.0000,358,29586
1031,2018-12-02 04:38:22.370,2019-04-24 18:08:36.200,M,6000.0000,463,101858
1031,2019-01-22 19:26:20.800,2019-03-11 10:36:43.920,M,6000.0000,152,28170
1031,2019-04-08 10:33:36.630,2019-06-09 22:43:16.560,M,6000.0000,567,35657
1032,2017-12-03 19:04:57.550,2018-03-03 18:06:46.680,M,8000.0000,54,933
1032,2018-01-19 23:34:20.410,2018-03-29 00:33:38.050,M,6000.0000,152,36787
1032,2018-02-10 00:21:54.650,2018-04-12 08:39:55.430,M,8000.0000,567,42539
1032,2018-03-01 05:58:43.930,2018-05-08 21:34:59.250,M,6000.0000,254,129112
1032,2018-04-17 11:04:30.730,2018-06-08 03:12:30.640,M,6000.0000,358,36992
1032,2018-06-25 05:53:42.100,2018-09-20 00:33:25.550,M,6000.0000,463,105753
1032,2019-01-01 14:05:42.760,2019-04-24 11:41:36.350,M,8000.0000,671,19055
1033,2017-01-22 05:23:21.930,2017-03-20 07:09:52.010,M,6000.0000,567,52718
1033,2017-03-16 06:06:44.790,2017-09-03 05:54:50.260,M,6000.0000,671,22196
1033,2017-12-27 07:29:32.160,2018-01-30 06:04:00.160,M,6000.0000,463,126753
1033,2018-05-08 12:16:19.350,2018-11-05 17:59:17.600,M,6000.0000,255,4565
1033,2019-05-15 01:07:23.880,2019-09-10 14:50:27.880,M,6000.0000,54,2733
1033,2019-07-08 02:08:29.200,2019-12-17 17:19:53.620,M,6000.0000,358,43546
1033,2019-08-04 19:38:12.890,2019-09-27 13:56:01.180,M,6000.0000,152,42603
1034,2017-01-21 00:25:14.220,2017-06-15 14:29:01.030,M,6000.0000,152,52210
1034,2017-11-06 23:07:50.190,2018-02-14 20:28:37.800,M,8000.0000,671,32064
1034,2018-01-06 19:36:06.770,2018-05-17 15:46:16.440,M,6000.0000,54,6315
1034,2018-01-31 17:09:28.820,2018-04-23 14:48:30.190,M,6000.0000,358,53613
1034,2019-01-18 19:48:16.260,2019-04-13 05:48:10.870,M,6000.0000,567,63539
1034,2019-04-22 01:26:36.790,2019-07-17 20:07:13.190,M,6000.0000,255,5915
1034,2019-07-20 06:21:16.560,2019-09-09 05:52:22.410,M,6000.0000,463,127753
1035,2017-01-28 15:02:10.210,2017-06-18 09:51:17.140,M,6000.0000,54,9861
1035,2017-05-14 06:25:41.970,2017-09-23 22:45:50.100,M,6000.0000,358,64546
1035,2017-11-30 20:37:14.180,2018-02-24 07:53:47.830,M,6000.0000,567,77657
1035,2018-09-18 05:51:18.310,2019-03-04 18:29:23.990,M,6000.0000,463,128753
1035,2018-09-29 14:23:44.590,2019-01-13 20:08:31.160,M,6000.0000,255,6492
1035,2019-03-17 23:14:27.480,2019-07-06 22:57:06.400,M,8000.0000,671,36133
1035,2019-04-24 18:51:57.020,2019-06-04 18:10:26.360,M,8000.0000,152,63603
1036,2017-04-01 08:41:54.540,2017-08-31 19:41:44.240,M,6000.0000,54,13559
1036,2017-04-02 10:14:31.820,2017-09-03 07:52:11.490,M,6000.0000,671,43196
1036,2017-08-29 18:42:58.740,2017-11-14 00:11:20.750,M,8000.0000,358,78992
1036,2017-09-29 01:15:13.890,2018-02-07 04:21:12.910,M,6000.0000,567,84539
1036,2018-05-05 09:35:07.000,2018-08-26 16:46:13.350,M,6000.0000,255,11965
1036,2018-12-04 19:18:47.240,2019-03-22 15:38:50.650,M,6000.0000,464,1183
1036,2019-04-18 17:35:37.160,2019-06-27 05:30:48.650,M,6000.0000,152,78787
1037,2017-05-07 02:49:31.400,2017-08-22 21:17:11.110,M,6000.0000,54,18310
1037,2017-08-14 14:14:08.600,2017-12-15 08:54:17.480,M,6000.0000,152,84603
1037,2017-09-15 21:51:39.790,2017-12-29 14:30:10.730,M,8000.0000,255,14145
1037,2018-09-14 23:26:52.870,2019-03-12 08:45:52.820,M,6000.0000,567,102224
1037,2018-09-24 19:22:26.610,2019-01-29 23:50:21.690,M,6000.0000,358,85546
1037,2018-10-14 21:06:32.070,2019-03-30 02:26:20.320,M,8000.0000,464,5720
1037,2018-11-03 17:01:13.010,2019-03-22 16:20:17.980,M,6000.0000,671,53375
1038,2017-01-17 09:22:12.040,2017-05-14 21:04:38.050,M,6000.0000,358,102162
1038,2017-03-01 22:03:20.320,2017-04-02 13:44:57.130,M,6000.0000,464,7028
1038,2017-04-13 23:56:42.180,2017-06-26 17:47:15.500,M,6000.0000,255,18635
1038,2017-06-01 04:40:03.700,2017-08-19 00:12:20.800,M,6000.0000,567,105539
1038,2019-05-13 03:59:30.780,2019-08-14 06:23:30.310,M,6000.0000,54,21933
1038,2019-08-26 03:10:45.600,2019-10-11 14:44:49.520,M,6000.0000,152,101202
1039,2017-02-23 03:23:18.090,2017-04-27 18:39:37.440,M,6000.0000,464,10327
1039,2018-03-17 01:45:45.930,2018-05-16 17:50:57.940,M,6000.0000,255,25565
1039,2018-03-27 13:53:02.170,2018-05-22 12:32:24.600,M,8000.0000,358,106546
1039,2018-04-30 07:57:56.340,2018-07-23 13:32:37.250,M,6000.0000,671,78133
1039,2018-10-28 06:02:14.390,2019-04-15 10:07:21.640,M,6000.0000,567,126539
1039,2018-11-15 11:07:27.150,2019-02-21 16:26:17.160,M,6000.0000,54,27315
1039,2018-12-10 12:14:31.480,2019-04-06 00:32:15.600,M,6000.0000,152,105603
1040,2017-05-17 13:44:40.320,2017-06-21 16:46:22.470,M,6000.0000,152,126603
1040,2017-05-19 11:39:22.860,2017-10-16 16:33:02.990,M,6000.0000,54,34559
1040,2017-09-15 13:28:37.780,2017-12-01 02:40:25.630,M,6000.0000,567,127539
1040,2018-07-10 10:51:24.180,2018-10-04 12:47:35.590,M,6000.0000,464,14547
1040,2018-12-04 02:03:07.160,2019-04-04 14:35:06.810,M,6000.0000,358,129546
1040,2019-03-07 10:27:16.680,2019-06-30 07:11:01.240,M,6000.0000,255,27492
1040,2019-05-04 02:03:22.050,2019-09-09 16:58:49.970,M,6000.0000,671,85196
1041,2017-06-24 03:10:09.780,2017-09-10 14:01:22.340,M,6000.0000,255,35145
1041,2017-07-07 00:53:11.570,2017-11-18 13:14:54.920,M,6000.0000,54,42933
1041,2017-12-01 20:00:05.150,2018-02-28 05:39:38.980,M,6000.0000,152,127603
1041,2017-12-02 10:01:38.630,2018-05-23 23:38:40.830,M,6000.0000,671,103055
1041,2018-07-26 06:07:19.710,2018-11-06 18:25:31.610,M,6000.0000,359,1617
1041,2018-07-29 19:21:18.170,2018-09-26 13:03:08.510,M,6000.0000,464,18057
1041,2018-08-03 15:56:14.900,2018-10-22 12:04:43.150,M,6000.0000,567,128539
1042,2017-01-01 22:02:13.920,2017-02-11 08:37:15.770,M,6000.0000,54,51861
1042,2017-02-18 19:37:47.070,2017-05-25 12:49:39.550,M,6000.0000,152,128603
1042,2017-04-29 03:58:13.570,2017-09-04 12:08:57.830,M,6000.0000,464,22183
1042,2017-08-24 08:55:56.260,2017-11-08 21:26:48.060,M,6000.0000,671,106196
1042,2018-02-02 13:45:06.640,2018-03-21 20:25:46.990,M,6000.0000,359,3477
1042,2018-05-13 09:11:03.970,2018-09-26 00:09:06.800,M,6000.0000,255,46565
1042,2019-05-26 22:12:08.690,2019-07-19 09:37:14.230,M,6000.0000,568,512
1043,2017-10-29 15:18:15.740,2018-04-03 17:17:42.220,M,6000.0000,671,129196
1043,2017-12-20 11:53:04.240,2018-02-01 15:01:41.240,M,6000.0000,359,7027
1043,2018-01-16 13:42:47.810,2018-05-23 19:08:55.530,M,8000.0000,153,384
1043,2018-02-12 14:13:45.390,2018-05-24 22:40:15.760,M,8000.0000,464,28028
1043,2018-02-23 20:14:22.550,2018-08-20 22:23:21.670,M,6000.0000,568,5818
1043,2018-04-12 17:20:14.040,2018-08-08 12:23:05.850,M,6000.0000,54,63933
1043,2019-07-31 13:10:29.300,2019-10-16 10:12:12.340,M,6000.0000,255,53965
1044,2017-07-19 18:34:45.510,2018-01-06 07:40:35.090,M,6000.0000,153,2779
1044,2018-11-24 16:48:17.020,2019-05-01 09:05:42.970,M,6000.0000,359,12169
1044,2018-12-09 20:48:46.470,2019-05-23 08:31:27.940,M,6000.0000,464,35547
1044,2019-03-06 10:45:00.600,2019-07-06 23:41:55.540,M,6000.0000,568,6889
1044,2019-03-30 17:10:34.010,2019-05-30 17:24:38.370,M,6000.0000,54,76559
1044,2019-06-13 18:13:19.190,2019-12-12 10:04:13.520,M,6000.0000,672,85
1044,2019-07-03 22:07:10.720,2019-11-04 13:25:14.940,M,8000.0000,255,67565
1045,2017-03-24 22:41:40.250,2017-05-31 16:43:53.970,M,6000.0000,672,3501
1045,2017-05-19 12:16:14.510,2017-08-22 13:10:55.580,M,6000.0000,153,7138
1045,2017-06-21 10:39:45.410,2017-11-06 18:19:25.280,M,6000.0000,464,43183
1045,2018-07-08 00:38:08.860,2018-12-18 22:55:25.970,M,6000.0000,255,77145
1045,2018-11-02 07:56:16.110,2019-02-03 22:56:12.990,M,8000.0000,359,15350
1045,2019-03-12 14:46:49.600,2019-04-18 02:22:01.350,M,8000.0000,568,10677
1045,2019-06-12 17:48:16.350,2019-07-20 18:02:16.180,M,6000.0000,54,84933
1046,2017-04-05 05:14:01.630,2017-07-14 02:00:55.790,M,6000.0000,54,102310
1046,2017-07-07 09:34:33.690,2017-09-08 21:42:26.420,M,6000.0000,359,17960
1046,2017-08-13 12:01:50.750,2017-11-20 03:42:25.510,M,6000.0000,568,14612
1046,2017-12-17 05:21:12.680,2018-04-11 22:46:40.920,M,6000.0000,464,52327
1046,2018-05-21 14:23:42.910,2018-08-25 01:29:11.310,M,6000.0000,153,10105
1046,2019-06-14 01:18:56.740,2019-08-05 08:06:16.260,M,6000.0000,672,8837
1046,2019-07-08 05:44:50.480,2019-12-05 11:04:40.740,M,6000.0000,255,88565
1047,2018-02-07 14:22:26.110,2018-05-08 07:49:19.980,M,6000.0000,54,105933
1047,2018-03-09 02:15:35.270,2018-09-05 23:26:59.580,M,8000.0000,359,20963
1047,2018-03-25 07:22:08.590,2018-07-03 13:06:33.370,M,6000.0000,153,14743
1047,2018-11-25 14:16:11.620,2019-02-04 15:14:54.230,M,6000.0000,255,102635
1047,2019-02-20 07:52:01.030,2019-08-21 13:35:52.660,M,6000.0000,464,64183
1047,2019-04-30 04:52:04.700,2019-06-17 13:32:17.860,M,6000.0000,568,19591
1047,2019-05-11 10:40:06.450,2019-09-23 00:13:53.970,M,6000.0000,672,11470
1048,2017-06-01 16:37:15.560,2017-09-22 08:56:21.040,M,6000.0000,568,21512
1048,2018-03-15 00:41:07.470,2018-06-13 21:51:34.360,M,6000.0000,153,18223
1048,2018-05-02 14:44:46.190,2018-08-10 11:49:56.760,M,6000.0000,255,109565
1048,2018-06-12 09:40:51.770,2018-08-05 20:36:58.060,M,6000.0000,359,22617
1048,2018-09-10 23:33:05.750,2019-03-06 04:22:09.850,M,6000.0000,54,126933
1048,2019-02-04 01:39:53.470,2019-05-17 03:06:09.750,M,6000.0000,464,77547
1049,2017-05-20 13:25:43.360,2017-07-04 06:57:27.420,M,8000.0000,54,127933
1049,2017-06-04 15:59:37.650,2017-10-10 19:52:58.330,M,6000.0000,464,85183
1049,2018-05-18 00:36:25.270,2018-11-14 12:43:52.460,M,6000.0000,153,21384
1049,2018-07-06 00:51:43.970,2018-11-19 17:28:12.600,M,8000.0000,568,27889
1049,2019-06-09 01:40:43.110,2019-11-30 04:43:14.090,M,6000.0000,359,28027
1049,2019-06-12 00:43:00.070,2019-07-15 23:53:21.460,M,6000.0000,255,132565
1049,2019-08-09 10:40:06.840,2019-11-21 08:09:54.820,M,6000.0000,672,19739
1050,2017-04-12 18:19:17.290,2017-06-18 04:01:13.650,M,6000.0000,672,21085
1050,2017-08-08 00:25:07.560,2017-12-01 18:32:52.220,M,8000.0000,359,36350
1050,2017-08-28 15:39:41.490,2018-01-02 16:25:43.810,M,8000.0000,256,201
1050,2018-05-31 16:23:50.140,2018-10-25 15:42:49.120,M,6000.0000,568,35612
1050,2018-06-03 13:46:01.260,2018-10-29 08:01:42.450,M,8000.0000,54,128933
1050,2018-11-07 17:29:22.480,2018-12-15 03:05:41.490,M,6000.0000,464,102057
1050,2019-08-23 01:11:43.330,2019-12-07 19:56:38.350,M,6000.0000,153,28138
1051,2017-03-01 17:02:43.520,2017-04-17 03:59:07.870,M,6000.0000,464,106183
1051,2017-12-26 14:58:09.750,2018-06-25 08:27:23.320,M,6000.0000,153,35743
1051,2018-02-08 04:25:20.150,2018-08-05 22:26:01.370,M,6000.0000,256,5583
1051,2018-05-18 00:04:20.030,2018-08-31 14:59:06.950,M,6000.0000,672,29837
1051,2018-10-26 08:59:54.470,2019-04-24 07:53:36.470,M,8000.0000,568,42512
1051,2019-06-06 02:34:33.560,2019-07-22 10:52:56.500,M,6000.0000,55,1154
1051,2019-08-13 12:16:48.400,2020-01-03 21:31:57.560,M,6000.0000,359,41963
1052,2017-04-14 00:22:24.240,2017-05-29 06:00:05.530,M,8000.0000,256,7148
1052,2017-05-23 00:14:18.830,2017-09-04 08:11:50.070,M,6000.0000,55,6477
1052,2017-09-07 08:34:30.710,2018-03-05 03:35:51.640,M,6000.0000,672,38128
1052,2017-11-21 07:31:57.570,2018-04-03 14:39:50.240,M,8000.0000,359,43617
1052,2018-03-21 15:10:31.500,2018-08-14 07:23:23.760,M,6000.0000,464,129183
1052,2019-06-27 11:27:30.210,2019-09-27 15:49:06.800,M,6000.0000,153,42384
1053,2017-02-22 02:56:00.930,2017-07-12 07:27:00.830,M,6000.0000,153,52105
1053,2017-06-04 11:11:06.150,2017-12-01 17:06:09.580,M,6000.0000,256,10301
1053,2017-11-27 07:35:48.310,2018-05-29 01:59:31.740,M,6000.0000,672,42085
1053,2018-03-15 00:36:28.750,2018-06-23 15:45:24.380,M,6000.0000,359,54169
1053,2019-05-29 10:36:34.770,2019-09-13 02:53:43.360,M,6000.0000,465,429
1053,2019-07-05 04:32:01.580,2019-12-08 06:08:10.400,M,6000.0000,568,63512
1053,2019-08-22 13:21:52.640,2019-10-02 22:50:23.800,M,6000.0000,55,7760
1054,2017-07-12 19:08:48.280,2017-11-01 18:07:32.490,M,6000.0000,568,77612
1054,2017-07-31 23:57:19.810,2017-12-21 23:05:55.330,M,6000.0000,359,62963
1054,2017-08-17 01:18:42.000,2017-09-24 12:06:06.670,M,6000.0000,55,10289
1054,2018-06-08 13:53:26.870,2018-11-29 16:00:40.470,M,6000.0000,256,14369
1054,2019-03-13 04:45:05.240,2019-06-29 14:36:58.810,M,8000.0000,153,63384
1054,2019-03-16 22:43:47.290,2019-05-21 19:15:51.850,M,6000.0000,672,53470
1054,2019-03-31 21:52:22.490,2019-06-04 03:37:24.540,M,8000.0000,465,4372
1055,2017-04-23 14:21:55.060,2017-07-04 15:13:04.580,M,6000.0000,568,84512
1055,2017-11-25 08:53:24.210,2018-04-05 23:04:50.090,M,6000.0000,153,77743
1055,2018-06-12 08:43:23.170,2018-11-01 16:02:19.610,M,8000.0000,55,16185
1055,2018-11-14 23:38:24.670,2019-02-12 08:25:19.130,M,6000.0000,359,64617
1055,2018-11-30 14:04:57.930,2019-01-19 23:30:33.130,M,6000.0000,465,6911
1055,2019-01-06 13:56:26.210,2019-05-25 00:48:05.970,M,6000.0000,672,63085
1055,2019-02-03 17:19:17.030,2019-07-29 08:05:56.450,M,8000.0000,256,18376
1056,2017-07-31 03:14:54.020,2017-10-09 05:44:39.270,M,6000.0000,359,78350
1056,2017-12-22 05:27:20.840,2018-04-12 18:12:12.290,M,6000.0000,153,84384
1056,2018-09-22 04:12:12.120,2019-01-21 03:19:19.730,M,6000.0000,672,80128
1056,2019-01-18 02:40:57.820,2019-06-16 11:04:55.070,M,6000.0000,256,21201
1056,2019-01-26 07:45:46.250,2019-04-02 07:21:48.320,M,8000.0000,568,103591
1056,2019-04-08 09:49:42.930,2019-10-07 23:22:33.940,M,6000.0000,55,17203
1056,2019-05-29 10:40:43.940,2019-07-16 07:06:11.660,M,6000.0000,465,11524
1057,2017-08-10 03:54:41.740,2018-01-14 05:30:13.520,M,6000.0000,568,105512
1057,2017-10-11 09:55:44.480,2017-11-15 09:19:31.420,M,8000.0000,359,85617
1057,2018-05-03 20:03:40.160,2018-06-19 00:57:42.120,M,8000.0000,465,14021
1057,2018-05-11 22:19:52.100,2018-08-02 09:41:57.370,M,6000.0000,55,22154
1057,2018-06-15 22:01:46.300,2018-11-24 03:33:59.860,M,8000.0000,153,102223
1057,2018-12-20 03:18:31.730,2019-05-12 04:02:26.540,M,6000.0000,256,28148
1057,2019-06-03 05:15:30.620,2019-11-27 00:19:01.790,M,8000.0000,672,84085
1058,2018-02-10 20:31:52.760,2018-05-30 14:37:37.370,M,6000.0000,359,101960
1058,2018-05-13 12:04:33.410,2018-09-23 22:02:55.370,M,6000.0000,256,35369
1058,2018-11-23 06:35:39.640,2019-03-16 05:57:05.970,M,6000.0000,568,126512
1058,2019-02-06 06:43:09.480,2019-05-25 04:33:40.080,M,6000.0000,465,18277
1058,2019-03-18 09:27:54.850,2019-07-29 20:08:11.180,M,8000.0000,672,103739
1058,2019-08-16 16:09:44.810,2020-01-29 16:35:03.800,M,6000.0000,153,105384
1058,2019-08-17 10:01:44.250,2019-09-21 05:03:51.350,M,6000.0000,55,28760
1059,2017-06-09 17:50:55.580,2017-11-01 22:06:54.770,M,6000.0000,153,126384
1059,2018-01-04 03:50:16.160,2018-02-13 08:40:55.780,M,6000.0000,672,105085
1059,2018-06-14 03:54:05.430,2018-12-02 23:32:10.730,M,6000.0000,55,37185
1059,2018-08-21 15:01:40.700,2019-01-20 06:38:53.320,M,6000.0000,256,42201
1059,2018-09-12 18:24:24.980,2018-12-05 21:34:24.480,M,8000.0000,465,21429
1059,2018-11-10 23:13:29.140,2019-02-04 02:18:06.900,M,6000.0000,359,106617
1059,2018-12-04 17:58:46.450,2019-04-10 05:53:51.670,M,6000.0000,568,127512
1060,2017-08-15 04:18:35.630,2017-11-11 20:46:26.750,M,6000.0000,256,52301
1060,2018-03-29 01:53:40.370,2018-08-05 13:58:45.460,M,6000.0000,672,126085
1060,2018-05-31 00:03:58.550,2018-11-12 04:14:24.330,M,6000.0000,359,125963
1060,2019-02-17 03:20:14.200,2019-06-12 18:36:15.370,M,6000.0000,465,27911
1060,2019-02-22 19:47:01.840,2019-03-26 18:38:36.380,M,8000.0000,55,43154
1060,2019-05-05 20:33:12.690,2019-07-11 23:10:41.950,M,6000.0000,568,128512
1060,2019-08-17 08:08:12.640,2019-11-21 06:10:56.560,M,6000.0000,153,127384
1061,2017-05-22 01:02:32.570,2017-07-12 08:42:25.780,M,6000.0000,256,63201
1061,2017-06-09 01:04:34.770,2017-10-21 14:37:07.150,M,6000.0000,55,52289
1061,2018-08-04 01:23:29.460,2018-10-29 07:08:22.690,M,6000.0000,672,127085
1061,2018-08-25 20:55:48.280,2018-12-24 02:24:16.500,M,6000.0000,359,129617
