workAttendanceTime,workGetOffTime,workHourEmployeeNum
2018-05-22 07:36:31.320,2018-05-30 07:36:32.320,13
2018-05-22 08:00:03.640,2018-05-30 08:00:04.640,18
2018-05-22 09:02:08.880,2018-05-30 09:02:09.880,42
2018-05-22 09:29:25.370,2018-05-30 09:29:26.370,15
2018-05-22 09:52:43.470,2018-05-30 09:52:44.470,2
2018-05-22 10:42:44.280,2018-05-30 10:42:45.280,34
2018-05-22 10:53:57.050,2018-05-30 10:53:58.050,5
2018-05-22 11:36:02.970,2018-05-30 11:36:03.970,26
2018-05-22 12:12:27.370,2018-05-30 12:12:28.370,26
2018-05-22 12:54:13.340,2018-05-30 12:54:14.340,35
2018-05-22 13:09:33.930,2018-05-30 13:09:34.930,46
2018-05-22 13:20:42.060,2018-05-30 13:20:43.060,42
2018-05-22 14:04:53.710,2018-05-30 14:04:54.710,48
2018-05-22 14:57:48.490,2018-05-30 14:57:49.490,30
2018-05-22 14:59:21.890,2018-05-30 14:59:22.890,18
2018-05-22 15:31:23.960,2018-05-30 15:31:24.960,22
2018-05-22 16:33:10.630,2018-05-30 16:33:11.630,16
2018-05-22 18:52:10.750,2018-05-30 18:52:11.750,26
2018-05-22 19:06:46.970,2018-05-30 19:06:47.970,48
2018-05-22 19:20:35.630,2018-05-30 19:20:36.630,22
2018-05-22 19:26:09.530,2018-05-30 19:26:10.530,23
2018-05-22 20:38:30.940,2018-05-30 20:38:31.940,7
2018-05-22 20:46:51.480,2018-05-30 20:46:52.480,31
2018-05-22 20:48:53.440,2018-05-30 20:48:54.440,32
2018-05-22 21:28:28.460,2018-05-30 21:28:29.460,23
2018-05-22 21:30:58.850,2018-05-30 21:30:59.850,37
2018-05-22 21:54:06.240,2018-05-30 21:54:07.240,10
2018-05-22 22:04:59.700,2018-05-30 22:05:00.700,45
2018-05-22 22:08:31.100,2018-05-30 22:08:32.100,50
2018-05-22 22:54:53.600,2018-05-30 22:54:54.600,45
2018-05-22 23:07:01.300,2018-05-30 23:07:02.300,46
2018-05-22 23:40:25.340,2018-05-30 23:40:26.340,26
2018-05-22 23:40:40.670,2018-05-30 23:40:41.670,5
2018-05-22 23:45:21.980,2018-05-30 23:45:22.980,9
2018-05-22 23:59:00.870,2018-05-30 23:59:01.870,4
2018-05-23 00:03:26.010,2018-05-31 00:03:27.010,39
2018-05-23 00:32:18.160,2018-05-31 00:32:19.160,16
2018-05-23 00:35:19.940,2018-05-31 00:35:20.940,8
2018-05-23 01:19:05.140,2018-05-31 01:19:06.140,41
2018-05-23 01:33:01.940,2018-05-31 01:33:02.940,23
2018-05-23 02:11:37.150,2018-05-31 02:11:38.150,17
2018-05-23 02:37:42.430,2018-05-31 02:37:43.430,48
2018-05-23 02:51:01.170,2018-05-31 02:51:02.170,20
2018-05-23 02:59:48.380,2018-05-31 02:59:49.380,4
2018-05-23 04:22:17.580,2018-05-31 04:22:18.580,4
2018-05-23 04:40:47.630,2018-05-31 04:40:48.630,16
2018-05-23 04:55:14.790,2018-05-31 04:55:15.790,39
2018-05-23 05:49:52.200,2018-05-31 05:49:53.200,7
2018-05-23 05:58:24.410,2018-05-31 05:58:25.410,26
2018-05-23 06:50:15.320,2018-05-31 06:50:16.320,37
2018-05-23 07:09:06.760,2018-05-31 07:09:07.760,36
2018-05-23 07:15:53.330,2018-05-31 07:15:54.330,12
2018-05-23 08:10:45.940,2018-05-31 08:10:46.940,50
2018-05-23 08:15:00.470,2018-05-31 08:15:01.470,45
2018-05-23 08:17:55.860,2018-05-31 08:17:56.860,23
2018-05-23 09:04:03.610,2018-05-31 09:04:04.610,3
2018-05-23 09:58:50.810,2018-05-31 09:58:51.810,35
2018-05-23 10:00:40.890,2018-05-31 10:00:41.890,31
2018-05-23 11:33:10.580,2018-05-31 11:33:11.580,49
2018-05-23 11:34:48.250,2018-05-31 11:34:49.250,27
2018-05-23 11:49:32.590,2018-05-31 11:49:33.590,30
2018-05-23 11:54:48.990,2018-05-31 11:54:49.990,49
2018-05-23 13:22:28.880,2018-05-31 13:22:29.880,42
2018-05-23 13:38:24.510,2018-05-31 13:38:25.510,37
2018-05-23 15:46:29.240,2018-05-31 15:46:30.240,3
2018-05-23 16:01:17.090,2018-05-31 16:01:18.090,49
2018-05-23 16:20:24.990,2018-05-31 16:20:25.990,41
2018-05-23 18:07:57.340,2018-05-31 18:07:58.340,40
2018-05-23 18:23:41.730,2018-05-31 18:23:42.730,26
2018-05-23 18:27:11.580,2018-05-31 18:27:12.580,29
2018-05-23 18:38:44.780,2018-05-31 18:38:45.780,3
2018-05-23 18:57:12.220,2018-05-31 18:57:13.220,2
2018-05-23 20:16:37.060,2018-05-31 20:16:38.060,46
2018-05-23 20:19:19.960,2018-05-31 20:19:20.960,19
2018-05-23 21:59:09.860,2018-05-31 21:59:10.860,49
2018-05-23 22:10:23.390,2018-05-31 22:10:24.390,8
2018-05-23 23:09:12.850,2018-05-31 23:09:13.850,23
2018-05-23 23:35:18.890,2018-05-31 23:35:19.890,6
2018-05-23 23:41:21.900,2018-05-31 23:41:22.900,39
2018-05-23 23:51:31.380,2018-05-31 23:51:32.380,13
2018-05-24 00:26:14.130,2018-06-01 00:26:15.130,9
2018-05-24 00:47:36.920,2018-06-01 00:47:37.920,24
2018-05-24 00:53:01.340,2018-06-01 00:53:02.340,45
2018-05-24 01:23:12.100,2018-06-01 01:23:13.100,21
2018-05-24 01:49:04.170,2018-06-01 01:49:05.170,15
2018-05-24 02:12:06.530,2018-06-01 02:12:07.530,31
2018-05-24 03:01:04.700,2018-06-01 03:01:05.700,29
2018-05-24 03:28:09.780,2018-06-01 03:28:10.780,29
2018-05-24 05:31:56.020,2018-06-01 05:31:57.020,47
2018-05-24 06:44:34.450,2018-06-01 06:44:35.450,8
2018-05-24 08:07:16.700,2018-06-01 08:07:17.700,23
2018-05-24 08:53:20.650,2018-06-01 08:53:21.650,38
2018-05-24 09:07:52.130,2018-06-01 09:07:53.130,46
2018-05-24 09:31:32.460,2018-06-01 09:31:33.460,26
2018-05-24 09:56:26.190,2018-06-01 09:56:27.190,13
2018-05-24 10:17:38.250,2018-06-01 10:17:39.250,45
2018-05-24 10:53:32.060,2018-06-01 10:53:33.060,39
2018-05-24 10:58:15.790,2018-06-01 10:58:16.790,8
2018-05-24 11:15:44.790,2018-06-01 11:15:45.790,15
2018-05-24 11:24:55.430,2018-06-01 11:24:56.430,36
2018-05-24 11:45:10.630,2018-06-01 11:45:11.630,31
2018-05-24 11:56:42.810,2018-06-01 11:56:43.810,6
2018-05-24 12:36:17.160,2018-06-01 12:36:18.160,38
2018-05-24 13:00:36.030,2018-06-01 13:00:37.030,43
2018-05-24 13:26:15.540,2018-06-01 13:26:16.540,41
2018-05-24 13:34:20.100,2018-06-01 13:34:21.100,24
2018-05-24 13:56:00.140,2018-06-01 13:56:01.140,7
2018-05-24 14:07:05.510,2018-06-01 14:07:06.510,21
2018-05-24 14:07:41.750,2018-06-01 14:07:42.750,46
2018-05-24 14:46:45.640,2018-06-01 14:46:46.640,24
2018-05-24 15:43:28.680,2018-06-01 15:43:29.680,27
2018-05-24 15:49:49.520,2018-06-01 15:49:50.520,32
2018-05-24 18:01:00.550,2018-06-01 18:01:01.550,17
2018-05-24 18:08:03.960,2018-06-01 18:08:04.960,9
2018-05-24 18:59:26.740,2018-06-01 18:59:27.740,39
2018-05-24 19:02:31.750,2018-06-01 19:02:32.750,12
2018-05-24 20:59:29.160,2018-06-01 20:59:30.160,12
2018-05-24 21:08:55.720,2018-06-01 21:08:56.720,36
2018-05-24 21:11:35.300,2018-06-01 21:11:36.300,16
2018-05-24 23:04:08.560,2018-06-01 23:04:09.560,2
2018-05-24 23:06:22.680,2018-06-01 23:06:23.680,24
2018-05-24 23:50:08.400,2018-06-01 23:50:09.400,7
2018-05-24 23:58:04.190,2018-06-01 23:58:05.190,16
2018-05-25 00:07:58.620,2018-06-02 00:07:59.620,25
2018-05-25 01:09:05.200,2018-06-02 01:09:06.200,44
2018-05-25 01:37:07.110,2018-06-02 01:37:08.110,25
2018-05-25 02:03:59.250,2018-06-02 02:04:00.250,34
2018-05-25 02:51:56.870,2018-06-02 02:51:57.870,43
2018-05-25 03:01:08.310,2018-06-02 03:01:09.310,27
2018-05-25 03:07:31.300,2018-06-02 03:07:32.300,28
2018-05-25 03:51:02.440,2018-06-02 03:51:03.440,46
2018-05-25 03:55:09.650,2018-06-02 03:55:10.650,37
2018-05-25 04:42:52.380,2018-06-02 04:42:53.380,27
2018-05-25 04:56:02.120,2018-06-02 04:56:03.120,21
2018-05-25 05:13:47.770,2018-06-02 05:13:48.770,34
2018-05-25 05:22:08.930,2018-06-02 05:22:09.930,18
2018-05-25 05:33:28.880,2018-06-02 05:33:29.880,10
2018-05-25 06:23:48.620,2018-06-02 06:23:49.620,40
2018-05-25 07:08:04.770,2018-06-02 07:08:05.770,44
2018-05-25 07:51:33.000,2018-06-02 07:51:34.000,12
2018-05-25 08:26:50.060,2018-06-02 08:26:51.060,44
2018-05-25 08:27:24.750,2018-06-02 08:27:25.750,17
2018-05-25 08:28:27.140,2018-06-02 08:28:28.140,45
2018-05-25 08:34:32.900,2018-06-02 08:34:33.900,30
2018-05-25 08:41:44.020,2018-06-02 08:41:45.020,41
2018-05-25 09:28:13.650,2018-06-02 09:28:14.650,35
2018-05-25 09:43:42.900,2018-06-02 09:43:43.900,19
2018-05-25 10:01:38.320,2018-06-02 10:01:39.320,28
2018-05-25 10:57:53.300,2018-06-02 10:57:54.300,30
2018-05-25 10:58:44.230,2018-06-02 10:58:45.230,37
2018-05-25 11:01:44.270,2018-06-02 11:01:45.270,35
2018-05-25 11:42:31.650,2018-06-02 11:42:32.650,44
2018-05-25 12:09:55.510,2018-06-02 12:09:56.510,12
2018-05-25 14:10:42.840,2018-06-02 14:10:43.840,44
2018-05-25 14:12:49.240,2018-06-02 14:12:50.240,15
2018-05-25 14:15:08.660,2018-06-02 14:15:09.660,30
2018-05-25 14:49:04.500,2018-06-02 14:49:05.500,31
2018-05-25 15:30:19.350,2018-06-02 15:30:20.350,4
2018-05-25 17:20:16.490,2018-06-02 17:20:17.490,4
2018-05-25 17:41:30.890,2018-06-02 17:41:31.890,19
2018-05-25 19:31:13.930,2018-06-02 19:31:14.930,12
2018-05-25 19:32:45.160,2018-06-02 19:32:46.160,2
2018-05-25 19:35:09.970,2018-06-02 19:35:10.970,25
2018-05-25 20:14:02.490,2018-06-02 20:14:03.490,38
2018-05-25 20:21:16.220,2018-06-02 20:21:17.220,30
2018-05-25 21:59:25.090,2018-06-02 21:59:26.090,33
2018-05-25 22:06:59.880,2018-06-02 22:07:00.880,42
2018-05-25 23:16:58.440,2018-06-02 23:16:59.440,24
2018-05-26 00:13:54.820,2018-06-03 00:13:55.820,39
2018-05-26 00:27:13.640,2018-06-03 00:27:14.640,49
2018-05-26 00:35:04.930,2018-06-03 00:35:05.930,32
2018-05-26 00:50:27.690,2018-06-03 00:50:28.690,15
2018-05-26 01:37:32.080,2018-06-03 01:37:33.080,23
2018-05-26 04:48:58.050,2018-06-03 04:48:59.050,20
2018-05-26 04:50:19.650,2018-06-03 04:50:20.650,9
2018-05-26 05:16:26.890,2018-06-03 05:16:27.890,34
2018-05-26 05:36:49.440,2018-06-03 05:36:50.440,12
2018-05-26 06:03:34.310,2018-06-03 06:03:35.310,39
2018-05-26 06:27:27.540,2018-06-03 06:27:28.540,18
2018-05-26 07:30:14.400,2018-06-03 07:30:15.400,44
2018-05-26 07:40:22.250,2018-06-03 07:40:23.250,1
2018-05-26 07:51:27.540,2018-06-03 07:51:28.540,49
2018-05-26 08:04:56.400,2018-06-03 08:04:57.400,16
2018-05-26 08:17:11.760,2018-06-03 08:17:12.760,23
2018-05-26 08:56:27.530,2018-06-03 08:56:28.530,35
2018-05-26 09:01:52.590,2018-06-03 09:01:53.590,36
2018-05-26 09:04:35.630,2018-06-03 09:04:36.630,25
2018-05-26 09:11:59.740,2018-06-03 09:12:00.740,16
2018-05-26 09:44:50.750,2018-06-03 09:44:51.750,28
2018-05-26 10:31:00.860,2018-06-03 10:31:01.860,50
2018-05-26 10:47:26.570,2018-06-03 10:47:27.570,35
2018-05-26 10:57:59.260,2018-06-03 10:58:00.260,3
2018-05-26 11:07:23.160,2018-06-03 11:07:24.160,5
2018-05-26 11:13:48.880,2018-06-03 11:13:49.880,46
2018-05-26 11:16:41.270,2018-06-03 11:16:42.270,50
2018-05-26 11:21:59.320,2018-06-03 11:22:00.320,2
2018-05-26 11:39:32.850,2018-06-03 11:39:33.850,29
2018-05-26 12:13:00.500,2018-06-03 12:13:01.500,2
2018-05-26 12:27:31.470,2018-06-03 12:27:32.470,32
2018-05-26 12:32:46.820,2018-06-03 12:32:47.820,37
2018-05-26 13:30:49.370,2018-06-03 13:30:50.370,33
2018-05-26 14:00:56.780,2018-06-03 14:00:57.780,47
2018-05-26 14:08:05.030,2018-06-03 14:08:06.030,45
2018-05-26 14:26:33.940,2018-06-03 14:26:34.940,3
2018-05-26 15:13:29.840,2018-06-03 15:13:30.840,21
2018-05-26 15:42:42.830,2018-06-03 15:42:43.830,9
2018-05-26 16:15:47.170,2018-06-03 16:15:48.170,33
2018-05-26 16:30:54.230,2018-06-03 16:30:55.230,41
2018-05-26 16:44:41.850,2018-06-03 16:44:42.850,17
2018-05-26 17:59:57.160,2018-06-03 17:59:58.160,16
2018-05-26 18:17:09.210,2018-06-03 18:17:10.210,22
2018-05-26 18:46:10.010,2018-06-03 18:46:11.010,28
2018-05-26 18:46:27.280,2018-06-03 18:46:28.280,30
2018-05-26 18:48:18.980,2018-06-03 18:48:19.980,13
2018-05-26 18:50:27.060,2018-06-03 18:50:28.060,17
2018-05-26 19:27:18.230,2018-06-03 19:27:19.230,35
2018-05-26 19:29:06.100,2018-06-03 19:29:07.100,30
2018-05-26 20:15:29.420,2018-06-03 20:15:30.420,8
2018-05-26 20:51:35.070,2018-06-03 20:51:36.070,8
2018-05-26 21:06:02.100,2018-06-03 21:06:03.100,49
2018-05-26 22:42:37.130,2018-06-03 22:42:38.130,1
2018-05-27 01:40:57.500,2018-06-04 01:40:58.500,8
2018-05-27 01:47:39.220,2018-06-04 01:47:40.220,5
2018-05-27 02:17:29.670,2018-06-04 02:17:30.670,36
2018-05-27 02:22:33.730,2018-06-04 02:22:34.730,16
2018-05-27 03:58:50.550,2018-06-04 03:58:51.550,24
2018-05-27 04:43:13.740,2018-06-04 04:43:14.740,49
2018-05-27 05:28:37.720,2018-06-04 05:28:38.720,44
2018-05-27 06:05:17.470,2018-06-04 06:05:18.470,5
2018-05-27 06:15:55.610,2018-06-04 06:15:56.610,42
2018-05-27 06:40:37.940,2018-06-04 06:40:38.940,5
2018-05-27 08:04:31.380,2018-06-04 08:04:32.380,37
2018-05-27 08:15:56.250,2018-06-04 08:15:57.250,6
2018-05-27 09:51:38.280,2018-06-04 09:51:39.280,16
2018-05-27 09:58:58.230,2018-06-04 09:58:59.230,27
2018-05-27 10:04:11.940,2018-06-04 10:04:12.940,20
2018-05-27 12:10:09.540,2018-06-04 12:10:10.540,13
2018-05-27 13:31:41.200,2018-06-04 13:31:42.200,42
2018-05-27 13:41:18.050,2018-06-04 13:41:19.050,19
2018-05-27 14:14:24.000,2018-06-04 14:14:25.000,5
2018-05-27 14:23:53.180,2018-06-04 14:23:54.180,12
2018-05-27 14:39:50.030,2018-06-04 14:39:51.030,45
2018-05-27 14:44:12.770,2018-06-04 14:44:13.770,43
2018-05-27 14:46:44.090,2018-06-04 14:46:45.090,14
2018-05-27 14:59:13.890,2018-06-04 14:59:14.890,35
2018-05-27 16:16:26.550,2018-06-04 16:16:27.550,20
2018-05-27 17:01:46.740,2018-06-04 17:01:47.740,12
2018-05-27 17:17:54.930,2018-06-04 17:17:55.930,40
2018-05-27 17:43:56.900,2018-06-04 17:43:57.900,26
2018-05-27 17:57:45.860,2018-06-04 17:57:46.860,45
2018-05-27 18:00:33.270,2018-06-04 18:00:34.270,34
2018-05-27 18:21:42.240,2018-06-04 18:21:43.240,42
2018-05-27 18:48:40.990,2018-06-04 18:48:41.990,37
2018-05-27 18:53:38.120,2018-06-04 18:53:39.120,21
2018-05-27 19:16:26.250,2018-06-04 19:16:27.250,37
2018-05-27 19:20:52.430,2018-06-04 19:20:53.430,24
2018-05-27 20:17:11.630,2018-06-04 20:17:12.630,31
2018-05-27 20:24:41.790,2018-06-04 20:24:42.790,5
2018-05-27 20:53:56.640,2018-06-04 20:53:57.640,22
2018-05-27 21:35:13.220,2018-06-04 21:35:14.220,25
2018-05-27 21:54:48.300,2018-06-04 21:54:49.300,47
2018-05-27 22:10:40.220,2018-06-04 22:10:41.220,49
2018-05-27 22:17:20.770,2018-06-04 22:17:21.770,12
2018-05-27 22:54:02.710,2018-06-04 22:54:03.710,16
2018-05-27 22:54:27.990,2018-06-04 22:54:28.990,47
2018-05-27 23:10:03.210,2018-06-04 23:10:04.210,36
2018-05-27 23:29:10.670,2018-06-04 23:29:11.670,50
2018-05-27 23:36:33.050,2018-06-04 23:36:34.050,42
2018-05-27 23:51:57.490,2018-06-04 23:51:58.490,46
2018-05-27 23:55:54.030,2018-06-04 23:55:55.030,32
2018-05-28 00:17:46.100,2018-06-05 00:17:47.100,7
2018-05-28 00:51:57.000,2018-06-05 00:51:58.000,35
2018-05-28 01:00:09.440,2018-06-05 01:00:10.440,14
2018-05-28 01:42:21.380,2018-06-05 01:42:22.380,38
2018-05-28 02:23:59.920,2018-06-05 02:24:00.920,23
2018-05-28 02:29:51.930,2018-06-05 02:29:52.930,28
2018-05-28 02:46:39.230,2018-06-05 02:46:40.230,3
2018-05-28 03:01:59.570,2018-06-05 03:02:00.570,14
2018-05-28 04:01:24.460,2018-06-05 04:01:25.460,13
2018-05-28 04:28:49.410,2018-06-05 04:28:50.410,16
2018-05-28 05:16:10.590,2018-06-05 05:16:11.590,23
2018-05-28 05:49:45.650,2018-06-05 05:49:46.650,45
2018-05-28 06:16:56.520,2018-06-05 06:16:57.520,1
2018-05-28 06:47:40.500,2018-06-05 06:47:41.500,11
2018-05-28 07:26:19.750,2018-06-05 07:26:20.750,11
2018-05-28 07:50:21.940,2018-06-05 07:50:22.940,48
2018-05-28 08:22:20.700,2018-06-05 08:22:21.700,27
2018-05-28 09:02:15.780,2018-06-05 09:02:16.780,33
2018-05-28 10:26:40.970,2018-06-05 10:26:41.970,47
2018-05-28 11:32:48.700,2018-06-05 11:32:49.700,20
2018-05-28 11:34:49.910,2018-06-05 11:34:50.910,48
2018-05-28 11:52:08.570,2018-06-05 11:52:09.570,32
2018-05-28 12:30:48.720,2018-06-05 12:30:49.720,8
2018-05-28 15:48:05.480,2018-06-05 15:48:06.480,42
2018-05-28 15:52:23.030,2018-06-05 15:52:24.030,46
2018-05-28 16:22:52.190,2018-06-05 16:22:53.190,17
2018-05-28 16:55:44.640,2018-06-05 16:55:45.640,12
2018-05-28 17:28:52.500,2018-06-05 17:28:53.500,27
2018-05-28 17:42:44.810,2018-06-05 17:42:45.810,49
2018-05-28 17:57:49.630,2018-06-05 17:57:50.630,24
2018-05-28 18:51:20.030,2018-06-05 18:51:21.030,35
2018-05-28 20:56:56.920,2018-06-05 20:56:57.920,14
2018-05-28 21:40:41.000,2018-06-05 21:40:42.000,10
2018-05-28 21:46:57.740,2018-06-05 21:46:58.740,14
2018-05-28 22:00:50.320,2018-06-05 22:00:51.320,20
2018-05-28 22:53:25.430,2018-06-05 22:53:26.430,44
2018-05-28 23:39:18.770,2018-06-05 23:39:19.770,44
2018-05-28 23:50:37.050,2018-06-05 23:50:38.050,35
2018-05-29 00:31:32.290,2018-06-06 00:31:33.290,6
2018-05-29 00:50:09.620,2018-06-06 00:50:10.620,12
2018-05-29 01:58:30.070,2018-06-06 01:58:31.070,10
2018-05-29 02:27:27.610,2018-06-06 02:27:28.610,29
2018-05-29 02:59:38.760,2018-06-06 02:59:39.760,14
2018-05-29 04:17:44.970,2018-06-06 04:17:45.970,41
2018-05-29 04:34:25.770,2018-06-06 04:34:26.770,10
2018-05-29 05:01:33.100,2018-06-06 05:01:34.100,44
2018-05-29 05:05:56.690,2018-06-06 05:05:57.690,49
2018-05-29 06:16:04.910,2018-06-06 06:16:05.910,33
2018-05-29 06:56:24.200,2018-06-06 06:56:25.200,23
2018-05-29 07:43:27.020,2018-06-06 07:43:28.020,26
2018-05-29 07:53:48.650,2018-06-06 07:53:49.650,3
2018-05-29 08:56:55.680,2018-06-06 08:56:56.680,20
2018-05-29 08:58:15.010,2018-06-06 08:58:16.010,18
2018-05-29 09:07:35.120,2018-06-06 09:07:36.120,27
2018-05-29 09:13:17.190,2018-06-06 09:13:18.190,42
2018-05-29 10:16:07.130,2018-06-06 10:16:08.130,26
2018-05-29 10:16:22.130,2018-06-06 10:16:23.130,48
2018-05-29 11:51:24.230,2018-06-06 11:51:25.230,45
2018-05-29 12:01:31.680,2018-06-06 12:01:32.680,11
2018-05-29 12:37:15.860,2018-06-06 12:37:16.860,47
2018-05-29 13:12:52.410,2018-06-06 13:12:53.410,26
2018-05-29 13:20:36.530,2018-06-06 13:20:37.530,11
2018-05-29 13:38:57.740,2018-06-06 13:38:58.740,36
2018-05-29 14:00:12.020,2018-06-06 14:00:13.020,7
2018-05-29 14:13:50.460,2018-06-06 14:13:51.460,50
2018-05-29 14:34:42.510,2018-06-06 14:34:43.510,10
2018-05-29 14:44:54.710,2018-06-06 14:44:55.710,14
2018-05-29 14:48:57.600,2018-06-06 14:48:58.600,42
2018-05-29 15:11:20.210,2018-06-06 15:11:21.210,13
2018-05-29 15:28:29.770,2018-06-06 15:28:30.770,26
2018-05-29 15:30:48.010,2018-06-06 15:30:49.010,43
2018-05-29 15:42:00.760,2018-06-06 15:42:01.760,48
2018-05-29 16:58:41.620,2018-06-06 16:58:42.620,8
2018-05-29 18:15:36.600,2018-06-06 18:15:37.600,45
2018-05-29 18:20:30.470,2018-06-06 18:20:31.470,44
2018-05-29 20:17:41.200,2018-06-06 20:17:42.200,35
2018-05-29 20:48:00.300,2018-06-06 20:48:01.300,26
2018-05-29 20:58:41.260,2018-06-06 20:58:42.260,21
2018-05-29 21:01:29.080,2018-06-06 21:01:30.080,40
2018-05-29 23:20:57.060,2018-06-06 23:20:58.060,40
2018-05-30 00:08:27.760,2018-06-07 00:08:28.760,29
2018-05-30 00:14:41.930,2018-06-07 00:14:42.930,6
2018-05-30 00:37:41.950,2018-06-07 00:37:42.950,5
2018-05-30 04:20:29.040,2018-06-07 04:20:30.040,43
2018-05-30 04:44:53.710,2018-06-07 04:44:54.710,37
2018-05-30 04:51:09.830,2018-06-07 04:51:10.830,18
2018-05-30 04:53:16.290,2018-06-07 04:53:17.290,23
2018-05-30 05:12:17.790,2018-06-07 05:12:18.790,12
2018-05-30 05:17:38.270,2018-06-07 05:17:39.270,41
2018-05-30 05:35:19.090,2018-06-07 05:35:20.090,17
2018-05-30 05:43:48.840,2018-06-07 05:43:49.840,19
2018-05-30 05:46:21.500,2018-06-07 05:46:22.500,49
2018-05-30 07:41:13.390,2018-06-07 07:41:14.390,32
2018-05-30 09:00:56.740,2018-06-07 09:00:57.740,24
2018-05-30 09:16:10.100,2018-06-07 09:16:11.100,22
2018-05-30 09:34:02.050,2018-06-07 09:34:03.050,10
2018-05-30 10:31:09.810,2018-06-07 10:31:10.810,7
2018-05-30 11:39:58.180,2018-06-07 11:39:59.180,12
2018-05-30 11:50:09.640,2018-06-07 11:50:10.640,25
2018-05-30 11:57:16.010,2018-06-07 11:57:17.010,44
2018-05-30 12:05:48.310,2018-06-07 12:05:49.310,21
2018-05-30 12:10:52.420,2018-06-07 12:10:53.420,47
2018-05-30 12:18:43.850,2018-06-07 12:18:44.850,15
2018-05-30 12:49:12.370,2018-06-07 12:49:13.370,30
2018-05-30 13:00:54.180,2018-06-07 13:00:55.180,43
2018-05-30 13:15:44.390,2018-06-07 13:15:45.390,43
2018-05-30 13:26:38.380,2018-06-07 13:26:39.380,47
2018-05-30 13:45:43.200,2018-06-07 13:45:44.200,12
2018-05-30 14:42:23.250,2018-06-07 14:42:24.250,4
2018-05-30 14:43:25.950,2018-06-07 14:43:26.950,16
2018-05-30 14:50:35.600,2018-06-07 14:50:36.600,1
2018-05-30 14:57:26.990,2018-06-07 14:57:27.990,9
2018-05-30 15:17:11.570,2018-06-07 15:17:12.570,18
2018-05-30 15:52:53.250,2018-06-07 15:52:54.250,28
2018-05-30 16:04:44.890,2018-06-07 16:04:45.890,34
2018-05-30 16:05:43.130,2018-06-07 16:05:44.130,3
2018-05-30 16:29:09.920,2018-06-07 16:29:10.920,26
2018-05-30 17:03:51.220,2018-06-07 17:03:52.220,37
2018-05-30 17:35:35.280,2018-06-07 17:35:36.280,9
2018-05-30 17:40:06.750,2018-06-07 17:40:07.750,14
2018-05-30 18:11:21.890,2018-06-07 18:11:22.890,18
2018-05-30 18:41:27.390,2018-06-07 18:41:28.390,26
2018-05-30 19:34:12.220,2018-06-07 19:34:13.220,21
2018-05-30 19:49:55.360,2018-06-07 19:49:56.360,3
2018-05-30 21:55:44.110,2018-06-07 21:55:45.110,43
2018-05-30 22:33:03.800,2018-06-07 22:33:04.800,48
2018-05-30 22:41:26.470,2018-06-07 22:41:27.470,33
2018-05-30 22:59:06.010,2018-06-07 22:59:07.010,20
2018-05-31 00:14:48.930,2018-06-08 00:14:49.930,29
2018-05-31 00:15:57.460,2018-06-08 00:15:58.460,22
2018-05-31 00:19:10.950,2018-06-08 00:19:11.950,29
2018-05-31 00:22:14.850,2018-06-08 00:22:15.850,50
2018-05-31 01:07:40.380,2018-06-08 01:07:41.380,19
2018-05-31 02:26:43.450,2018-06-08 02:26:44.450,32
2018-05-31 02:27:46.470,2018-06-08 02:27:47.470,39
2018-05-31 02:33:46.010,2018-06-08 02:33:47.010,32
2018-05-31 02:35:02.710,2018-06-08 02:35:03.710,45
2018-05-31 02:58:19.020,2018-06-08 02:58:20.020,19
2018-05-31 03:01:40.550,2018-06-08 03:01:41.550,22
2018-05-31 04:36:48.750,2018-06-08 04:36:49.750,20
2018-05-31 05:25:06.640,2018-06-08 05:25:07.640,32
2018-05-31 05:32:13.690,2018-06-08 05:32:14.690,43
2018-05-31 06:26:23.280,2018-06-08 06:26:24.280,2
2018-05-31 06:48:59.150,2018-06-08 06:49:00.150,38
2018-05-31 08:04:46.210,2018-06-08 08:04:47.210,3
2018-05-31 08:20:15.890,2018-06-08 08:20:16.890,48
2018-05-31 08:26:56.520,2018-06-08 08:26:57.520,36
2018-05-31 09:09:52.610,2018-06-08 09:09:53.610,3
2018-05-31 09:26:04.450,2018-06-08 09:26:05.450,16
2018-05-31 09:26:23.370,2018-06-08 09:26:24.370,49
2018-05-31 11:20:57.670,2018-06-08 11:20:58.670,49
2018-05-31 13:15:25.830,2018-06-08 13:15:26.830,32
2018-05-31 13:37:19.000,2018-06-08 13:37:20.000,20
2018-05-31 13:39:02.030,2018-06-08 13:39:03.030,30
2018-05-31 13:48:03.350,2018-06-08 13:48:04.350,18
2018-05-31 14:50:54.000,2018-06-08 14:50:55.000,2
2018-05-31 14:54:10.240,2018-06-08 14:54:11.240,33
2018-05-31 15:51:48.640,2018-06-08 15:51:49.640,15
2018-05-31 16:43:05.460,2018-06-08 16:43:06.460,42
2018-05-31 16:45:01.820,2018-06-08 16:45:02.820,32
2018-05-31 16:52:31.250,2018-06-08 16:52:32.250,22
2018-05-31 17:52:59.590,2018-06-08 17:53:00.590,14
2018-05-31 18:44:06.610,2018-06-08 18:44:07.610,9
2018-05-31 19:16:53.000,2018-06-08 19:16:54.000,18
2018-05-31 19:27:40.660,2018-06-08 19:27:41.660,13
2018-05-31 19:45:56.760,2018-06-08 19:45:57.760,5
