utilityCostNumber,electricityUnitRate,waterUnitRate,utilityTimeCreated,utilityRentalNumber,utilityStartingTime,utilityBillingNumber,utilityLineNumber
5334,7.0000,1.0000,2019-10-06 02:19:25.360,818,2018-02-08 17:50:59.460,314,27653
5335,7.0000,1.0000,2018-05-05 08:26:24.940,756,2018-02-21 19:24:01.870,291,21472
5336,7.0000,1.0000,2018-08-15 20:50:29.760,722,2019-05-09 12:50:25.190,278,41905
5337,7.0000,1.0000,2019-10-24 22:00:31.720,749,2019-08-01 06:57:24.360,288,77312
5338,7.0000,1.0000,2018-08-23 15:42:24.150,513,2019-06-03 09:35:21.530,197,35776
5339,7.0000,1.0000,2018-08-08 17:18:41.870,742,2018-11-02 21:27:38.030,285,101750
5340,7.0000,1.0000,2018-05-28 10:49:11.960,831,2019-04-01 10:04:47.530,319,54133
5341,7.0000,1.0000,2017-06-05 15:39:05.840,538,2019-08-05 00:21:43.900,207,35881
5342,7.0000,1.0000,2017-01-12 07:28:13.080,559,2018-01-28 08:13:26.730,215,42798
5343,7.0000,1.0000,2018-08-16 02:20:43.850,840,2019-07-02 15:28:34.210,322,129053
5344,7.0000,1.0000,2017-11-17 02:28:48.030,863,2017-10-23 20:42:07.540,331,43651
5345,7.0000,1.0000,2017-08-17 20:58:43.490,789,2018-06-01 05:36:09.040,303,27892
5346,7.0000,1.0000,2017-08-27 23:28:18.730,861,2018-03-31 00:42:40.370,330,107910
5347,7.0000,1.0000,2017-11-25 18:34:39.100,828,2019-07-23 05:41:29.170,318,27745
5348,7.0000,1.0000,2018-11-09 15:47:22.670,875,2019-04-02 00:08:07.320,336,44104
5349,7.0000,1.0000,2019-12-15 11:23:38.090,579,2019-07-27 11:06:35.720,223,63098
5350,7.0000,1.0000,2017-02-27 02:55:27.300,824,2017-11-26 07:46:30.250,316,52248
5351,7.0000,1.0000,2018-03-08 11:29:32.960,763,2017-04-15 19:22:45.410,293,126534
5352,7.0000,1.0000,2018-07-18 13:58:13.040,762,2019-07-22 15:10:33.590,293,101386
5353,7.0000,1.0000,2018-03-12 11:11:52.640,778,2019-05-24 23:08:41.340,299,29351
5354,7.0000,1.0000,2017-02-26 13:22:23.690,742,2019-05-25 05:10:42.780,285,129923
5355,7.0000,1.0000,2018-06-07 07:25:34.700,797,2019-06-23 04:42:31.880,306,14056
5356,7.0000,1.0000,2019-01-27 16:06:11.920,825,2018-02-25 01:31:07.530,317,4617
5357,7.0000,1.0000,2017-03-24 21:58:34.030,588,2019-04-17 03:15:43.140,226,126119
5358,7.0000,1.0000,2019-05-10 04:44:05.500,334,2017-06-13 05:43:44.610,127,21692
5359,7.0000,1.0000,2017-01-26 09:45:09.330,878,2017-05-06 00:33:10.740,337,43406
5360,7.0000,1.0000,2019-12-10 09:08:49.500,786,2018-12-28 10:48:24.840,302,27721
5361,7.0000,1.0000,2019-02-25 23:41:04.070,868,2019-08-27 12:37:02.850,333,105095
5362,7.0000,1.0000,2019-09-13 15:05:11.010,683,2017-06-26 17:22:16.790,262,128217
5363,7.0000,1.0000,2018-01-19 04:26:45.140,837,2018-06-18 17:03:04.030,321,78153
5364,7.0000,1.0000,2019-04-29 06:06:44.690,724,2018-02-17 07:19:39.720,279,7570
5365,7.0000,1.0000,2019-09-24 20:02:45.980,673,2018-02-05 20:42:07.070,259,21784
5366,7.0000,1.0000,2019-04-01 18:34:51.140,670,2019-08-13 14:25:35.500,258,28090
5367,7.0000,1.0000,2017-07-09 05:50:04.960,676,2017-08-31 23:08:38.920,260,34864
5368,7.0000,1.0000,2019-04-16 07:22:21.280,789,2019-04-10 23:06:08.590,303,35924
5369,7.0000,1.0000,2017-03-09 21:06:56.680,827,2019-05-03 03:39:10.070,318,1986
5370,7.0000,1.0000,2017-03-14 17:37:57.500,703,2019-03-07 17:24:21.600,270,130116
5371,7.0000,1.0000,2018-01-28 03:50:49.220,757,2019-08-05 08:09:49.300,291,127472
5372,7.0000,1.0000,2018-06-18 21:34:13.150,853,2019-07-05 22:47:06.480,327,103525
5373,7.0000,1.0000,2018-10-03 19:48:25.880,806,2019-08-30 17:47:52.460,309,85708
5374,7.0000,1.0000,2017-05-18 06:08:32.140,345,2017-03-18 03:15:47.060,131,84143
5375,7.0000,1.0000,2017-05-17 10:50:02.930,822,2018-07-17 00:37:01.430,315,127020
5376,7.0000,1.0000,2019-02-04 10:53:49.780,656,2017-05-24 02:03:56.940,252,23828
5377,7.0000,1.0000,2018-08-08 10:18:06.490,876,2017-06-19 07:10:05.810,336,86104
5378,7.0000,1.0000,2017-04-13 17:57:55.130,881,2019-03-31 06:30:52.100,338,128047
5379,7.0000,1.0000,2019-04-24 03:18:26.930,823,2018-05-18 06:19:20.930,316,22301
5380,7.0000,1.0000,2017-12-08 07:27:36.390,824,2018-11-15 01:40:12.770,316,64301
5381,7.0000,1.0000,2017-05-29 14:42:04.240,847,2018-11-03 07:34:58.020,325,21196
5382,7.0000,1.0000,2019-03-29 04:32:05.270,741,2017-07-11 06:08:53.580,285,14023
5383,7.0000,1.0000,2018-12-07 05:06:21.050,862,2018-09-26 21:02:40.900,331,11297
5384,7.0000,1.0000,2017-04-22 08:28:10.720,738,2018-11-08 20:44:15.680,284,27996
5385,7.0000,1.0000,2019-03-14 13:43:19.620,556,2019-02-25 13:51:01.890,214,52286
5386,7.0000,1.0000,2019-11-16 02:10:27.880,851,2018-11-20 09:06:36.860,326,126084
5387,7.0000,1.0000,2017-12-05 21:52:57.370,871,2017-11-05 14:54:43.110,334,85060
5388,7.0000,1.0000,2017-02-18 02:04:32.580,802,2018-04-25 07:05:15.310,308,14501
5389,7.0000,1.0000,2018-05-10 18:53:50.650,864,2017-06-06 01:11:43.420,332,892
5390,7.0000,1.0000,2019-03-30 16:20:13.020,864,2017-02-21 14:43:42.060,331,129651
5391,7.0000,1.0000,2018-06-02 22:51:55.730,814,2017-08-01 10:49:29.390,312,76713
5392,7.0000,1.0000,2017-06-26 17:16:26.220,541,2019-04-29 05:34:19.390,208,77164
5393,7.0000,1.0000,2018-08-07 05:57:14.810,775,2017-08-14 23:27:02.360,298,17867
5394,7.0000,1.0000,2018-08-21 08:09:52.370,832,2018-05-14 00:14:36.020,319,102728
5395,7.0000,1.0000,2019-03-24 11:08:07.890,817,2018-08-06 04:04:03.600,314,1065
5396,7.0000,1.0000,2017-09-14 00:33:54.840,862,2018-12-05 19:29:20.140,331,22651
5397,7.0000,1.0000,2018-12-16 03:01:27.950,495,2018-01-05 04:06:26.210,190,77394
5398,7.0000,1.0000,2019-04-10 20:13:59.170,713,2017-09-19 05:26:59.860,274,126010
5399,7.0000,1.0000,2018-02-14 06:26:02.060,871,2017-07-16 15:43:44.280,334,64060
5400,7.0000,1.0000,2018-05-10 02:23:52.350,830,2017-11-29 21:05:40.030,319,1425
5401,7.0000,1.0000,2017-02-28 17:38:13.770,471,2018-01-23 21:25:10.800,181,19963
5402,7.0000,1.0000,2018-08-03 11:12:17.830,821,2018-07-07 08:45:20.660,315,52573
5403,7.0000,1.0000,2018-09-11 18:40:25.990,678,2017-06-11 03:33:48.020,261,7026
5404,7.0000,1.0000,2019-10-12 17:45:40.590,569,2017-11-15 15:59:16.220,219,34734
5405,7.0000,1.0000,2019-01-21 23:04:38.090,828,2018-04-28 06:11:47.420,318,10206
5406,7.0000,1.0000,2019-09-11 13:55:19.810,781,2019-06-19 03:53:18.710,300,84346
5407,7.0000,1.0000,2019-10-06 18:09:47.160,881,2018-05-13 09:39:08.230,338,105047
5408,7.0000,1.0000,2017-11-04 05:03:20.490,528,2017-09-18 22:11:05.180,203,20589
5409,7.0000,1.0000,2019-10-04 02:32:20.770,871,2018-10-04 23:43:57.970,334,101530
5410,7.0000,1.0000,2019-04-24 20:31:44.920,864,2019-08-30 22:18:55.010,332,17871
5411,7.0000,1.0000,2017-07-01 05:48:05.420,818,2017-12-29 08:59:53.010,314,22065
5412,7.0000,1.0000,2019-12-03 04:00:38.900,805,2018-01-12 19:41:41.660,309,6905
5413,7.0000,1.0000,2017-01-26 01:25:38.560,704,2019-08-31 06:45:37.700,271,28596
5414,7.0000,1.0000,2019-02-10 02:17:32.950,573,2018-06-26 02:51:21.810,221,2896
5415,7.0000,1.0000,2019-07-23 18:26:45.260,688,2019-05-04 00:13:31.720,265,6304
5416,7.0000,1.0000,2019-11-21 19:08:58.810,864,2018-04-15 10:48:36.160,332,11474
5417,7.0000,1.0000,2017-10-17 09:58:49.950,708,2017-02-23 01:43:37.230,272,76902
5418,7.0000,1.0000,2017-10-08 19:58:34.420,806,2019-03-16 10:47:23.440,309,52317
5419,7.0000,1.0000,2017-02-24 16:23:25.060,827,2017-08-06 01:00:05.090,317,103796
5420,7.0000,1.0000,2019-10-31 17:52:18.100,738,2017-04-12 02:38:48.830,284,10253
5421,7.0000,1.0000,2018-05-06 20:41:53.770,477,2019-07-14 21:41:44.290,183,127493
5422,7.0000,1.0000,2017-05-31 03:45:32.370,733,2017-02-12 22:39:45.070,282,20962
5423,7.0000,1.0000,2017-12-16 12:28:30.620,815,2018-03-22 10:53:18.500,313,4209
5424,7.0000,1.0000,2017-12-02 04:46:43.660,820,2017-04-05 10:29:55.130,315,20
5425,7.0000,1.0000,2018-10-03 18:46:01.770,762,2019-06-27 03:47:10.230,293,84534
5426,7.0000,1.0000,2017-08-13 10:34:22.990,875,2018-04-01 01:33:09.920,336,27731
5427,7.0000,1.0000,2019-11-03 15:36:58.350,637,2019-04-25 02:27:53.610,245,34871
5428,7.0000,1.0000,2017-02-22 11:38:33.510,869,2017-08-11 12:31:16.640,333,127095
5429,7.0000,1.0000,2018-02-15 19:00:24.260,229,2019-07-24 04:56:37.800,88,17532
5430,7.0000,1.0000,2019-08-25 10:16:08.090,637,2018-06-05 04:44:40.220,245,28188
5431,7.0000,1.0000,2017-03-01 07:52:21.830,648,2017-10-30 02:14:14.290,249,62912
5432,7.0000,1.0000,2019-04-21 14:04:07.330,773,2019-03-13 05:29:18.490,297,63596
5433,7.0000,1.0000,2019-02-19 11:31:53.070,718,2018-04-25 04:29:38.270,276,102822
5434,7.0000,1.0000,2017-12-25 00:54:34.570,863,2019-08-11 17:27:37.990,331,101658
5435,7.0000,1.0000,2017-10-19 13:49:22.620,662,2019-06-27 19:42:17.840,255,11965
5436,7.0000,1.0000,2018-10-18 03:29:46.410,613,2019-05-05 03:18:22.960,236,87378
5437,7.0000,1.0000,2017-07-27 09:51:39.270,618,2019-04-26 00:16:07.240,238,85786
5438,7.0000,1.0000,2019-02-16 11:20:40.470,549,2018-08-07 12:19:56.230,212,1813
5439,7.0000,1.0000,2018-03-23 09:23:32.640,582,2017-11-26 16:15:09.230,224,41833
5440,7.0000,1.0000,2019-06-24 23:47:59.820,634,2017-10-19 15:59:05.950,244,15884
5441,7.0000,1.0000,2017-02-19 08:00:40.720,304,2018-12-31 07:36:36.660,116,10557
5442,7.0000,1.0000,2017-02-10 16:49:36.880,852,2017-10-31 23:30:44.470,327,5054
5443,7.0000,1.0000,2017-05-08 23:32:11.820,772,2019-01-01 19:21:34.710,297,28416
5444,7.0000,1.0000,2019-01-07 22:22:05.740,717,2019-07-17 19:36:56.610,276,76691
5445,7.0000,1.0000,2018-10-09 10:32:07.590,719,2018-09-14 09:52:18.680,277,22627
5446,7.0000,1.0000,2018-06-22 18:51:16.830,841,2018-09-09 07:10:44.120,323,10433
5447,7.0000,1.0000,2017-06-10 15:50:47.650,843,2018-07-09 23:29:27.240,323,127568
5448,7.0000,1.0000,2019-06-19 03:39:41.870,641,2017-11-07 10:37:21.250,246,126778
5449,7.0000,1.0000,2019-01-20 13:43:07.110,499,2017-08-12 06:33:40.360,192,6897
5450,7.0000,1.0000,2019-04-24 15:59:09.080,883,2019-05-31 12:13:30.960,339,102683
5451,7.0000,1.0000,2019-11-19 14:35:04.890,603,2017-09-30 19:45:42.090,232,35049
5452,7.0000,1.0000,2018-03-19 07:02:53.520,598,2017-05-09 13:39:12.250,230,76824
5453,7.0000,1.0000,2019-02-24 03:50:34.100,875,2019-05-20 20:09:30.840,336,53547
5454,7.0000,1.0000,2018-04-07 12:33:43.970,875,2017-02-23 05:30:37.050,336,11547
5455,7.0000,1.0000,2017-01-13 05:41:58.580,591,2018-10-20 10:30:35.820,228,1794
5456,7.0000,1.0000,2019-09-22 13:52:41.400,830,2017-04-05 03:51:56.770,318,106986
5457,7.0000,1.0000,2017-08-27 22:43:47.200,754,2018-08-04 23:07:39.700,290,63878
5458,7.0000,1.0000,2017-10-20 13:53:42.320,562,2018-01-17 01:13:33.470,216,105962
5459,7.0000,1.0000,2018-01-18 22:59:38.810,832,2017-12-26 11:07:47.440,319,85425
5460,7.0000,1.0000,2018-06-20 12:30:15.090,874,2017-06-30 00:46:34.870,335,126480
5461,7.0000,1.0000,2019-10-30 22:18:21.470,758,2017-11-28 09:06:32.940,292,11
5462,7.0000,1.0000,2019-08-24 06:31:13.640,851,2018-03-07 03:11:38.030,326,102436
5463,7.0000,1.0000,2019-09-10 10:02:56.240,745,2019-05-27 19:20:14.140,287,7607
5464,7.0000,1.0000,2017-02-18 16:16:12.670,782,2018-12-27 04:50:45.140,300,127346
5465,7.0000,1.0000,2019-03-05 12:39:23.080,888,2017-09-05 20:48:57.590,341,34845
5466,7.0000,1.0000,2018-03-03 15:43:58.090,469,2019-01-31 15:32:39.280,180,101337
5467,7.0000,1.0000,2017-10-23 16:28:45.830,864,2017-01-11 08:55:58.890,331,106651
5468,7.0000,1.0000,2019-01-24 00:31:04.000,812,2017-06-16 16:14:47.640,311,105218
5469,7.0000,1.0000,2018-05-03 12:28:10.320,332,2019-07-21 07:26:20.760,126,125965
5470,7.0000,1.0000,2017-10-15 14:56:58.850,790,2018-04-09 14:25:16.260,303,63971
5471,7.0000,1.0000,2019-05-07 09:17:19.540,830,2018-07-27 12:57:34.260,319,3084
5472,7.0000,1.0000,2018-08-22 22:38:09.490,836,2017-06-30 13:38:36.610,321,15153
5473,7.0000,1.0000,2019-07-10 10:35:01.790,142,2019-07-30 00:59:33.170,55,101203
5474,7.0000,1.0000,2017-08-24 16:35:25.250,714,2017-12-08 06:15:54.400,275,11608
5475,7.0000,1.0000,2019-09-21 09:51:37.370,695,2019-07-10 03:23:15.670,267,105775
5476,7.0000,1.0000,2018-04-05 03:52:16.890,841,2017-06-20 00:51:13.880,323,568
5477,7.0000,1.0000,2017-02-01 04:13:20.550,877,2017-09-10 15:50:41.140,337,15352
5478,7.0000,1.0000,2018-11-30 14:06:24.890,769,2019-05-06 18:25:18.120,296,22491
5479,7.0000,1.0000,2019-02-14 18:14:36.080,638,2019-05-25 03:54:01.410,245,127241
5480,7.0000,1.0000,2017-04-22 23:54:44.940,591,2017-11-29 12:51:23.030,227,101942
5481,7.0000,1.0000,2017-03-14 18:43:35.340,860,2018-07-27 09:21:20.760,330,29003
5482,7.0000,1.0000,2017-05-27 11:57:16.470,477,2017-01-29 01:13:54.790,183,63493
5483,7.0000,1.0000,2018-01-24 21:55:26.400,726,2018-10-13 03:24:05.290,279,128192
5484,7.0000,1.0000,2018-10-16 03:01:15.180,497,2019-08-10 09:52:02.100,191,77195
5485,7.0000,1.0000,2019-09-27 19:41:03.200,810,2017-03-15 09:54:58.030,311,10895
5486,7.0000,1.0000,2018-12-05 00:49:28.320,515,2018-01-18 08:11:05.590,198,4302
5487,7.0000,1.0000,2017-03-07 10:13:33.230,835,2019-08-05 19:55:09.890,321,6716
5488,7.0000,1.0000,2017-11-23 22:58:09.100,820,2019-01-26 01:04:12.890,315,18544
5489,7.0000,1.0000,2017-12-21 19:12:35.980,792,2018-10-30 09:01:29.480,304,27666
5490,7.0000,1.0000,2018-01-18 23:56:41.220,829,2018-12-24 08:07:55.400,318,52206
5491,7.0000,1.0000,2018-03-02 04:45:59.210,873,2018-06-08 05:49:37.520,335,84480
5492,7.0000,1.0000,2019-09-28 19:57:56.950,691,2018-06-01 01:51:03.530,266,11555
5493,7.0000,1.0000,2018-02-07 12:21:01.660,899,2017-09-21 00:45:46.690,345,14187
5494,7.0000,1.0000,2019-09-24 20:53:17.550,490,2018-04-04 11:18:21.260,188,127031
5495,7.0000,1.0000,2019-08-17 01:29:38.350,825,2017-11-03 22:04:51.070,316,129301
5496,7.0000,1.0000,2017-06-20 01:29:27.080,771,2018-10-31 15:14:21.910,296,106491
5497,7.0000,1.0000,2017-05-25 06:46:40.640,732,2019-01-03 17:19:21.610,282,11333
5498,7.0000,1.0000,2017-03-30 07:15:59.140,708,2017-07-27 06:20:05.190,272,102368
5499,7.0000,1.0000,2019-10-27 09:42:42.660,806,2017-02-08 15:12:32.860,309,27905
5500,7.0000,1.0000,2017-08-17 18:48:09.490,837,2017-05-24 10:49:09.100,321,52771
5501,7.0000,1.0000,2017-09-09 02:22:31.000,572,2017-11-04 04:02:43.300,220,77240
5502,7.0000,1.0000,2018-05-09 15:19:43.660,645,2019-06-20 22:00:27.610,248,77370
5503,7.0000,1.0000,2018-02-25 15:11:31.540,734,2017-04-03 19:39:37.520,282,62962
5504,7.0000,1.0000,2018-04-16 22:46:08.260,829,2019-04-05 23:58:34.240,318,85986
5505,7.0000,1.0000,2019-12-10 06:41:49.550,731,2019-02-02 02:31:26.220,281,84131
5506,7.0000,1.0000,2018-04-08 15:56:55.400,783,2018-07-30 08:32:03.990,301,28712
5507,7.0000,1.0000,2018-08-31 20:27:51.740,884,2018-01-14 07:04:56.870,339,128833
5508,7.0000,1.0000,2018-07-12 11:15:08.840,70,2018-01-19 13:45:18.940,27,34872
5509,7.0000,1.0000,2018-07-09 02:42:06.600,796,2017-06-17 05:53:34.320,305,77125
5510,7.0000,1.0000,2018-10-02 01:49:41.700,847,2019-06-23 15:05:49.060,325,52441
5511,7.0000,1.0000,2019-08-31 09:39:20.840,823,2017-02-23 17:20:18.480,316,14250
5512,7.0000,1.0000,2018-09-19 08:37:22.310,854,2017-07-18 14:37:25.180,327,129591
5513,7.0000,1.0000,2018-08-27 19:39:06.250,857,2019-02-09 10:42:48.470,329,6639
5514,7.0000,1.0000,2017-10-07 23:04:53.860,790,2019-06-10 17:59:11.270,303,84971
5515,7.0000,1.0000,2018-04-17 17:46:39.740,797,2018-08-14 03:14:36.580,306,1391
5516,7.0000,1.0000,2019-06-15 10:21:04.990,604,2018-02-27 17:20:59.170,233,2640
5517,7.0000,1.0000,2018-08-09 08:35:47.240,878,2018-05-08 18:32:33.040,337,64406
5518,7.0000,1.0000,2017-12-05 07:01:41.050,832,2018-05-15 08:20:03.310,319,106425
5519,7.0000,1.0000,2017-05-15 20:35:09.470,737,2017-04-24 11:19:14.220,283,77453
5520,7.0000,1.0000,2017-04-10 11:49:54.760,850,2019-04-04 05:56:05.060,326,76739
5521,7.0000,1.0000,2018-01-06 05:30:24.860,715,2017-10-23 02:50:11.080,275,43390
5522,7.0000,1.0000,2019-11-21 17:30:36.730,587,2017-05-22 09:28:08.570,226,10959
5523,7.0000,1.0000,2018-02-12 05:18:28.010,717,2019-01-21 08:11:46.150,276,63656
5524,7.0000,1.0000,2017-04-24 12:31:29.090,757,2018-08-09 02:13:28.130,291,101411
5525,7.0000,1.0000,2019-08-07 10:10:59.640,903,2019-01-30 12:50:11.080,347,10338
5526,7.0000,1.0000,2019-07-31 13:19:22.590,538,2018-06-17 09:12:59.430,207,27933
5527,7.0000,1.0000,2017-07-25 10:17:07.820,901,2018-03-16 12:09:14.900,346,13879
5528,7.0000,1.0000,2019-10-07 13:41:44.240,817,2017-10-24 19:55:41.250,313,101583
5529,7.0000,1.0000,2017-12-30 15:05:46.900,752,2017-09-13 20:14:23.300,289,64999
5530,7.0000,1.0000,2019-04-13 08:22:10.290,653,2019-01-21 02:12:17.460,251,29861
5531,7.0000,1.0000,2017-11-20 21:05:36.240,865,2017-07-28 23:30:13.570,332,21892
5532,7.0000,1.0000,2019-10-26 20:57:21.420,899,2018-06-30 05:50:08.410,345,17918
5533,7.0000,1.0000,2019-01-26 04:23:42.240,587,2017-11-30 04:55:40.570,226,21119
5534,7.0000,1.0000,2018-07-09 23:26:26.580,798,2018-08-25 05:39:06.200,306,43391
5535,7.0000,1.0000,2019-08-05 21:32:13.950,893,2018-02-03 10:28:52.710,343,21348
5536,7.0000,1.0000,2018-10-28 03:23:51.690,799,2018-03-05 05:16:35.830,306,106391
5537,7.0000,1.0000,2019-03-23 20:45:44.940,898,2017-05-20 19:53:03.940,344,128039
5538,7.0000,1.0000,2019-10-01 23:09:18.150,347,2018-11-25 23:39:46.030,132,85286
5539,7.0000,1.0000,2018-10-28 20:19:25.640,866,2019-04-14 13:34:42.060,333,95
5540,7.0000,1.0000,2018-07-01 03:44:07.790,530,2017-09-15 11:32:56.670,203,128184
5541,7.0000,1.0000,2017-04-15 04:21:36.570,624,2017-01-28 22:04:32.470,240,84374
5542,7.0000,1.0000,2018-08-17 22:58:24.390,902,2018-08-07 20:54:05.960,346,64351
5543,7.0000,1.0000,2019-05-09 20:16:02.510,889,2019-03-12 19:17:14.500,341,105265
5544,7.0000,1.0000,2019-03-13 17:22:54.290,862,2019-02-10 22:16:16.220,331,27542
5545,7.0000,1.0000,2018-05-12 14:17:20.390,746,2017-05-19 07:56:22.730,287,10597
5546,7.0000,1.0000,2019-06-04 20:08:36.900,739,2017-02-12 00:16:32.520,284,34913
5547,7.0000,1.0000,2018-02-11 00:18:50.700,605,2017-07-12 20:43:53.900,233,23640
5548,7.0000,1.0000,2017-05-12 13:16:07.800,646,2018-08-18 00:43:54.990,248,106201
5549,7.0000,1.0000,2018-06-19 03:06:37.800,733,2019-04-29 19:43:22.080,282,41962
5550,7.0000,1.0000,2017-03-13 15:08:33.360,888,2018-11-19 03:57:13.180,341,63265
5551,7.0000,1.0000,2018-11-02 16:53:39.850,872,2019-07-23 07:17:07.160,335,28303
5552,7.0000,1.0000,2019-06-11 23:44:59.600,696,2018-11-22 20:06:51.030,268,7266
5553,7.0000,1.0000,2019-11-06 10:40:49.670,896,2019-05-19 00:45:41.730,344,34803
5554,7.0000,1.0000,2019-07-28 21:52:47.900,696,2019-07-21 23:40:19.280,268,10297
5555,7.0000,1.0000,2019-08-03 13:17:44.630,877,2017-03-21 09:23:04.200,337,8877
5556,7.0000,1.0000,2017-10-10 08:51:54.270,877,2017-12-04 07:03:54.540,337,29877
5557,7.0000,1.0000,2017-04-06 10:01:15.650,750,2017-02-08 12:27:57.450,288,86256
5558,7.0000,1.0000,2017-11-13 02:40:02.440,856,2018-04-27 13:04:03.950,328,84358
5559,7.0000,1.0000,2018-09-01 12:35:08.620,764,2017-01-21 07:33:48.500,294,14607
5560,7.0000,1.0000,2017-05-21 17:22:26.950,887,2017-03-12 11:15:16.520,341,265
5561,7.0000,1.0000,2017-09-24 05:39:47.580,462,2019-02-22 07:51:35.690,178,14098
5562,7.0000,1.0000,2018-11-16 06:46:07.510,692,2017-01-24 23:57:00.120,266,21605
5563,7.0000,1.0000,2017-07-22 20:09:21.940,353,2018-06-20 07:59:21.110,134,105221
5564,7.0000,1.0000,2019-03-19 18:19:56.310,688,2018-02-17 13:31:18.140,264,126156
5565,7.0000,1.0000,2017-11-21 04:44:05.460,884,2017-06-24 01:14:05.930,339,105833
5566,7.0000,1.0000,2019-10-27 12:41:59.430,723,2017-10-31 01:13:24.780,278,62905
5567,7.0000,1.0000,2019-08-16 04:13:40.080,886,2017-05-01 16:55:15.830,340,64445
5568,7.0000,1.0000,2017-02-27 20:12:39.670,619,2018-06-22 13:30:58.010,239,11130
5569,7.0000,1.0000,2018-02-24 01:32:39.920,849,2018-04-05 03:55:25.730,326,3516
5570,7.0000,1.0000,2019-06-12 14:22:48.060,625,2019-01-25 09:57:56.670,241,10316
5571,7.0000,1.0000,2017-04-03 13:35:20.050,883,2019-05-23 02:05:56.210,339,84833
5572,7.0000,1.0000,2018-10-30 09:26:29.090,662,2017-06-01 10:26:00.570,254,106112
5573,7.0000,1.0000,2019-01-29 10:42:15.410,871,2017-10-15 04:34:34.360,334,76838
5574,7.0000,1.0000,2018-11-06 16:51:01.680,906,2018-03-24 22:39:17.560,348,3145
5575,7.0000,1.0000,2019-12-18 07:28:18.200,901,2017-04-06 00:02:43.130,346,3777
5576,7.0000,1.0000,2019-05-13 06:32:00.480,848,2018-08-21 19:35:26.100,325,84196
5577,7.0000,1.0000,2017-07-24 21:14:34.210,343,2018-03-05 05:01:34.190,131,10715
5578,7.0000,1.0000,2018-11-23 11:55:33.720,700,2018-09-12 05:21:26.290,269,64098
5579,7.0000,1.0000,2018-12-04 22:14:08.710,741,2018-03-26 20:56:55.590,285,35023
5580,7.0000,1.0000,2017-03-14 14:02:22.740,859,2017-01-25 19:52:19.650,329,101416
5581,7.0000,1.0000,2018-06-29 13:00:31.890,629,2018-04-21 01:29:57.960,242,76944
5582,7.0000,1.0000,2017-03-24 21:01:00.020,875,2018-11-19 15:36:17.490,336,35115
5583,7.0000,1.0000,2018-04-30 10:35:06.430,525,2017-05-13 17:51:34.680,202,1792
5584,7.0000,1.0000,2017-10-28 23:57:13.540,631,2017-05-01 12:33:25.830,243,21219
5585,7.0000,1.0000,2017-06-20 15:28:30.440,823,2018-12-12 20:53:59.870,316,28362
5586,7.0000,1.0000,2018-06-02 21:20:36.640,785,2017-04-10 06:25:45.860,301,126874
5587,7.0000,1.0000,2019-12-12 10:16:31.750,844,2018-03-12 06:36:27.070,324,18445
5588,7.0000,1.0000,2019-06-22 06:30:54.340,861,2018-02-14 08:06:42.450,330,101775
5589,7.0000,1.0000,2018-11-28 10:08:41.950,828,2019-05-17 10:59:03.520,318,22986
5590,7.0000,1.0000,2018-11-05 12:40:19.670,861,2019-04-20 00:59:54.510,330,130910
5591,7.0000,1.0000,2018-08-02 17:22:36.040,886,2017-08-07 03:47:25.500,340,76743
5592,7.0000,1.0000,2018-05-20 18:05:42.490,566,2019-01-26 07:21:26.200,218,28404
5593,7.0000,1.0000,2018-02-09 10:34:09.520,910,2017-02-10 00:13:49.120,349,63986
5594,7.0000,1.0000,2018-06-19 02:56:58.680,775,2019-01-23 15:37:11.560,298,37687
5595,7.0000,1.0000,2017-10-16 22:04:20.210,729,2018-11-10 08:07:19.150,281,7792
5596,7.0000,1.0000,2018-05-21 21:35:29.060,895,2017-01-25 15:40:01.620,343,126348
5597,7.0000,1.0000,2018-02-05 02:49:02.450,754,2017-08-02 14:27:35.340,290,36097
5598,7.0000,1.0000,2017-03-02 01:56:06.200,561,2019-02-22 02:32:28.670,216,35377
5599,7.0000,1.0000,2018-05-02 12:38:48.830,793,2018-04-07 17:48:45.170,304,53327
5600,7.0000,1.0000,2018-07-08 01:35:20.960,809,2017-09-06 03:12:53.710,310,86816
5601,7.0000,1.0000,2019-10-11 15:54:56.830,674,2019-04-21 22:40:47.130,259,126784
5602,7.0000,1.0000,2017-12-24 04:06:11.030,721,2019-05-14 05:44:37.130,278,10196
5603,7.0000,1.0000,2019-03-10 11:43:27.880,846,2019-04-29 00:13:32.340,325,6727
5604,7.0000,1.0000,2018-12-29 12:43:49.750,890,2017-06-10 04:03:29.310,342,7342
5605,7.0000,1.0000,2019-12-02 01:33:13.320,698,2017-06-24 19:22:27.750,268,63616
5606,7.0000,1.0000,2017-01-13 07:27:10.750,645,2017-10-05 19:13:26.280,248,27502
5607,7.0000,1.0000,2017-05-23 13:02:44.180,661,2019-06-03 10:37:04.230,254,85112
5608,7.0000,1.0000,2018-01-09 17:49:47.980,866,2017-01-07 16:15:38.520,332,101871
5609,7.0000,1.0000,2019-08-02 14:24:29.710,729,2017-12-25 20:14:03.830,280,128666
5610,7.0000,1.0000,2017-04-02 06:45:44.150,847,2019-06-19 02:33:13.490,325,42196
5611,7.0000,1.0000,2017-03-28 11:37:20.060,534,2018-05-25 19:03:27.330,205,85573
